Title,Location,Company,Salary,Description
Market Research Analyst,India,Aeon Market Research,None,"Job Description:
Should be involved in doing Secondary Research.
Involved in doing Legal Research also.
Maintaining excel & preparing reports.
Desired Skills:
Must be MBA in Finance.
Excellent English & comfort with calls.
Have strong analytical Skills.
Be proficient in MS Office.
Have good verbal and written communication skills.
Finance/commerce background candidates can be preferred."
Financial Analyst India,Punjab,DNA Growth,None,"The Financial Analyst will be responsible for executing:
– Business Plans
– Pitch Decks and PPTs
– Feasibility Analysis
– Market Analysis & Research
– Internet Research to corroborate data
– Financial Projections
– Financial Analysis on basis of competitors/ operational metrics
– Content

To apply for a job, send your resume at hello@dnagrowth.com"
Research Analyst,"Bengaluru, Karnataka",Neo Group,None,"OBJECTIVES OF THE POSITION
To support the research team on accumulation of knowledge and research initiatives.
Over time, research analyst will become Senior Research Analyst and Lead Analysts or Team leaders with specialist skillsets and domain experts.
This is a remote position and we prefer analysts who can work US timings.
RESPONSIBILITIES
Administer coverage of global locations and suppliers: Collect and update data with the latest available information for assigned targets through both primary and secondary sources.
Should have knowledge about financial terms and should be able to read, understand, analyse data from annual reports
Should have in-depth knowledge about economic indicators such as GDP, inflation and their impact on economy.
Should have adequate knowledge about outsourcing industry and economic and geo-political situation of different countries.
Should be able to identify risk and opportunities of doing business in particular location by undertaking secondary and primary research.
Should be able to retrieve information for any data point by using relevant key words through various free to air search engines
Should be able to analyze data and write high quality professional research reports and provide insights and guidance to our clients.
Monitor news and events that happen across the globe and produce event alerts for clients as and when it occurs (with actionable guidance) for clients as and when they occur.
Contribute new ideas for the development of value-added analysis for our customers and subscribers
Should be able to analyze data and provide relevant insights to our clients.
QUALIFICATION
Post Graduate in any stream from a well-known university.
1 to 4 years of experience in business/market research (specifically secondary research) covering outsourcing buyers, providers and emerging market trends.
Sound analysis and data interpretation ability
Computer Knowledge: MS Word, MS Excel and MS Power Point
EXPERIENCE
IT/BPO industry knowledge
Excellent communication and interpersonal skills
Multi-tasking ability, quick learning skills and ability work under strict timelines
APPLY TODAY
Send your updated profile/resume"
Research Analyst,"Saket, Delhi",ndlo consulting,None,"Position: 1

Location: Saket, New Delhi

Roles and responsibilities:
As a member of the Business Research team, the Research Analyst will play an active role in providing research support on client and industry related assignments as well as monitoring and sharing business and industry knowledge. Also support markets and business development efforts.

Requirements:
Degree holder in Business, Commerce, Economics or related subjects (Masters degree preferred)
Wide understanding of economic, business, industry and investment issues
Critical thinking and analytical skills to highlight points of view and should be detail-oriented
Good business writing and communication skills
Should be internet savvy with strong working knowledge of MS Office
Personal attributes should include a creative mind set, highly self-motivated and good interpersonal skills
Should be willing to travel extensively

Experience:0-2 Years"
Senior Research Analyst,Andhra Pradesh,SumTotal,None,"Senior Research Analyst
Are you passionate about learning and intellectually curious? Do you thrive in a fast paced, innovative work environment where team members hold themselves and others accountable? Are you energized by trying new things, have an agile mindset and enjoy making an impact? Is working for a purpose driven organization important to you? If the answers to these questions are a resounding YES, then read on!
Skillsoft is the global leader in corporate learning. We help businesses solve their biggest challenge – attracting, motivating and retaining world class talent. Our team is recognized for cutting edge digital learning and human capital management solutions. Trusted by the world's leading organizations, including 65% of the Fortune 500, we train more professionals than any other company in the world. Our 100,000+ courses, videos and books are accessed over 130 million times every month, in 160 countries and 29 languages. At Skillsoft, we believe that knowledge is the fuel for innovation and innovation is the fuel for business growth.
Skillsoft’s SumTotal Strategic Business Unit has nearly 30 years of learning and HR software experience. High-performing organizations recognize that learning and development are core to their business success and overall talent management and workforce initiatives. That’s why more than 3,500 organizations, including many of Fortune’s “Best Places to Work,” rely on SumTotal’s solutions to enable their employees.
We are all about “Making Work Matter.” With over 2000 employees around the world, we are always looking for amazing talent!
Overview:
We are seeking a talented and innovative Competitive Intelligence Analyst to join our growing research unit in Hyderabad, India.
You will be passionate about market research with significant experience in understanding and articulating competitor behavior.
Opportunity Highlights:
You will be Skillsoft’s champion of all competitor and market intelligence across the business.
You will be responsible for delivering competitive research and insights as part of a growing best in class competitor research team.
Your work will feed strategic decision making for the Executive in resource allocation and support product managers and sales leaders.
Responsible for presenting in meetings, web sessions competitor insights, setting up traps, our response
Conducting Data Analysis, Gap Analysis, SWOT for key competitors
Skills & Qualifications:
Advanced Exce
Presentations
Research Skills
Data Analysis
VBA
Success Qualities:
Adaptable and Agile. Responds quickly to the changing needs of the business and is resilient in the face of setbacks or adversity.
Confident & Audacious Achiever. Champions breakthrough initiatives and holds him/herself and others accountable for delivering. Enjoys working hard; is action-oriented and full of energy for the things he/she sees as challenging; not fearful of acting without over-analysis.
Entrepreneurial Spirit with Learner’s Mindset. Is uncomfortable with simply maintaining ""status quo"" and is intellectually curious and demanding of excellence and continuous improvement.
Committed to our Collective Purpose. Leverages cross functional collaboration to solve complex business issues and drive greater results.
Authentic & Customer Centric. Never compromises integrity to achieve results while constantly being mindful of creating a positive customer experience both internally and externally. Adheres to an uncompromising set of core values and beliefs during both good and bad times; practices what he/she preaches. Acts with the highest standards of conduct and is seen as a direct, truthful individual.
Thank you for taking the time to learn more about us.
If this opportunity intrigues you, we'd love for you to apply!
NOTE TO EMPLOYMENT AGENCIES: We value the partnerships we have built with our preferred vendors. Skillsoft does not accept unsolicited resumes from employment agencies. All resumes submitted by employment agencies directly to any Skillsoft employee or hiring manager in any form without a signed Skillsoft Employment Agency Agreement on file and search engagement for that position will be deemed unsolicited in nature. No fee will be paid in the event the candidate is subsequently hired as a result of the referral or through other means."
Market Research Analyst,"Pune, Maharashtra",XDBS Private Limited,"₹1,50,000 - ₹2,50,000 a year","Greetings from XDBS Market Research Company!
Here's The JD FYR
We have an opportunity for all graduates, to enhance your career in International Sales and Marketing field.
*Its a great opportunity to join as Research Analyst
PFB Job details :
POSITION: Research Analyst (Operations) International Market.
Salary: Best in the Industry with Uncapped Incentives!
SHIFT TIME: 6pm-3am (Process Training and On Job training will be in the morning from 8AM-5PM)*
*Working days: Monday to Friday FIXED SATURDAY SUNDAY OFF!!*
*Perks:
Medical Insurance
Personal Accidental Insurance
One time meal (Lunch/Dinner)
*Why should you join XDBS?
Fastest Growing Company in the industry
Ample growth opportunities: 80% of lateral positions filled through IJPs
Eligibility Criteria: Graduate/Post Graduate.
Has to have experience in Market Research, Research Analyst B2B domai. (Compulsory)
*Skills Required: Excellent communication in English* .*
JOB PROFILE:
- Contact Discovery via Professional networking sites, like LinkedIn, zoom info, jigsaw, inside view etc.
- Market Research, Contact Discovery and Profiling.
- Pre Sales, Cold Calling and Lead Generation.
- Effectively perform outbound calls to target prospects in defined geographies
- Focused on achieving/ exceeding daily/ weekly/monthly targets defined for self and team
- Converting the right business opportunity/lead to an appointment for the client from US and UK.
-Making outbound US calls.
*
DESIRED CANDIDATE PROFILE: *
Candidate should be smart and confident, should be able to navigate and convince the decision makers, performance oriented and flexible at work.
*
SALARY : * No bar for right candidate. Attractive package for freshers to start their career with.
Contact - Rutuja HR Executive 8237000989
Job Type: Full-time
Salary: ₹150,000.00 to ₹250,000.00 /year
Experience:
work: 1 year (Required)
total work: 1 year (Required)
Education:
Secondary(10th Pass) (Preferred)
Work Remotely:
Yes"
Research and Analysis Analyst II,"Gurgaon, Haryana",IHS Markit,None,"Summary:
The Research Analyst, Steel Raw Materials position requires a junior to mid-level research analyst with 2 to 3 years of experience in researching steel raw materials. The Research Analyst, Steel Raw Materials is expected to work within the Coal, Metals & Mining team to perform research, insight and data functions, as well as additional analysis as needed, including contributions consulting projects.
Job Duties:
Contribute to and/or maintain supply-demand balance sheets for iron ore, scrap, and minor metals used in the steel making process.
Contribute to and/or maintain price forecasts for these steel raw materials
Contribute to monthly and ad hoc deliverables on the steel raw materials markets
Engage with clients of IHS Markit’s Steel Raw Materials service, delivering key messages and insights.
Collect data from a wide variety of global sources, with very high accuracy and attention to detail. Maintain data in optimal formats that are accessible by research analysts globally.
Develop new deliverables, including data visualizations in Power BI.
Analysts will be encouraged to contribute to regular reports and original research, collaborating with the broader Coal, Metals & Mining team, and other groups within IHS Markit.
Required Education:
Graduate degree in mathematics, engineering, economics, statistics or industry-related field required. Graduate degree with quantitative skills a plus.
Required Experience:
At least 2 years of experience in a steel raw materials research, or within the steel or steel raw materials industry
Other Skills:
Strong numerical and data analytical skills
Strong writing ability
Effective verbal communication skills
Advanced proficiency with MS Office applications required (Excel, Word and PowerPoint). Knowledge of Power BI, Tableau, VBA advantageous.
What You'll Love About Us – Do ask us about these!
Total Rewards. Monetary, beneficial and developmental rewards!
Work Life Balance. You can't do a good job if your job is all you do!
Prepare for the Future. Academy – we are all learners; we are all teachers!
Employee Assistance Program. Confidential and Professional Counselling and Consulting.
Diversity & Inclusion. HeForShe!
Internal Mobility. Grow with us!
Company overview
IHS Markit harnesses deep sources of information, analytics and expertise to forge solutions for the industries and markets that drive global economies. Our company partners with clients in business, finance and government to provide the unrivalled insights and perspectives that lead to well-informed, confident decisions. We call this The New Intelligence.
IHS Markit serves more than 50,000 key customers in more than 140 countries, including 80 percent of the Fortune Global 500. We help decision makers apply higher-level thinking to daily tasks and strategic issues across a host of industries and disciplines including energy, finance, automotive, engineering, technology, maritime and trade, chemical, and economics and country risk.
Headquartered in London, IHS Markit (Nasdaq: INFO) is committed to sustainable, profitable growth.
-
IHS Markit is committed to providing equal employment opportunity (EEO) to all persons regardless of age, color, national origin, citizenship status, physical or mental disability, race, religion, creed, gender, sex, sexual orientation, gender identity and/or expression, genetic information, marital status, status with regard to public assistance, veteran status, or any other characteristic protected by the laws and regulations in any of our locations.
We are proud to provide reasonable accommodations to applicants with disabilities. If you are interested in applying for employment with IHS Markit and need special assistance or an accommodation to use our website or to apply for a position, please contact or call +1 212 849 0399. Determination on requests for reasonable accommodation are considered on a case-by-case basis. This contact information (email and phone) is intended for application assistance and accommodation requests only. We are unable to accept resumes or provide information about application status through the phone number or email address above. Resumes are only accepted through the online application process, and only qualified candidates will receive consideration and follow-up.
IHS Markit maintains a substance-free workplace; employees may be asked to submit to a drug test (where permitted by law). In addition, as a federal contractor in the United States, the company participates in the E-Verify Program to confirm eligibility to work.
For information please click on the following links:
IHS Markit Business Code of Conduct
Right to Work
EEO is the Law
EEO is the Law Supplement
Pay Transparency Statement
-
Current Colleagues
If you are currently employed by IHS Markit, please apply internally via the Workday internal careers site."
Investment Research Analyst,"Bengaluru, Karnataka",SmartOwner Services India,None,"Job Profile
SmartOwner is looking for an Equity Research Analyst who can reviews stocks, bonds, and other financial instruments and give equity investment options for the company.
Key Roles and Responsibilities:
Maintain an extensive coverage list of companies and monitor all developments related to them
Review and interpret financial statements of covered companies
Do complete company due diligence
Provide fundamental research on industry / company and help generate timely and accurate investment recommendations
Participate in industry conferences, on-site visits and gather first-hand information
Develop financial models to accurately reflect companies’ overall performance and value
Monitor stock prices and identify trading patterns and come up with execution strategy
Monitor performance of each company’s part of the portfolio and provide timely updates and recommendations
Desired skills & experience:
Possess 3+ years of professional experience in Equity research, Financial Analysis, Equity valuation, Investment analysis and wealth management.
Possess good research skills and reporting making
Must possess excellent communication skills, both verbal and written
Possess good judgment skills.
Compensation and Benefits:
SmartOwner offers successful candidates an outstanding compensation package."
Research Analyst (Trainee),"Chennai, Tamil Nadu",Fhyzics Business Consultants Pvt. Ltd,"₹2,00,000 - ₹3,00,000 a year","Functional Area Other
Industry Type IT-Software-Software Services
Keywords Business analysis,Research,Research Analyst,Analyst Trainee,Training,Business Executive
Research Analyst (Trainee) Job Description: This is a trainee position where the selected candidates will undergo training for a period of six months in research methodologies and business analysis. This position reports to Manager (IT) and Business Consultants and will be assisting them in various internal and client projects. On successful completion of the training, they will be absorbed in the permanent position
Desired Candidate Profile
Profile Description
NA
Under Graduate Qualification BE / B.Tech (Any Specialization)
PG Qualifications Any PG Course (Any Specialization)
Note: Candidate should have either UG or PG qualifications"
Market Research Analyst,"Pune, Maharashtra",A2Z Market Research,None,"A2Z Market Research is looking out for Market Research Associate, who would like to explore and invest their knowledge, business insights, and articulation to challenge the revenue growth strategies of a few among the top 100 global companies in each industry. Your role is to identify the discerning challenges in the growth strategies of all the major B2B companies worldwide and help them grow with our insights.
Responsibilities:
Collect Data on Competitors, consumers, and market place, and consolidate information into actionable items, reports, and presentations
Understand business objectives and design survey to discover prospective customers preferences
Compile and analyze statistical data using modern and traditional methods to collect it
Perform a valid and reliable market research SWOT analysis
Interpret data, formulate reports and make recommendations
Use online market research and catalog findings to databases
Provide competitive analysis on various companies’ market offerings, identify market trends, pricing /business models, sales and methods of operation
Evaluate program methodology and key data to ensure that data on the releases are accurate and the angle of the release is correct
Remain fully informed on market trends, other parties researches and implement best practices
Requirements:
Proven Market Research Analysis Experience
Ability to interpret a large amount of data and to multi-task
Strong communication and presentation skills
Excellent knowledge of MS Office
Exceptional written, oral, and presentation communication abilities
Exceptional Editing skills
Search engines, web analytics and business research tools acumen
Strong critical and analytical thinking
Should be smart enough to handle the task alone
Should be a quick learner and a high performer.
Technical Graduate + MBA/Masters
Education:
Technical Graduates (BE/ BSc/ BioTech/ Microbiology/ BPharm/ BHM/ Food-Tech/ Agriculture/ MBA/MTech/ PGDBM)
Must have Master’s Degree
Perks and Benefits: Best in the Industry
Job Types: Full-time, Contract
Experience:
work: 1 year (Preferred)
total work: 1 year (Preferred)
Education:
Secondary(10th Pass) (Preferred)"
Digital Media Coordinator/Marketing Specialist - Mumbai,"Mumbai, Maharashtra",Mackay Communications,"₹45,000 - ₹60,000 a month","Mackay Communications, Inc., is a marine electronics service and satellite communications company that employs over 320 people in thirteen (13) countries including the Americas, Asia, and Europe.
Mackay has an opening for a Digital Media Coordinator/Marketing Analyst in our Mumbai location. If you have the experience and skills required, please submit your CV, salary requirements, and samples of your digital media projects when applying.
DIGITAL MEDIA COORDINATOR/MARKETING ANALYST JOB SUMMARY:
The Digital Media Coordinator/Marketing Analyst is responsible for intelligently applying their marketing abilities to create and manage a Digital Marketing strategy to drive more customers, revenue, and profits to Mackay. The Digital Media Coordinator/Marketing Analyst will manage website content, back end support, and target marketing to significantly increase website and LinkedIn traffic, as well as customer portal usage, to stimulate demand. Will assist with the development and distribution of news releases, digital campaigns, product flyers, and maintain Mackay’s representation on vendor and industry directories. Responsible for mining and analyzing data from Mackay’s ERP system and to provide recommendations for increased profit opportunities.
DIGITAL MEDIA COORDINATOR/MARKETING ANALYST RESPONSIBILITIES:
Create a Digital Marketing Strategy
Manage the company website by updating, writing, and editing product and market content, while maintaining a consistent and appealing appearance throughout the web pages and documents.
Recommend enhancements to improve user experience and tactics to increase traffic, collaborating with technical support.
Provide bi-annual web analytics reporting and compare Mackay’s site features with industry peers and global bests, coupled with proposals for site improvements.
Improve SEO organically and through selective Strategic Google AdWords campaigns; managed internally or with outside consultant.
Work with cross-departmental teams to maintain current product line content, news releases, promotional campaigns, and web projects.
Manage company global online presence on all vendor sites, industry directories, Google Business listings, and establish systematic LinkedIn posting plan with Sales & Service Manager input.
Assist with development and maintenance of printed and/or digital Selling Aids and Flyers used by Mackay’s Salespeople and Managers around the world.
Mine and analyze data from Mackay’s ERP system to identify and create targeted Prospect Lists to be furnished to Mackay’s Inside and Outside salespeople.
Ability to research business opportunities and present ideas and findings to company management.
DIGITAL MEDIA COORDINATOR/MARKETING ANALYST SKILLS REQUIRED:
Bachelor’s Degree in Business with major in Marketing with relevant coursework in Website design/management and analytics.
3+ Years of experience in similar role in a commercial business environment.
3+ Years of experience with web content management software (Word Press), LinkedIn and technical writing skills.
Creative thinking (visual & messaging); digital design skills are a significant plus.
Keen attention to detail critical for web database management and product sales analysis.
Mackay offers a competitive salary, bonus plan, in addition to health insurance, and paid time off.
Candidates must be legally authorized to work in India and pass a thorough background check.
Job Type: Full-time
Pay: ₹45,000.00 - ₹60,000.00 per month
Experience:
Web Content Management Software: 3 years (Required)
Technical Writing: 3 years (Required)
marketing in commercial business: 3 years (Required)
Education:
Bachelor's (Preferred)
Location:
Mumbai, Maharashtra (Required)
Language:
English (fluent) (Required)
Required Documents:
Aadhar Card (Required)
Industry:
Installation & Maintenance
Work Remotely:
No"
"Power Analyst (Indore, India Office)","Indore, Madhya Pradesh","BioUrja Trading, LLC",None,"BioUrja’s Power Trading team is growing and we are currently seeking highly driven Power Analyst to join our Commercial and Analytics team in Indore, MP office."
Market Research Analyst:,"Bengaluru, Karnataka",Avanzar Business Solutions,None,"Responsibilities:


Communicating with clients to understand and document the business objectives
Formulating analysis plans and acquiring client sign-off
Designing or assisting in the development of questionnaires and moderator guides to ensure the necessary data is captured
Conducting in-depth data analyses using traditional and advanced methods
Authoring reports containing actionable recommendations
Making presentations—answering questions and instilling confidence


Requirements:


A minimum of 3 to 5 years within the custom Market Research industry
1 to 3 years of industry/sector experience
Strong analytic and critical thinking skills
Exceptional written, oral, and presentation communication abilities
Expertise with Excel, PowerPoint, and SPSS/SAS
Bachelors or advanced degree in business, mathematics, or the sciences


Candidate will be preferred from Digital Marketing/Media agency background,Possess excellent communications & analytical skills,Should be able to showcase success client portfolios,Out of the box thinker, energetic and passionate self-starter"
Senior Research Analyst,"Eluru, Andhra Pradesh",BizRak Web Solutions,None,"Required Skills for Senior Research Analyst

Qualify leads from marketing campaigns as sales opportunities
Present our company to potential clients
Identify client needs and suggest appropriate products/services
Customize product solutions to increase customer satisfaction
Build long-term trusting relationships with clients
Set up meetings or calls between (prospective) clients and Account Executives
Report to the Business Development Manager on sales results
Stay up-to-date with new products/services and new pricing/payment plans"
Research Analyst,"Gurgaon, Haryana",Voiceover,None,"You will be responsible for designing the research, interpreting data, formulating reports and making recommendations based upon the research findings. To accomplish this task, you will work closely with the client to understand, define and document the overarching business object. Apply qualitative and quantitative techniques to interpret the data, produce substantiated recommendations and present the findings / recommendations to the client.
Responsibilities
Interact with client to understand and document the research objectives and scope of research
Design questionnaires and moderator guides to ensure the necessary data is captured
Compile data &conduct in-depth data analyses using traditional and advanced methods
Interpret data, formulate reports and make actionable recommendations
Making presentations—answering questions and instilling confidence in clients
Catalogue findings to databases
Proactively generate new ideas on analyses and reporting that could provide additional insight into the performance
Take ownership of end-to-end research assignments entrusted and work closely with the extended team to produce impeccable quality outputs
Interact regularly with team lead/project manager and other team members
Skills and Qualifications
5 to 7 years of industry/sector experience
Self-starter with an entrepreneurial spirit
Strong analytic and critical thinking skills
Exceptional written, oral, and presentation communication abilities
Expertise with Excel, PowerPoint and analytical tools like SPSS etc
Bachelors or advanced degree in statistics, mathematics, or economics

To apply, please submit a cover letter, resume and portfolio to jobs@voice-over.co Submissions without a cover letter & resume or portfolio will not be considered."
Market Research Analyst,"Pune, Maharashtra",Panomtech Technologies,None,"Job Description :
Meaningful experience in handling various kinds of research projects, client servicing, data interpretation & insights generation.
Comfort/ exposure to either all or some of the various techniques of primary research such as customer satisfaction, segmentation, brand & advertising research, pricing & product related research
Demonstrated analytical ability
Flair for quantitative and qualitative data analyses and interpretation
Able to synthesize large volumes of data into comprehensible and insightful information
Comfort with making intelligent assumptions to estimate not-so-easily available data points
Comfort with making conclusions based on data, as available
Qualification : PG- MBA/PGDM
Experience : 1-3 Years of Experience as a Market Research Analyst
Location : Pune,Ratnagiri, India"
Market Research Analyst,"Hyderabad, Telangana",IndustryARC,"₹4,00,000 - ₹8,00,000 a year","Designation: Research Analyst/ Sr. Research Analyst

Domain: Electronics/Automation & Instrumentation/Food & Beverages/Chemicals
Experience: 2-6 Years

Duties and Responsibilities:
Establish market expertise in the relevant industry, contribute market insights and analyst briefings;
Conducting primary and secondary research; responsible to execute market research and consulting assignment/projects.
Develop relationships and conduct interviews with industry experts for the purpose of gathering primary data as well as produce research reports on market dynamics in the relevant industry;
Write market/Industry research studies and finalize them.
Finalize Table of contents/scope/structure of the market research studies.
Estimate market sizes and forecasting.
Develop your subordinates in conducting primary and secondary research.
Maintain project plan to deliver the report timely.
Analyse the MICRO and MACRO markets with respect to strategic issues, opportunities, market trends, competitor perspective and other such high level segments.
Motivate and enhance the performance of associates through regular feedback, guidance and acquired knowledge.
Skills Required:
B.Tech Chemical Engineering/ EEE / ECE or MBA.
Required prior industry experience in F&B/Electronics/Chemicals domains.
Superior analytical and conceptual ability with proven consulting skills.
Excellent communication, organizational or project management skills.
Motivated self-starter & able to work under pressure with tight deadlines."
Research Analyst (Country Analysis) - Asia,"Gurgaon, Haryana",The Economist Newspaper Limited,None,"Introduction:

As the research and analysis division of the Economist Group, The Economist Intelligence Unit (EIU) helps leaders prepare for opportunity, empowering them to act with confidence when making strategic decisions. The EIU is the global standard in providing quality, actionable intelligence to the public and private sector, assessing issues that impact the marketplace for over two hundred countries.

The Asia team within the Country Analysis division of the EIU is seeking to recruit a Research Analyst in our office in Gurgaon, India. In this entry level position, the successful applicant will be responsible for the production and quality of EIU products. Among the key tasks involved in the role, the Research Analyst will produce economic and political forecasts for specific countries in Asia and write analysis on economic, political and policy developments in the locations they cover
Accountabilities:
In the role you will be expected to:

Produce high-quality reports and analysis:
Produce economic and political forecasts for selected countries
Produce ongoing analysis and forecast updates on key events as they happen, ensuring that agreed norms for frequency of coverage are maintained
Ensure that the designated part of the regional product range is written to a high standard
Identify accurate and informative sources on events affecting the forecast as they happen
Interpret events within specific countries with a particular focus on whether and how they might impact upon EIU forecasts
Play an active role in producing original country and regional content work that develops the EIU view on the region
Support the consulting and sales teams to deliver projects as required

Manage external contributors:
Be responsible for finding and commissioning suitable external contributors to provide additional analysis of political and economic events within the countries of responsibility
Carry out a comprehensive first edit on contributors’ input, checking accuracy, ensuring all the relevant information is presented in accordance with EIU style guide and product guidelines
Build a network of sources in academia, business and government to draw on for research purposes

Contribute to the regional team:
Play an active role in team discussions on regional themes and the development of the regional view
Support other members of the team when they need it
Experience, skills and professional attributes:
To succeed in this role you must have:

Strong writing and editing skills in English, and an ability to write well under time pressure.
Relevant degree in Economics or related subject. Ideally Master’s degree or equivalent.
Knowledge of macroeconomics and forecasting
An interest in current political and economic developments and knowledge of how they are likely to affect economic trends
Strong international or regional knowledge is desirable. (Fluency in relevant languages is a strong plus.)
An ability to write quickly and incisively about issues of interest to our clients
The ability to juggle different tasks effectively
Proficiency in Word and Excel

To succeed in the role you must demonstrate:

You will always put our clients first and maintain a commercial focus in everything you do
You will focus on developing yourself and people around you for the benefit of our business and our clients
You can get things done through communication, collaboration and alignment with the business; you build seamless relationships internally which deliver
You will continuously seek ways to make our business more successful; you see change not as an obstacle but as an opportunity to deliver more for our clients
You will operate with courage and integrity; you take accountability and responsibility and do not avoid difficult situations or take the easy route

PROFESSIONAL DEVELOPMENT
Research Analysts are expected to actively seek continuous feedback and own a career development plan which is realistic, actionable and targeted. The successful Research Analyst will continuously seek out opportunities for training and development."
Research Analyst,"Noida, Uttar Pradesh",strategic IP Information Pte Ltd,"₹14,000 - ₹20,000 a month","Good understanding of web research
Understanding IP rights
Ability to interpret website specific information
Data entry experience, MS Excel is a must
Knowledge of office productivity tools like MS Word, MS Excel, and MS PowerPoint
Knowledge of social media will be an added advantage
Analytical skills
Good communication skills
Graduate
Expected Start Date: 22/6/2020
Job Types: Full-time, Fresher
Salary: ₹14,000.00 to ₹20,000.00 /month
Education:
Bachelor's (Preferred)"
Market Research Analyst,"Hyderabad, Telangana",Convey Tech Labs,None,"Job Description:
Responsible for doing research on an assigned topic, and providing analysis and reporting.
While the domain of knowledge will vary greatly across industries, a research associate will typically be responsible for the research and collection of information, analysis of that information given a project’s expressed goals and presentation of findings/results to help inform decisions on a project or within an organization.
Responsibilities:
The Research Analyst will be completely responsible for doing research, collection of information, analysis and summation to help the Incubation Manager to achieve the organizations objectives. The Research Analyst is expected to have a keen attention to detail, analytical and should recommend actions based upon the gathered data/facts. Major responsibility would be inclusive of the following:
Research market and industry trends and patterns related to new technology.
Industries and sectors using these new technologies.
Create detailed reports of findings and convert complex data and findings into understandable tables, graphs, and written reports, simplify findings into presentations.
Organize, Compile and store data for future use.
Document all data and research procedures.
Analyze data and information to find ways to improve operations, pin point problems and solutions, Inform and advise various levels of management and stakeholders.
Recommend changes and improvements based on research findings.
Meet with Start-ups and vendors to discuss procedures, processes, develop and conduct surveys. Create master data.
Analyze habits and data available from competitors.
Compare ROI with past numbers.
Implement tests of processes, policies, and protocols.
Identify and understand problems through forecasting, gap analysis, quantitative reporting, research, and statistical analysis.
Write reports, white papers, and other published documents.
×
Apply Here
Apply Now
If the position is fit for your skill set please apply this job.
Submit"
Primary Research Analyst,"Delhi, Delhi",Mindforce Research,None,"Location: Delhi, India

Experience: 1 to 3 years

Description:
The Research Analyst are experts enhancing our research efforts for complex qualitative projects. The RA fields calls to conduct interviews with C level employees and business decision-makers. The position is responsible for secondary research as well as primary research to understand most disruptive and growing parts of varied industry.

Responsibilities:
Conducting interviews with CIOs/CTOs across the globe.
Secondary and desk research.
Data quality leveraging Excel and other tools.



Requirements:
Mindforce is looking for people who are inspired and inspiring. Our product is our intellectual capital, so we welcome and reward intellectual excellence, curiosity, and sophisticated thinking and look for:
Proven experience in primary research from the market research industry.
Excellent communication skills.
Hands on experience on MS Excel.
Strong client service orientation.
Knowledge of MS PowerPoint.



Typical candidates are:
Analytical
Flexible.
Diplomatic..
Strong client service orientation.
Highly organized and detail-oriented.
Apply at: careers@mindforceresearch.com"
Qualitative Research Executive / Analyst / Researcher,"Mumbai, Maharashtra",Sage Talent Inc.,"₹40,000 - ₹50,000 a month","Job Description:
You will be part of the Data & Research Services (DRS) function – a new, dynamic and highly visible center of excellence around business research, process innovation and needs analysis. DRS aims to provide accurate, insightful and quick research to our clients. This team is high on energy and driven by the passion for research.
Conducts research and gather accurate data/information from relevant and qualified data sources. * Create a comprehensive research scope by understanding the request objectives and proactively suggests the most appropriate research approach/methodology
Ensure the right and accurate information by evaluating/validating the source quality, besides identifying possible considerations for the source
Requirements:
**
· Research Analysts are expected to contribute ideas, opinions, and new information.
· Hands-on experience in a primary qualitative market research
· Ability to work independently and as a team contributor
· Design and execute research projects by to answer strategic questions related to marketing strategy by using state-of-the-art Conversational Research techniques
· Strong critical thinking and analytical capabilities
· Forward-thinking and collaborative approach to problem-solving
· Proficiency in Microsoft Office
· Work towards developing excellent research reports and insights strictly adhering to deadlines
· Good written and spoken communication skills in English.
Experience:
3-10 years of relevant work experience in the areas of research. This may include prior experience in any of the following areas:
management consulting; management research; leadership research; persona research, market research.
Qualifications:
PhD or master’s degree required in order of preference: Physics, Engineering, Science or related technical degree.
About Company
Sage Talent Inc. has deep roots in Tech and Biotech recruiting. Our seasoned team provides recruiting services to Tier 1 Consulting firms, medium to large Enterprises and startups. Surprisingly, we are now in a growth phase and are looking to add new members to the team that are passionate about building relationships. More info on our team can be found at http://www.sagetalent.com
Job Type: Full-time
Salary: ₹40,000.00 to ₹50,000.00 /month
Experience:
Research: 3 years (Required)
Education:
Master's (Preferred)"
Automotive Research Analyst,"Gurgaon, Haryana",CaRPM,"₹70,000 a month","Position Summary:
You as an Automotive Research Analyst will be responsible for the reliable development of new On-Board Diagnostic features. This position will be responsible to ensure the launching of new features/technologies within specified timelines to improve functionality and overall user-experience. This position will analyze OBD data to identify weaknesses in the application and suggest improvements.
Key Responsibilities:
Read and analyze OBD data and identify additional areas where the functionality of the application can be improved.
Diagnostic support to various clients across the world.
Creation, revision, and maintenance of DTCs database to provide clients an enriched experience.
Lead or support the development of new product features working along with members of other departments.
Requirements:
B.S., B.Tech, M.S. or M.Tech in Automobile Engineering or Mechanical Engineering
Desired Experience and Traits:
Broad technical knowledge and understanding of On-Board Diagnostics (OBD) technology.
Strong quantitative and qualitative analytical skills using MS Excel.
Skilled at writing SQL to query databases
Knowledge of Python.
Organized and detail-oriented mindset.
(Preferred) Experience working with an automotive OEM
Job Type: Full-time
Salary: ₹70,000.00 /month
COVID-19 considerations:
The job will be remote, you can stay any place you want. We may want to call you here for two weeks at the start for training, but after that, the job is fully remote.
Education:
Bachelor's (Required)
Language:
English (Required)"
