Title,Location,Company,Salary,Description
DOT NET PROGRAMMER,Kerala,Xentel Technologies,None,"Summary:
The Dot net Programmer is responsible for the development and maintenance of web applications and components. The primary focus is to support and maintain our national and international customers.
Requirements:
Bachelor’s Degree in any Stream
Minimum 2 Yrs Experience in Application developing using VB.net & asp.net and Familiar with HTML5, CSS3 & Jquery"
Survey Programmer,"Gurgaon, Haryana",High Beam Global,None,"Programming survey in Kinesis.
Interact with internal/external clients on project specifications.
Advise on realistic time lines for survey programming.
Provide post delivery support.
Perform quality control checks.
Provide all programming and technical services needed in support of online questionnaire programming.
Interpret project needs and requirements, develop and debug web-based survey programs, and perform maintenance as needed throughout the lifecycle of project.
Testing all the scenarios and logic before delivering links to client, so that accurate data is delivered to client.
Survey Programming and Hosting.
Specialities
Programming survey in Decipher & Kinesis
Good knowledge of HTML5, CSS, JavaScript, Python, PHP, Decipher-Dashboard programming, Kinesis Reportal, Kinesis Ver 5.5.0/5.8.0"
Microsoft .NET Software Engineer,"Bengaluru, Karnataka",V2 Technologies,None,"Qualifications:
2-8 years of web development using C#, ASP .NET, Microsoft SQL DB
Preferable knowledge of CSS3 and HTML5
Understanding of frameworks (MVC)
Excellent ability to visualize, structure, and prototype solutions
Strong typography, information design, interactive/web design, conceptual, and communication design skills.
Strong online portfolio of work to demonstrate skills
Ability to handle multiple tasks under pressure while maintaining flexibility and resourcefulness.
Roles and Responsibilities:
You will work with a team of backend programmers and designers on various company wide projects both internal and external customer facing
Own and define the definition of the front end architecture
Design and develop scalable and re-usable code with cross browser capability
Key contributor to design
About the Company:
Competitive salary and benefits
Opportunity for growth within the organization
Locations:
Bangalore
Mumbai"
Jr. Unity Game Programmer,"Hyderabad, Telangana",avakaigames,None,"Job Location: Hyderabad, India
Job Description
As a Junior Unity Game Programmer, you will work together with the team to build great games for mobile platforms.
Building and releasing games in a live environment with up-to-date features including IAPs (In-App Purchases), social integration, ad integration.
Creating, implementing, debugging, and refining gameplay features
Proactively problem-solving performance and stability issues when necessary.
Candidate Requirements
Experience: 1-2 years
Well versed in developing games on Unity 3D for mobile platform.
Should have worked on a minimum of 1 or 2 shipped mobile games.
Proficiency in C#. Good mathematical/Physics skills are required
Strong knowledge of object oriented design, design patterns, 3D Math, and data structures.
Expert knowledge of Unity3D including Unity GUI, asset bundles, materials/shaders, and deployment on mobile platforms
Must be experienced with Unity GUI, Object Oriented Design principles, asset bundles, and script writing in C#.
Experience in using Unity plugins is a plus
Building reliable and efficient code for game projects
Ability to work on fixed deadlines.
Ability to work Independently
Highly passionate about video games
Perks and Benefits:
Good compensation package with performance incentives
Complimentary best in class Health Insurance Benefits
A creative environment and a great place to work/learn
An opportunity to interact with like-minded people
Team-outings, Movies, Playstation and Foosball
How to apply:
Interested candidates need to apply with a recent resume and relevant work references. Please email us at careers@avakaigames.com
The selected candidate will be working from our office in Hyderabad, India. This is a full-time position, and no freelance enquiries will be entertained."
MVC.Net Programmer,"Ahmedabad, Gujarat",Whiteice Network,None,"We would like to take this opportunity to introduce Whiteice Network as an emerging Recruitment Company based at Ahmedabad - INDIA.
We have a position matching your profile. Requirement is as follows.

MVC.Net Programmer - WNMNPS19052020
Delivering a high-quality application
Integrating with front-end developers
Ensuring a required level of performance
Writing test-backed server-side code
Analyzing requirements and designing new functionality
Supporting and fixing existing functionality
Selecting and using the most appropriate and efficient technologies for a particular application
Designing and building application layers"
Software Engineer,"Pune, Maharashtra",Credence Resource Management,"₹3,50,000 - ₹6,50,000 a year","Job Summary
Credence provides Compliant Business Solutions for Accounts Receivables Management and Asset Protection for healthcare, telecommunication and retail industry verticals. Headquartered in Dallas, Texas with offices in San Jose, California and Pune, India, Credence offers right-shore solutions leveraging arbitrage and technology to produce a hybrid engagement model that permits intensive efforts to improve liquidation performance while being sensitive to customer experience and regulatory compliance.
Responsibilities and Duties
*
*
Job Title – Software Engineer
Department – Software Engineering
Shifts - *6. 30 p.m to 2.30 a.m
*
*Job Role :
*
 To perform coding and testing of software programs and applications
 To assist in the preparation and documentation of program requirements and specifications
 Maintain and modify programs; make approved changes by amending workflow, develop detailed programming logic, and coding changes
 Formulate plan outlining steps required to develop program, using methodologies such as structured analysis and design or object-oriented development
 Test and develop programming modifications
 Replace, delete, or modify codes to correct errors
 Analyze, review, and alter program to increase operating efficiency or adapt to new requirements
 Write new program code using prescribed specifications
 Write and maintain programming documentation and JIRA task tracker
 Provide daily status update on the assigned jobs to the Supervisor / Manager
 Perform work related duties as assigned
Required Experience, Skills and Qualifications
*Desired Skills :
*
**
Minimum of 3 years of experience as a programmer in a reputed organization
 Hands on experience in developing or maintaining an ERP or CRM
 Graduation / Masters (preferably Computer Science) with object oriented programming knowledge
 C# .NET, ASP.NET
 VB scripting
 SQL database (RDBMS structure and query)
Job Type: Full-time
Salary: ₹350,000.00 - ₹650,000.00 per year
Experience:
.Net: 3 years (Preferred)
Education:
Bachelor's (Preferred)
Benefits:
Health insurance
Provident fund (PF)
Paid leaves / Leave encashment
Company Cab / Shuttle service
Meal card / Food coupons
Education assistance
Industry:
Software Development
Work Remotely:
Temporarily due to COVID-19"
J2EE Programmer,"Chennai, Tamil Nadu",Siri 1 Technologies,"₹2,00,000 - ₹5,00,000 a year","Work Location: Chennai
Position: J2EE Programmer
Experience: 0-2 Years (Fresh Graduates from 2018 & 2019)
No.of Positions : 16 Nos
Skillset Required:
Sound knowledge in Core Java.
Strong knowledge in Object Oriented Programming and ability to write Object Oriented Code.
Understanding of concepts like multithreading, generics, IO, network programming and Collections.
Strong knowledge in Data Structures.
Prior knowledge in Android SDK or J2EE is an added advantage.
Job Description :
Design and development of RESTful Web Services.
Design and development of Spring/Spring Boot applications.
Writing Code Libraries.
Writing tools to automate the development process to some extent.
Using design patterns, data structures and advanced algorithms as per the requirement of the applications.
Identifying and fixing technical issues and system errors.
Exploring new technologies and creating POC applications.
Rounds of Interview:
1) Programming Test
2) Face to Face Technical Interview
3) Mini Project
CTC Offered: INR 2 Lakhs to 5 Lakhs Per Annum
Please share your resume at [email protected], [email protected]"
Software Engineer,"Bhubaneshwar, Orissa",Ziplr,"₹5,00,000 - ₹9,00,000 a year","Functional Area Other
Industry Type IT-Software-Software Services
Keywords Javascript,Linux,Python,Enterprise applications,Object oriented design,MongoDB,Programming,Core PHP,Application software,Architecture,php,technical,development,design,software,code,applications,server
Software Engineer Ziplr is looking for techies in PHP to join our development team. •Are you the best programmer in your batch or office?•Do you lose your sleep till you have solved a technical problem?•Can you stay up the whole night just to write a beautiful piece of code which runs flawlessly?Note - If you answered yes to all above asked questions only then, read the below text. Location: BhubaneswarBrief: As a Software Engineer in the team, you will build new enterprise applications and consumers products. You will work with other developers, project manager, and business owners to create applications and services to solve a wide variety of business problems. Responsibilities and Role: •Work on variety of software tasks and projects. •Researches new technologies and incorporates them into new systems and products. •Takes initiative in leading projects and collaborating with others. •Tests, integrates, writes, troubleshoots, and debugs software applications. •Responsible for the architecture and implementation of critical software components. •Work to improve the efficiency and functionality of current systems and products. •Update current products and develop new ones to product specifications. Required Qualifications: •0-2 year of software development (php) . •Programming skills in core PHP, JavaScript frameworks•Object-oriented Design and Analysis experience•Any bachelor s degree•Minimum 75% in 10 th and 12 th •Fluent English (strongly preferred) •Experience in an Internet environment strongly preferred•Knowledge of Linux server environment preferred•Knowledge of mongoDB preferred•Programming skills in Python, Shell preferredPackage: We make compensation irrelevant for our mates. But just to give you an idea your package would fall in the range of 5 lakhs - 9 lakhs per annum.
Desired Candidate Profile
Profile Description
NA
Under Graduate Qualification
PG Qualifications Any PG Course (Any Specialization)
Note: Candidate should have either UG or PG qualifications"
CNC Machine Operator/Programmer,India,Servocontrols,None,"Experience : 2-5 years
Education : Diploma in mechanical or ITI Machinist
Preferred Belgaum local candidates

Job Description
Candidate should have a knowledge of Fanuc CNC system
Responsible for editing programs, setting up and operating multiple axis CNC grinding and other same machine.
Knowledge of AUTO-CAD
Perform grinding wheel dressings and measurements.
Knowledge of optical inspection equipment.
Self-reliant problem solving skills needed to produce close tolerance product to pre-determined specifications and quality.

Desired Profile
The Candidate must have worked on STUDER Grinding machine"
Ops Engineer Sr,"Bengaluru, Karnataka",CSG,None,"Job Title: Systems Engineer
Job Code: X
Job Function Group: X
Job Family: X
Direct Reports Yes/No? X
Global Level Description: X
Job Summary
The Systems Engineer will be responsible for performing system-level programming and design in areas of remote management of applications, application infrastructure, communications middleware and internal operating systems. Additional duties may include hardware design, compatibility and identifying requirement issues and making decisions. Develop technical documentation as needed.
Essential Job Functions
Responsibility
% of Time
Develops, tests, and modifies Interface & Framework application software
Makes recommendations on configuration and tuning changes and leads those efforts
Designs modules and/or approaches and required enhancements.
Develops block diagrams and logic flowcharts.
Codes, reviews, prepares test data, tests and debugs, and manages implementation of application building
Revises and updates programs as required
70%
Produces program and user documentation for all applications created within the department
20%
Maintains/enhances applications expertise, including evolving programming and analysis and database technology.
10%
Regular and reliable attendance is required
Ongoing
Incumbent is accountable for professional working behavior to include; building and maintaining constructive working relationships, implementing proactive and concise communication, acting as a resource to colleagues, and engaging in collaborative thinking and problem solving while demonstrating CSG’s core competencies and values.
Ongoing
NOTE: The purpose of this job description is to describe the general nature and level of work performed and it is not intended to be all-inclusive. An employee may perform duties outside of their normal responsibilities as needed.
Typical Interactions/Relationships
(This job typically interacts with the following individuals and groups.)
External – Vendors
Internal – Various IT groups
Work Environment
(Work environment including any noise, equipment, space, temperature, etc. conditions.)
Standard office environment
Education
(Education, training and/or certifications typically required to successfully perform the job.)
Bachelor’s degree in Computer Science or related field or equivalent education/experience.
Knowledge, Skills and Abilities
(Knowledge skills and abilities typically required to perform the job, licenses and certifications required for the job and preferred knowledge, skills and abilities that are also beneficial to have in this job.)
Extensive knowledge and experience with Azure AD Services including:
Microsoft Identity Platform
Azure B2B, B2C
Privileged Identity Management
Hybrid Identity
B2B, B2C Licensing
Microsoft Graph API
Conditional Access Policies
Application Proxy and Single Sign on
Log Analytics and Monitoring
Azure Information Protection
Azure Authentication
MFA
Self-Service Password Reset
Azure Password Protection
Azure Permissions and Access
Azure Threat Protection
AD Connect Sync
Familiarity with Enterprise Mobility and E5 Licensed Applications and Services
Azure IaaS
Azure hosting configuration and management
Azure topology management
Express route configuration
Experience with Domain Name Purchases, Renewal and Transfers
Experience with Certification Authorities both Public and Internal
SSL Certificate Purchasing and Renewals
Microsoft Certificate Authority and PKI environments
Experience with Public Facing DNS and Microsoft DNS
Experience with Microsoft Active Directory
Experience with Automation using various programming languages
Ability to lead projects and work with other teams in the organization to strategize long-term solutions for the business.
Strong organizational, fact-finding skills and problem-solving skills are required.
Ability to be proactive in the training and mentoring of other staff members
Possess excellent communication skills, a positive work attitude
Must be detail-oriented and able to multi-task and meet deadlines in a fast-paced environment.
Display a high level of confidentiality and professionalism when working with various personalities and in a team setting.
Participate in regularly scheduled, after hours maintenance cycle
Must be able to provide on-call support 24x7.
Stay current with system technology and architecture plans.
Adhere to corporate and departmental policies and procedures for compliance, data security and disaster recovery.
Support various compliance audits.
Ability to work US Daytime hours
Knowledgeable of one or more programming language as specified by the department.
Excellent communications, writing and editing skills.
Possess the ability to research and diagnose logic errors that are complex in nature and may require extensive research/analysis and provide solutions. This would include programs developed by the programmer and others.
Proficient knowledge of the usage of the diagnostic tools provided for the language environment.
Possess the ability to diagnose language environment problems relating to development and execution of the application.
Ability to diagnose and implement solutions for complex logic errors that may exist between multiple application subsystems and/or associated interfaces.
Strong interpersonal and exceptional written/verbal communication skills with the ability to interact with teams from both a business and technical background, in a courteous and professional manner.
Must have an intellectual curiosity and the ability to research, learn and apply new methodologies and technologies with minimal supervision or direction.
Ability to develop new approaches to complex design problems.
Strong workload management skills and the ability to work under competing priorities.
Ability to perform under pressure both independently and in a team-oriented, collaborative environment is essential to thriving in a fast paced, constantly changing environment.
Demonstrated ability to manage multiple assigned tasks.
Strong decision-making, problem-solving and critical thinking skills with proven attention to detail and organizational skills
Ability to use a personal computer. Proficiency with other Microsoft Office applications.
Ability to read, write, speak and understand the English language in a business environment.
Physical Requirements
(Physical requirements required to perform the essential job functions.)
Keyboarding/Writing/Clicking/Working with fingers – >67% of the time
Sitting – >67% of the time
Standing/Walking – 1-33% of the time
Pushing/Pulling – Not Applicable
Lifting/Carrying – Not Applicable
Vision – Near/Far – Good near vision required for working on the computer
Hearing – Position requires ability to hear oral information
Talking – Position requires oral communication
________________________________________________________________
Administrative Information – HR Use Only
Date Created: Month Day, Year
Date Modified: N/A
Written and Approved By:
Manager: Manager Name Date Approved: Month Day, Year
HR: HR Name Date Approved: Month Day, Year"
PHP Programmer,"Jaipur, Rajasthan",Johareez.com,None,"Work Location: Johareez.com Auctions Pvt. Ltd., Jaipur
Desired skills and specifications:
Experienced professionals in PHP, MySQL, HTML, CSS, Javascript, Frameworks
Skilled in software graphics handling and web programming
Should be creative and must possess imaginative skills
Should have the aptitude to adapt and pick up new techniques and technology
Should possess team spirit and willingness to work individually as well
Sharp Multi-tasking skills
Ideal knowledge of international web standards and protocols


Education and Qualifications:
A Computer science graduate, post-graduate or equivalent, IT, software engineering, web development, programming or other subjects
Certification in PHP web development, graphics and software programming
More specific Diploma, degree or certificate in web development, multimedia design, web design and web content management


Responsibilities and Duties:
Developing the programming code from scratch, modifying existing website graphics packages and software to meet business requirements
Uploading the web site onto a server and registering it with different search engines
Testing and identifying the website with any technical problems
Monitoring the functionality supporting the site and developing PHP content based on practical approved layout
Identifying the content type hosted by the site and checking its compatibility with the PHP programming requirements
Supervising colors, layout and styles for the client website


Salary: Not a constraint for the right Candidate. Best in the Industry.
Industry: IT Software, Software Services
Functional Area: Application Programming, Maintenance
Role Category: Programming & Design
Role: Software Developer
Key skills: PHP, Oops, MySql, PHP,WAMP, LAMP, Javascript, HTML, CSS, XML, php developer, php programmer, PgSql"
Application Engineer,"Pune, Maharashtra",MOONS' INTELLIGENT MOTION SYSTEM INDIA PVT. LTD,None,"We are looking for application engineers to be based in our Pune office.
Application engineer to be conversant with Servomotors, Servodrive, stepper motors , drives and different automation products like PLC,Motion controller and various industrial protocols for motion control such as ETHERCAT, CANOpen, Ethernet IP , MODBUS, Profinet etc.
Knowledge of working on PLC' Motion controller is must
Please mail your resumes soon.
Job Type: Full-time
Experience:
total work: 5 years (Preferred)
PLC programmer , Motion control: 5 years (Preferred)
Education:
Bachelor's (Preferred)
Work Remotely:
No"
Game Developer / Programmer Unity3D,"Bengaluru, Karnataka",MastersDen Studio Pvt Ltd,"₹20,000 - ₹40,000 a month","Looking for an experienced developer for improvements of a Rummy card game.
Responsibilities:
Planning and implementing game functionality
Building the game code
Identifying bottlenecks,glitches and ensuring the quality of the finished product
Build patches and install game updates.
Design, build, and maintain efficient, reusable, and reliable code
Skills Required:
Solid programming in C# , JAVA
Has at least 3 year experience with 3D mobile game development.
Experience with Realtime multiplayer games.(Engine- AppWarp S2)
Knowledge of core PHP
Capacity to work in cross stage situations (Windows, iOS, Android)
Experience on Third party api's (Facebook, Google API) integration with the app.
Planning and implementing game functionality.
Proficiency with Git, GitLab, Github and Agile development practices.
Contribute to the design and audio features of the game
Job Types: Full-time, Contract, Walk-In
Salary: ₹20,000.00 - ₹40,000.00 per month
Experience:
Unity3D: 1 year (Required)
multiplayer gaming engine: 1 year (Required)
Location:
Bengaluru, Karnataka (Required)"
Computer Programmer,Tamil Nadu,AJK Institute of Management,None,"Qualification:
UG/PG in Computer Science with basic and technical skills in C, C++, Java, .Net, Oracle, Tally having minimum 2 years of experience."
Golang Developer / Go programmer,"Gurgaon, Haryana",Kellton Tech Solutions,None,"Kellton Tech is hiring for ""Golang Developer/Go Programmer"" who are ready to take their career to the next level
About kellton Tech:
Kellton Tech is a CMMi Level 5 & a public listed company which aims to be one of the fastest emerging IT services company in India. The company plans for an exponential growth both through an organic and inorganic means over the next two years. Company today has presence in US , EMEA and Asia. We have development centres in Gurgaon, Hyderabad and US. We have at present major focus on Microsoft Technologies, Enterprise Consumer Mobile Application Solutions and Open Source solutioning. We are also building practice in ERP solutions.
For more details, please log on to www.kelltontech.com.
Work Location: Gurgaon
Number of Positions : 5
Requirement : Immediate Joiner
Skill Set: Go programming,Gin Gonic framework
Responsibilities
Writing scalable, robust,, testable, efficient, and easily maintainable code
Translating software requirements into stable, working, high performance software
Playing a key role in architectural and design decisions, building toward an efficient micro services distributed architecture
person should have idea of static code analysis tool, code review process, best practices, unit testing, source code management tool, build and deployment process
Skill Set:
*
Strong knowledge of Go programming language, paradigms, constructs, and idioms
Knowledge of common Goroutine and channel patterns
Experience with the full site of Go frameworks and tools.
Knowledge / Experience of any other backend language would be a plus
Knowledge/Experience into Gin/Gonic framework would be a plus
Good communication skills required
Job Type: Full-time
Pay: ₹200,000.00 - ₹1,300,000.00 per year
Experience:
work: 1 year (Preferred)
total work: 1 year (Preferred)
Education:
Secondary(10th Pass) (Preferred)"
Programmer,"Bengaluru, Karnataka",PIXELR Innovations,None,"Bachelor degree in computer science and ECE
0 - 2 years of experience with Windows.NET 4.6, C++, C#.
Knowledge of C# , . NET & Mathematics Evaluations

Send Your Resume
hr@pixelr.co.in"
Sr. Game Programmer,"Pune, Maharashtra",JetSynthesys,None,"QUALIFICATION & SKILLSET
AS/BA/BS in CS or similar, or equivalent experience
4 years professional/indie game development experience OR 6 years of other relevant software engineering experience
Credited as a programmer on at least two shipped titles or playable games
Proficiency in two or more of the following languages: C# (preferred), Javascript, ActionScript 3, C++, Objective C, Swift, Java, or Lua
Proficiency in one of the following game engines: Unity 3D (preferred), Unreal, Phaser, Cocos2D, or Flixel
Excellent written and verbal communication skills
Strong knowledge of fundamental OOP concepts
Ability to handle and prioritize multiple tasks
Ability to work in the A-Z game development process – from concept thru design, development, and delivery
Creative problem solver Ability to meet strict deadlines
Self-driven motivator
Comfortable in a fast-paced, collaborative, entrepreneurial environment
Curious with experimenting with the latest developer technologies and standards
Desired Skills
Passion for learning and learning games
Experience developing games for tablets and web browsers
Experience developing multiplayer games
EXPERIENCE
3 – 5 Years
JOB DESCRIPTION
Implementation of game-play features and improvements
Troubleshooting and delivering solutions to programming defects
Troubleshooting deployment issues
Documentation of key algorithms and interfaces
Revising of work according to critique and judicial use of programming best practices
Estimation of time to complete tasks
Daily communication with team members and production
Limited travel to facilitate and review in-classroom playtests
Measures of Success
Completion of features in a timely manner
Delivery of sprint builds and releases on time
Constant improvement and refactoring of existing code
Prioritization of tasks to minimize roadblocks
Contribution to internal framework needs
Uncovering of potential issues before they happen"
Programmer - Software Engineering,Tamil Nadu,Pathfinder Business Analysis,None,"Qualification:
B.E (CS)/B.Tech (IT)/MCA/M.Sc (CS/IT)/ B.Sc (CS/IT).

Experience
1 to 4 Yrs years of experience in Microsoft Technologies

Languages
C#, VB.NET, MVC, HTML, JAVA script, JQuery

Technologies
ASP.NET, WPF, WCF, Windows Services

Development Tools
VS2010, TFS, VSS, Reports

Deployment
IIS web hosting and click once deployment

Debug skills
Using MS VS.Net and browser tools

Job Description
Should be able to design, develop, and implement multiple modules, test code, assist in documenting various artifacts."
VMC Programmer-Bommasandra,"Bengaluru, Karnataka",Futures and Careers,None,"Job Description

A Leading Manufacturing Industry requires male Diploma/B.E candidate with minimum 3years of experience in VMC Programming for its turning center in Bommasanda Bangalore. If interested please call 8971827745 or contact kalavathi.nagaraj@
futuresandcareers.com
Perks and Benefits

Salary:
Not Disclosed by Recruiter
Industry:
Industrial Products / Heavy Machinery
Functional Area:
Production, Manufacturing, Maintenance
Role Category:
Production/Manufacturing/Maintenance
Role:
Workman/Foreman/Technician
Keyskills
Turning Center
VMS Programming
VMC
Desired Candidate Profile
Please refer to the Job description above
Education-
UG:
B.Tech/B.E. - Mechanical, B.P.Ed - Any Specialization, Diploma - Mechanical
Company Profile
FUTURES AND CAREERS
FUTURES AND CAREERS is a company that has a definite purpose. We offer Recruitment and Training Services to Companies and Educational Institutions. Success and longevity is directly linked to our Clients’ happiness along with our service delivery. Having been market experts in the areas that we recruit and train, we build long-term futuristic relationships with Employers, Institutions and Candidates in order to seal Win-Win relationships!"
"Website Developer, Web Programmer","Ghaziabad, Uttar Pradesh",INDIDIGITAL,None,"Web development is intricate, creative and interesting work that can lead to an exciting career in a fast-growing field. Indidigital is looking for right candidates who have expertise in HTML, CSS and JavaScript which power the Web. Join our aspiring team of web developers and embark on a new journey.
Job Type

Full Time

Location

Ghaziabad, Uttar Pradesh

Department

Development Department"
Programmer,"Gondia, Maharashtra",EPHP Solutions Software India Pvt. Ltd,None,"Experience of scripting language ASP. Priority To Software programming experience required.
Detailed knowledge of HTML and HTTP.
Good communication skills.
Excellent problem solving ability and also multitasking ability. Strong analytical skills."
Software Programmer,"Bhubaneshwar, Orissa",VEC,"₹20,000 - ₹30,000 a month","Develop commercial websites in PHP
The person should have experience and expertise in developing E-commerce sites. Experience in digital marketing will be an advantage.
Educational Qualification-B. Tech
Job Types: Full-time, Contract
Salary: ₹20,000.00 - ₹30,000.00 per month
Experience:
work: 4 years (Required)
total work: 4 years (Required)
Education:
Bachelor's (Required)
Work Remotely:
No"
ASP.NET Developers / Programmers,"Bengaluru, Karnataka",Cosmic IT Services,None,"Must have good experience in ASP.NET (MVC) 4.0 or ASP.NET 4.5 technologies.
Strong database skills against SQL Server 2012 05 2010 or 2008.
Must have experience in Bootstrap, XML, CSS, HTML5,JAVASCRIPT and JQUERY.
Good knowledge in C# and ASP .net, WPF, WCF is an added advantage.
Good Leadership Skills.
Results oriented and passion for accepting and meeting challenges.
Good communication skills.
Good academic records in BE/B.TECH/MCA."
HTML5 Programmer,"Mumbai, Maharashtra",Hurix Systems Pvt. Ltd.,None,"Job Description – HTML5 Programmer
Front-end development, end to end coding for the solution.
Passion for writing clean, neat, maintainable and coupled code.
Desired Profile
The position requires following skill sets –
HTML5/ CSS3
Responsive Design
JavaScript / jQuery
Experience in developing HTML layouts and testing on Mobile devices
AngularJS/Backbone (knowledge)
SCROM"
SURVEY PROGRAMMER,"Delhi, Delhi",Knowledge Excel Services.,None,"posted by Mahima Gaur

2 - 5 years Delhi

Job Description

Program surveys in Qualtrics / ConfirmIT / Sawtooth / Decipher
Knowledge of HTML, JavaScript, jQuery, CSS implementation
Validate data to ensure the quality, validity and accuracy of content
Testing of the survey at various aspects like logical and textual
Excellent written and oral communication skills
Ability to work independently and in a team
Role Category : Survey Programmer

Employment Type : Permanent Job, Full Time"
Senior Statistical Programmer,"Hyderabad, Telangana",Novartis,None,"5! The number of New Molecular Entities (NMEs) approvals of potential blockbusters, which Novartis obtained in 2019 alone. We advanced a breath of early programs in our pipeline that addresses significant unmet needs and are looking for passionate and enthusiastic Statistical Programmers with expertise in SDTMs, ADaMs & TFLs, and experience in Regulatory Submissions. As a part of the Statistical Programming unit, you will play a key role in supporting a growing pipeline across multiple therapeutic areas, with emphasis on regulatory submissions. An excellent opportunity to work end-to-end programming from CRF collections through Regulatory submission, you will have an exciting opportunity to learn new technologies (like R) and endorse Statistical Programming as a key contributor in driving the #GO-Digital vision of Novartis.
Your responsibilities include, but are not limited to:
Lead statistical programming activities as Trial Programmer for phase I to IV clinical studies or assigned project-level activities.
Co-ordinate activities of all programmers either internally or externally assigned to the study/project work. Make statistical programming recommendations at study level. Contribute to project level standards
Build and maintain effective working relationship with cross-functional teams, able to summarize and discuss status of deliverables and critical programming aspects (timelines, scope), e.g. as member of the Clinical Trial Team (CTT).
Review eCRF, discuss data structures and participate in data review activities.
Comply with company, department and industry standards (e.g. CDISC) and processes, review and develop programming specifications as part of the analysis plans.
Provide input into statistical programming solutions and/or ensure their efficient implementation.
In consultation with the Statistician, responsible for development of programming specifications of analysis datasets and pooled datasets.
Ensure timely and quality development and validation of datasets and outputs for CSRs, regulatory submissions/interactions, safety reports, publications or exploratory analyses (as required) in the assigned drug development study/project according to specifications
Responsible for quality control and audit readiness of all assigned statistical programming deliverables as well as accuracy and reliability of statistical analysis results.
Maintain up-to-date knowledge of programming software (e.g. SAS) as well as industry requirements (e.g. CDISC SDTM/ADaM, eCTD, Define.xml), attend functional meetings and trainings.
Establish successful working relationship on individual studies with external associates according to agreed contract and internal business guidance
Contributes to assigned parts of process improvement, standardization and other non-clinical initiatives
Minimum requirements
BA/BS/MS or international equivalent experience in statistics, computer science, mathematics, life sciences or related field with Ideally 3+years of work experience in a programming role preferably supporting clinical trials/ or in pharmaceutical industry.
Good SAS experience and proven skills in the use of SAS within a Statistical Programming environment to develop and validate deliverables. Good experience in contributing to statistical analysis plans and/or constructing technical programming specifications
Good knowledge of industry standards including CDISC data structures as well as a solid understanding of the development and use of standard programs
Good understanding of regulatory requirements relevant to Statistical Programming (e.g. GCP, study procedures).
Good communications and negotiation skills, ability to work well with others globally
Proven ability to produce timely and quality deliverables under guidance


Why consider Novartis?
799 million. That’s how many lives our products touched in 2019. And while we’re proud of that fact, in this world of digital and technological transformation, we must also ask ourselves this: how can we continue to improve and extend even more people’s lives?

We believe the answers are found when curious, courageous and collaborative people like you are brought together in an inspiring environment. Where you’re given opportunities to explore the power of digital and data. Where you’re empowered to risk failure by taking smart risks, and where you’re surrounded by people who share your determination to tackle the world’s toughest medical challenges.

Imagine what you could do at Novartis!
Commitment to Diversity & Inclusion:
Novartis embraces diversity, equal opportunity and inclusion. We are committed to building diverse teams, representative of the patients and communities we serve, and we strive to create an inclusive workplace that cultivates bold innovation through collaboration, and empowers our people to unleash their full potential.

Join our Novartis Network: If this role is not suitable to your experience or career goals but you wish to stay connected to learn more about Novartis and our career opportunities, join the Novartis Network here: https://talentnetwork.novartis.com/network
Division
Global Drug Development
Business Unit
GDO GDD
Country
India
Work Location
Hyderabad, AP
Company/Legal Entity
Nov Hltcr Shared Services Ind
Functional Area
Research & Development
Job Type
Full Time
Employment Type
Regular
Shift Work
No"
AJAX Programmer,India,Alza,None,"We are looking for proficient AJAX professional to join our team. The candidate will be responsible to complete the projects within the deadlines and as per the client’s requirements. He/She will be responsible for Requirement Analysis, Database Design, Program Coding, and Implementation.

Job requirement: We are looking for someone with 0 to 1 year of experience who has worked in AJAX with all the relevant skills including HTML, CSS, Java Script, AJAX framework. The job requires a good understanding of various AJAX parameters. We are looking for an enthusiastic & communicative team member with a positive attitude; dedication and willingness to work hard often under high production pressure."
Dot Net Programmer,"Chennai, Tamil Nadu",Atrity Info Solutions Private Limited,None,"Job Summary
Should have worked in Winforms,Web API,WCF,Entity Framework
Job Type: Full-time
Experience:
mvc: 1 year (Required)
total work: 1 year (Required)
C#: 1 year (Preferred)
HTML: 1 year (Preferred)
Education:
Bachelor's (Preferred)
Industry:
Software Development
Work Remotely:
No"
