Title,Location,Company,Salary,Description
Senior Systems Administrator,"Bengaluru, Karnataka",Bloom Consulting Services,None,"Responsible for the overall effectiveness and efficiency of data center technology systems and operations to ensure high levels of customer satisfaction are maintained.
Design, install and configure internal and customer facing servers, network devices and firewalls. Ensures the operation is in accordance with established procedures and practices.
Proactively manage and maintain server, network and firewall systems
Works with the team to manage overall IT day-to-day operations to improve infrastructure costs, performance and end-user satisfaction.
Good Security Implementation Knowledge
Assesses the relative impact of IT industry trends to current and future enterprise infrastructure needs and projects.
Monitors performance of infrastructure equipment, coordinates equipment installation and delivery schedules.
Identified requirements for infrastructure and operation expansion based on current and projected activity.
Adheres to the IT Infrastructure ITIL framework policies and procedures (including: incident, problem, change, configuration, and capacity management) to ensure that standardized methods and procedures are used for efficient and prompt handling of all changes to controlled IT infrastructure, in order to minimize the number and impact of any related incidents on service.
Participates in IT strategy planning activities, bringing a current knowledge and future vision of infrastructure technology and systems and best practices as related to the needs of the business
Define and document best practices and support procedures
Provide after-hours support for Infrastructure related emergencies as well occasional weekend maintenance

Skills Required
Should have worked on Automation of the Infra Setup on Cloud in at least 1 project.
Windows server 2008, 2012, 2016
VMWare
Must have at least 3 years’ experience of working as AWS Cloud Engineer and can spin up infrastructure on Cloud
IIS 10
SQL Server 2014 and 2016
Willing to support 24 X 7 environment
Monitoring tools
A solid understanding of LAN/WAN networking

What You Need for this Position
You should have knowledge of:
Automation
Windows server 2008
2012
2016
VMWare
AWS Cloud Engineer
SQL Server 2014 and 2016
LAN/WAN networking.
Aditional
No. of Positions
Education level
Career level
Experienced"
Exchange SME 2,"Bengaluru, Karnataka",Hewlett Packard Enterprise,None,"Hewlett Packard Enterprise is an industry leading Technology Company that enables customers to go further, faster. With the industry’s most comprehensive portfolio, spanning the cloud to the data center to workplace applications, our technology and services help customers around the world make IT more efficient, more productive and more secure.
Learning does not only happen through training. Relationships are among the most powerful ways for people to learn and grow, and this is part of our HPE culture. In addition to working alongside talented colleagues, you will have many opportunities to learn through coaching and stretch assignment opportunities. You’ll be guided by feedback and support to accelerate your learning and maximize your knowledge. We also have a “reverse mentoring” program which allows us to share our knowledge and strengths across our multi-generation workforce.
HPE Pointnext is the innovative IT services organization—part of Hewlett Packard Enterprise—built to make Hybrid IT simple and power the Intelligent Edge. As an agile technology partner, we help our customers modernize their legacy infrastructure with the flexibility of the cloud, and maximize the value of their connected devices. We make their mission our mission: To drive rapid transformation across an enterprise on a customer’s terms
The primary objective of the position is to provide hands on to administration, architecture, engineering and project support for Exchange for HPE and Aruba global users and business partners. The holder of the position will be expected to have a deep knowledge, understanding and experience working with Exchange/ Messaging on-prem and integration with Office 365.
The Exchange SME will be based in Bangalore India HPE building, will contribute to the overall strategic and tactical hands on, working directly with contractors, vendors, and leading strategic internal HPE transition and transformation/migrations of Exchange Environment for Global HP.
Direct reports to the Head of UCS Tower, based in Houston, TX US
Your Key Responsibilities
Highly experienced SME, hands-on Exchange Implementations, migrations, on a global scale, design, configure, test, administer, and support Microsoft Enterprise Office 365 (O365) cloud and Microsoft Exchange 2016 on-premise hybrid E-mail and Calendar services. Includes storage, network, computing, access, performance, capacity, and functionality.
Follow required change, configuration, and release management practices to design, configure, test and release E-mail and Calendar services.
Follow incident, event, problem, configuration and change management to troubleshoot and restore E-mail and Calendar services caused by degradation, outages, and defects.
Perform troubleshooting, root cause analysis, workaround, and deploy resolutions.
Assess security vulnerabilities, and implement remediation.
Participate in monthly patching maintenance.
Assess and report performance, access, licensing, capacity, and recommend solutions.
Monitor, analyze and report E-mail and Calendar services health.
Responsible for 24/7 availability of E-mail and Calendar services thru on-call rotation.
Develop automation, integrations with cloud services, and continuous improvements.
Implement hybrid E-mail and Calendar services refresh projects driving deliverables, managing expectations, communications, and reporting to all stakeholders.
Work with server, network, database, and storage administrators for routine operations.
Participate in Disaster Recovery, documentation, and testing.
Create, update and maintain designs, architectures, data profiles, licenses, support agreements, standard operating procedures, work instructions, and knowledge articles.
Provide privileged account access management.
Maintain service level agreements with customer and support organizations.
Communicate routinely and effectively through multiple channels and stakeholders.
Manage assignments, and work independently to define, drive, and execute deliverables.
Be a highly cohesive team member and a change agent while serving as a consultant
Advance knowledge/skillset required in Excel and PowerPoint to prepare reports and presentations.
Required Job Experience:
Proven hands-on, design, configuration, integration, testing, release, maintenance, and support of Microsoft O365 cloud, Exchange 2016, Azure, Office suite, and Outlook applications.
Proficiency in O365 onboarding, automation, and PowerShell scripting.
Developed strong/transparent working relationships with Microsoft services engineering, support, field consultants, and business groups.
Analyzed, designed, developed, communicated, and assisted key onboarding processes and technology improvement for Office 365 onboarding and deployment cycle.
Proven experience driving business impact based on understanding of customer needs.
Self-driven cloud solutions, architecture, transformation, and modernization leadership.
Demonstrated strong communication skills to effectively drive recommendations, priorities, and projects across customers, partners, senior executives, and organizations.
Administered Windows Operating Systems, Active Directory and Group Policy.
At least 5 to 7 years of experience in desktop, application, systems, and/or networks.
Education
Bachelor’s degree or equivalent qualifications
Desired Degree:
Technical Degree or the equivalent combination of education, training, and experience.
Hewlett Packard Enterprise Values:
Partner. Innovate. Act.
We live by three core values that drive our business.
Simplified, we are good partners, great innovators and we make things happen.
Extensive social benefits, flexible working hours, a competitive salary and shared values, make Hewlett Packard Enterprise one of the world´s most attractive employers. At HPE our goal is to provide equal opportunities, work-life balance, and constantly evolving career opportunities.
If you are looking for challenges in a pleasant and international work environment, then we definitely want to hear from you. Apply now below, or directly via our Careers Portal at www.hpe.com/careers

You can also find us on:
https://www.facebook.com/HPECareers
https://twitter.com/HPE_Careers
1067423"
Desktop Support Engineer-Part Time @Daman Location,"Daman, Daman and Diu",Acute Informatics Pvt Ltd (CMMI Level-3),₹600 - ₹700 a day,"Greetings From Acute Informatics Pvt Ltd
We have an immediate requirement for the post of Desktop Support Engineer L2
Location: Daman
Client- Pharmacy
Part Time for 30 Days Duration
Salary: 15-16k ctc
Should have good knowledge about Hardware Networking and Outlook configuration.
Minimum Exp: 2+ Year
Interested candidate can share their updated cv or else can contact on 8141637557
Looking for male candidate only
Regards
Anamika Chauhan
Team Leader-Recruitment
Acute Informatics Pvt Ltd
Contact No.8141637557
Job Type: Part-time
Salary: ₹600.00 to ₹700.00 /day
Experience:
Desktop Support: 1 year (Preferred)
HARDWARE NETWORKING: 2 years (Preferred)
Outlook Configuration: 1 year (Preferred)
Education:
Secondary(10th Pass) (Preferred)
Training provided:
No - On the job learning
Industry:
Pharmacy
Work Remotely:
No"
Linux Administrator/Engineer,"Surat, Gujarat",Neu InfoTech,None,"Send your Latest CV on career@neuinfotech.com
Salary : Negotiable
Job Time : Full-time
Job Location : Surat or Remote ( work from home )

Specific responsibilities include:
Coordinating environments for usage across multiple reporting structures.
Establish effective deployment and migration strategies for software and application data through the deployment pipeline (i.e. development, testing, staging and production environments);
Administer and maintain multiple Ubuntu/Centos/RHEL and other Linux environments, establish and enforce configuration management controls, perform security patches on the stack and contributed modules, and manage the deployment of custom code;
Work with infrastructure and operations teams to establish monitoring, backup and logging procedures for all environments;
Propose and implement enhancements to improve the security, performance and reliability of the environments;
Managing granular permission sets for subjects and objects.
Utilize administrative knowledge of the system to aid in the Security Authorization Process required to host the application in the Government infrastructure.

Qualifications:
Required Qualifications:
Bachelor’s degree in Computer Science, Software Engineering, MIS or related field. or comparable experience
Minimum of 5 years experience in the installation, configuration, and administration of Linux (Redhat, Ubuntu, and CentOS), Apache (Tomcat, HTTPD) Server, preferably in a large, multi-server, 24-7 supported environment.
Have experience in virtualization/container (KVM, VMWare, LXC, etc)
Have experience in managing ElasticSearch
Ability to take proprietary products and find open source solutions
Install, or upgrade software components; provide automated scripting solutions and maintain security policies
Ability to troubleshoot and maintain disk and storage media such as NFS or SAN based storage
Perform systems monitoring and debug performance related issues
Experience with basic Network Technologies, such as TCP/IP protocols, CISCO
Experience with source code repository (e.g., GIT, Tortoise/SVN) applications
Managing user accounts
Troubleshoot and maintain system clock (NTP)
Troubleshoot systems logs
Understanding of big data distributed architecture
Knowledge of any one of the idempotent tools like Chef or Puppet.
Ability to troubleshoot and configure network protocols
Experience creating technical documentation, such as system architecture, application configurations and software deployment checklists.
Demonstrated knowledge of website and application security principles and best practices.
Strong interpersonal skills and ability to work directly with the client, developers, end-users, and other stakeholders to review, validate, and implement deployment and administrative requirements.
Strong task leadership, planning, reporting, and communication skills."
Desktop Support Engineer,"Mumbai, Maharashtra",Born Communications,"₹10,000 - ₹15,000 a month","Desktop Support Engineer to service desktops , laptops , networks and printers at client locations. Experience of minimum 1 year is a must to apply.
Job Type: Full-time
Salary: ₹10,000.00 to ₹15,000.00 /month
COVID-19 considerations:
Mask , Gloves , sanitisers etc to stay safe will be provided by the company.
Also candidates with their own 2 wheelers for travel will be preferred . Travelling charges will be provided
Experience:
Desktop Support: 1 year (Preferred)
work: 1 year (Preferred)
total work: 1 year (Required)
Education:
Diploma (Preferred)
Work Remotely:
No"
Level 2 Technician Support,"Bengaluru, Karnataka",GAMMA,None,"Job Description
Duration – 2 Years with option to extend
Remote is not available – Onsite is required
Job Description:
Our client is looking for assistance with resourcing on-site Field Support resources throughout the enterprise. Resources will be expected to manage day to daybreak/fix and service requests for end users in accordance with IT Service Management processes to minimize customer downtime and improve the end user experience.
Working within the framework of established operating procedures and in close cooperation with others, provides the installation, maintenance and troubleshooting of the computer systems, applications, and related components. Focuses on both hardware and software aspects of the operational computer systems. Monitors computer system performance and security to ensure the business requirements are continuously being met at agreed and acceptable levels of performance, securityand availability.
Responsibilities include:
Supports, maintains, develops and troubleshoots the operational network computer and telecommunication systems and related hardware and software components.
Performs hardware and software installations, upgrades and maintenance of network computer systems, components and applications.
Provides and implements measures to improve the performance, security and/or availability of computer (operating) systems, components and applications.
Monitors and documents computer (operating) systems, applications and hardware operational statistics (usage, performance, security/access, errors, availability, etc.).
Assists in developing and enhancing the network computer systems, operating systems, applications and components.
Works closely with the Network Administrators to monitor, analyze and troubleshoot local area networks and components.
Ensures business data and systems are adequately protected and backed up in accordance with existing procedures and guidelines.
Installs, configures, troubleshoots and maintains end-user systems and applications.
Remains up-to-date with the latest relevant technology developments to ensure industry best practices and developments are known and investigated for applicability for the company.
Participate in projects with other IT departments and/or external vendors.
Performs other related duties as required.
Education:
2 years related experience
A+ Certification preferred
Skill Required:
Ability to read and interpret documents such as safety rules, operating and maintenance instructions, and procedure manuals.
Ability to write routine reports and correspondence.
Ability to speak effectively before groups of customers or associates of organization.
Ability to apply common sense understanding to carry out instructions furnished in written, oral, or diagram form.
Ability to deal with problems involving several concrete variables in standardized situations.
Highly desirable:
English speaking/written language - standard work, etc is often in English.
Communications, both written and verbal may be received from English only speaking/writing focals.
Job Type: Full-time
Experience:
work: 1 year (Preferred)
total work: 1 year (Preferred)
Education:
Secondary(10th Pass) (Preferred)"
Desktop Support Engineer,"Noida, Uttar Pradesh",ITMantra,None,"A Network Engineer is responsible for installing, maintaining and repairing ofnetwork infrastructure and application components. Responding to inquiries from staff, administrators, service providers, site personnel and outsidevendors and etc. to provide technical assistance and supportSupervising the administration of systems and servers related network to ensure availability of servicesto authorized users.Understanding of IP networking and other associated protocolsCandidate must have a working knowledge of DNS, SMTP and server technologiesUnderstanding of WAN / LAN protocolsTroubleshooting malfunctions of network hardware applications, telephones and securitysystems to resolve operational issues and restore services.Knowledge of VoIP implementation and supportEnsuring that the network has been customised to Satisfy a Client's requirment.Documenting network problems and resolutions for Furute Reference.Any other duties as assigned by management"
Desktop Support Engineer,"Bengaluru, Karnataka",Bloom Consulting Services,None,"The Desktop Support Engineer role is to ensure proper computer operation so that end-users can accomplish business tasks. This includes receiving, prioritizing, documenting, and actively resolving end-user help requests. Support will be provided onsite, remotely, over the phone, or via email. Problem resolution involves the use of a Ticketing system to prioritize, document and resolve requests

Responsibilities Strategy & Planning
Manage and prioritize assigned requests to ensure timely resolution per established Service Level Objectives (SLOs).
Escalate tickets to Tier II support if a request cannot be resolved at the Tier I level.
Operational Management
Field incoming help requests from end-users via phone, e-mail and in person in a courteous, professional manner.
Prioritize and schedule requests for resolution. Escalate issues to Tier II support as needed.
Resolve issues at the desktop level, including installing and upgrading software, installing hardware and configuring systems and applications.
Record, track, and document the help desk request problem-solving process, including all successful and unsuccessful decisions made and actions taken, through final resolution.
Test fixes to ensure problem has been adequately resolved.
Perform post-resolution follow-ups to Help Desk requests.
Meet all Service Level Objectives (SLOs).
Perform preventative maintenance, including checking and cleaning of workstations, printers, and peripherals.
What You Need for this Position
You should have knowledge of:
Desktop level
including installing
upgrading software
installing hardware
configuring systems
applications
Aditional
No. of Positions
Education level
Career level
Fresher"
Admin Assistant,"Hyderabad, Telangana",Micron,None,"Req. ID: 145439
Micron Technology’s vision is to transform how the world uses information to enrich life and our commitment to people, innovation, tenacity, collaboration, and customer focus allows us to fulfill our mission to be a global leader in memory and storage solutions. This means conducting business with integrity, accountability, and professionalism while supporting our global community.
Micron is seeking an experienced Admin that can be responsible for working under the supervision of the Site IT Hyderabad Admin to ensure team members administrative needs are effieciently handled.
Job responsibilites inlcude but are not limited to;
Respond to management and team member inquiries
Create, edit and/or distribute department information
Assist with scheduling and calendar invites for leadership activities
Coordinate with the India sites to assist in effective and efficient administration
Assist with travel inlcuding
train team members to use the travel system
assist with acquiring company credit card
assist with travel reimbursement policies
Set new/transfer team members up with necessary office tools/resources
Assist with ordering office equipment and supplies
Assist with managing data to assure proper processing of expense reports, purchase cards, STPI documents and other government regulatory forms
Assist with maintaining office area to provide a professional atmosphere for visitors and team members while providing effective use of all office equipment.
Assist with greeting interview candidates
Assist with assigning and maintaining area mailboxes, cubicles and offices
Assist with mailing documents and packages
Assist with handling special request from Micron India management.
Manage time and resources appropriately to ensure successful completion of assigned activities

Professional Experience/Skills Required
2+ years as a adminstrative assistant
Knowledge of using Microsoft Office
Strong collaboration and communication skills

We recruit, hire, train, promote, discipline and provide other conditions of employment without regard to a person's race, color, religion, sex, age, national origin, disability, sexual orientation, gender identity and expression, pregnancy, veteran’s status, or other classifications protected under law. This includes providing reasonable accommodation for team members' disabilities or religious beliefs and practices.

Each manager, supervisor and team member is responsible for carrying out this policy. The EEO Administrator in Human Resources is responsible for administration of this policy. The administrator will monitor compliance and is available to answer any questions on EEO matters.

To request assistance with the application process, please contact Micron’s Human Resources Department at 1-800-336-8918 (or 208-368-4748).

Keywords: Hyderabad || Andhra Pradesh (IN-AP) || India (IN) || SGA || Experienced || Regular || Information Systems and Technology || #LI-SR3 ||"
DB Administrator,"Pune, Maharashtra",amdocs,None,"At Amdocs, our purpose is to enrich lives and progress society. With our creativity and technology, we help make a better connected world. Amdocs and its 25,000 employees serve the leading players in the communications and media industry, enabling next-generation experiences in 85 countries. Our cloud-native, open and dynamic portfolio of digital solutions, platforms and services brings greater choice, faster time to market and flexibility, to better meet the evolving needs of our customers as they drive growth, transform and take their business to the cloud. Listed on the NASDAQ Global Select Market, Amdocs had revenue of $4.1 billion in fiscal 2019. For more information, visit Amdocs at http://www.amdocs.com
In one sentence
The DB administrator is handling physical and applicative database administration activities supporting end 2 end life cycle of product from database perspective
What will your job look like?
You will support the following levels: Physical – you will be responsible for the physical and technical oriented aspects e.g. storage, security, networking and more; Application – you will handles all application-related issues (e.g. queries, users, embedded SQL’s etc.)
You will ensure database resources are sized properly and a design strategy is developed to make sure that the database is maintained at a healthy size.
You will ensure availability and performance of multi database and application environments with very large volumes and sizes.
You will perform routine DBA tasks like database maintenance, backups, recovery, table space management, upgrades, etc.
You will execute periodic health checks for databases and recommend changes that should be executed in the production environment to ensure optimal performance.
You will interact and work with multiple infra and IT teams as part of environment setup, maintenance and support
You will work closely with developers, assist them with database structure design as of business needs (e.g. indexes, constraints, integrity)
All you need is...
At least 2 years’ experience as a DBA in large environment
Experience as DBA - Oracle 10g, 11g, 12g - database management and architecture
Experience with Goldengate is must.
Experience with Oracle 10, 11, 12 RAC and ASM
Desirable experience : MSSQL 2005/8/12
You will have the ability to work with Linux/Unix and Windows based OS Environment
Experience in working with large scale projects and databases highly advantageous
Extensive operation systems knowledge
Network architecture knowledge
Experience in working and configuration of storage (IBM/EMC/Netapp)
Ability to effectively multitask, work in a team and ability to deliver against deadlines and under pressure
Why you will love this job:
You will be able to use your specific insights into variety of projects to overcome technical challenge while continuing to deepen your area of knowledge.
You will be a key member of a global, dynamic and highly collaborative team with various possibilities for personal and professional development
You will have the opportunity to work in multinational environment for the global market leader in its field"
System Administration,"Palghat, Kerala",INFOLKS,None,"System Administration team is responsible for ensuring smooth working of company procedures. Being a part of the system administration team you will have to completely monitor network, server and company systems and must have a sound knowledge about data security/backup and recovery.
Certifications we prefer:
CCNA, MCSE/MCSA, Redhat, OCV, CompTIA Server+, VCP-DCV
Job Roles:
Lead System Administrator
Senior Network Engineer
Junior Network Engineer
Qualification: Any bachelors degree in computer science or related fields
Skills: Proficient in network administration Proficient in data security/recovery/backup practices Team managing skills Critical thinking
Experience: Minimum 3 years
Qualification: Any bachelors degree in computer science or related fields
Skills: Problem solving skills Good knowledge about network administration Familiarity with various operating systems and platforms Good communication skills
Experience: Minimum 1 year
Qualification: Any bachelors degree in computer science or related fields
Skills: Problem solving skills Basic knowledge about network administration Familiarity with various operating systems and platforms
Experience: 0-1 year"
Junior Linux System Administrator,"Kochi, Kerala",Aiderpro Technologies,None,"Details
Experience : 0 – 2 year
Role : Junior Linux Server Administrator
Location : XI/53, Kakkanad, Cochin, Kerala, India
Eligibility Criteria
B-Tech, BE, MCA, B.sc(Computer Science) or BCA
Relavent 0-2 year experience in Linux Server Administration Field
Excellent Communication Skill in English (Both Written and Verbal)
Knowledge in PHP, Perl and Bash Scripting preferred
Outstanding Troubleshooting Skills
RHCE Certification is an added advantage
How to apply
Send your CV/Resume with covering letter to careers@aiderpro.com. Subject line should be “Junior Linux Server Administrator” others will be ignored."
Exchange/ Active Directory,India,E Hook Systems,None,"The Systems Engineer - Exchange will lead the design, architecture, implementation, security and support of large multi-site messaging server environments with a strong focus on performance, integration and high availability. Plan, design and implement best practices in technology, policies and procedures to ensure Exchange provisioning and maintenance that is consistent with company goals, industry best practices, and regulatory requirements.
Main Duties and Responsibilities
Plans and schedules work to meet assignments
Meets formally or informally with the manager or designated senior staff to discuss status, ask for assistance on intractable problems, and to review accomplishments
Assists the system administrator in providing third level support to enterprise
Assists the enterprise system, systems assurance, application development, and operations services in developing, implementing, and maintaining the technology infrastructure
Accepts complete technical responsibility for equipment and assigned technologies
Makes evaluations and recommendations
Assists in the analysis, design and development of new technology
Documents design, implementation and final configuration findings for both new and existing techniques and equipment
Analyzes problems, studies technical literature and existing technology
Escalates intractable problems to vendors and/or senior manager for resolution
Develops monitoring systems used to manage global infrastructure
Maintains a current understanding of strategic product mix and vendor selections
Opens up problem reporting tickets and accurately uses all problem tracking software systems
Qualifications
Experience with the following are a must
Requires well developed written and verbal communications skills.
Must be able to travel to remote sites as may be required in support of operations
Must be fluent in the English language.
Must comply with internal controls.
Must exhibit well-developed verbal and written communications skills.
Experiences with the following are a plus
Microsoft Exchange
Microsoft Lync
Microsoft Server and Active Directory
VMware Virtualization
Microsoft Share Point
Microsoft Project
HP Blade System
3PAR SAN
Cisco Network
Aruba Network
Palo Alto Network
If you are interested, please send your resume at career@ehooksystems.com"
Product Support Engineer,"Vadodara, Gujarat",Jeavio,None,"Attach your CV along with the e-mail
Open Positions: 2

You will work as a member of the Support Team who would be responsible for working collaboratively and individually to solve customer issues in a fast-paced, ever-changing and complex environment.


You would directly be responsible for providing timely responses to customers, supporting all components and processes for new and existing software.


You will be expected to:

Provide accurate and efficient support to our customers with software and operating systems by researching and identifying applicable solutions.

Provide timely and clear communication to customers.

Confirm and report defects to the development team once the applicable analysis has been completed with the customer.

Develop and write technical documentation for product solutions knowledge base.

Support all components and processes of product software.

Support new and existing client software installations over the phone as well as via web-conferencing (desktop sharing) within established SLA's and SLO's.

Responsible for addressing customer issues and seeking a resolution and overall customer satisfaction.

Applying OS, DB, hardware and product updates to customers.


Key technical expertise areas expected for this role:

3 years of overall Technical support with experience in the following area:-
Proficient with Linux OS (file and process management)
BASH Shell Scripting
SQL queries (mainly select and joint syntax)
Basic understanding of Networks & troubleshooting of network problems.
Excellent communication skills and strong desire to work with customers (namely network engineers, network managers and server administrators).

Exhibit good logical and analytical problem-solving skills.

Ability to adapt quickly to changing, growth-oriented environment.

Able to communicate technical information clearly and precisely to customers of varying technical knowledge levels.

Exhibit initiative with new technical challenges as well as new technologies.
Additional Areas:

Working experience with international customers.

Database Administration experience with My SQL or similar database.


Education and Experience:

Bachelors or Master’s in computers or related field.
Minimum 3+ years of product support experience with international clients."
System Administrator,"Mumbai, Maharashtra",Jupiter Consulting,None,"Skill:
Should have a good experience in Active Directory
Willing to work in 24*7 shift.

Location: Andheri E

Facility : Pick up and Drop available

Interested candidates mail CV to abhilashag@jupiterconsulting.co.in

Regards
Abhilasha
9422080487

1.00-4.00 Years"
Remotely Desktop Support(Night Shift),"Mumbai, Maharashtra",o3hire,"₹2,50,000 - ₹3,50,000 a year","Solving Pc and Laptop Issues Remotely.
Fixing Software and Drivers.
Understanding Control Pannel Setting.
Understanding Latest Privacy Settings.
Troubleshooting the PC and make it run smoothly.
Expected Start Date: 7/7/2020
Job Type: Full-time
Salary: ₹250,000.00 to ₹350,000.00 /year
Experience:
total work: 1 year (Preferred)
Remote Desktop Support: 1 year (Preferred)
Education:
Bachelor's (Required)
Shifts:
Night (Preferred)
Work Remotely:
Yes"
"IT Engineer, Lead","Hyderabad, Telangana",Qualcomm,None,"Location
India - Hyderabad

Job Overview
""Qualcomm is a company of inventors that unlocked 5G ushering in an age of rapid acceleration in connectivity and new possibilities that will transform industries, create jobs, and enrich lives. But this is just the beginning. It takes inventive minds with diverse skills, backgrounds, and cultures to transform 5Gs potential into world-changing technologies and products. This is the Invention Age and this is where you come in. Qualcomm is seeking a SCM Technical member with 5-6+ years working experience as a Systems/SCM Administrator preferably Git/Gerrit to work in the Software Engineering IT team. This position will be part of a Global Engineering IT organization supporting Qualcomm's next generation engineering innovations. Ideal candidate should have Hands-On experience in administration of Gerrit SCM system. You will help manage a very large-scale and globally distributed implementation of Gerrit and other SCM systems. This position is for a hands-on contributor on projects and the role will also participate in strategic as well as operational support initiatives in collaboration with the Product Owner. This position will be responsible for: - > Install, configure, administer, and extend Gerrit for the purposes of SW development. > This includes integrated code peer review, continuous integration, performance data collection and analysis, systems administration, monitoring, and more. > Very good at Linux administration > Exposure to AWS and Container platform is a plus > Setup and maintain Gerrit Slaves for load balancing and Business Continuity > Assist with implementation of security policies, LDAP groups, keen eye towards automation, security and efficiency > Define, implement and continuously improve workflows and processes including branching strategies and integration, site mirroring, disaster recovery, and archiving > Contributing to a systems administration team supporting 24x7 operations > Integrating various tools in the DevOps toolchain to accelerate Engineering Tool team's velocity while maintaining high standards for quality and consistency.""

Minimum Qualifications
Bachelor's degree and 4+ years IT-relevant work experience into Perforce administration

Preferred Qualifications
""> Install, configure, administer, and extend Gerrit for the purposes of SW development. > This includes integrated code peer review, continuous integration, performance data collection and analysis, systems administration, monitoring, and more. > Setup and maintain Slave servers for load balancing and Business Continuity > Assist with implementation of security policies, LDAP groups, and Gerrit protections with a keen eye towards automation, security and efficiency > Define requirements for hosted servers and cloud services to support Gerrit based Continuous Integration workflows > Should have good exposure to AWS and Container administration > Strong Linux admin skills with good debugging capabilities > Work with the Splunk Business Intelligence tool to develop reports and monitoring conducive to predictive analytics and self-healing > Contributing to a systems administration team supporting 24x7 operations > Integrating various tools in the DevOps toolchain to accelerate Engineering Tool team's velocity while maintaining high standards for quality and consistency. > Solid understanding and experience with following are required: - 3-4+ years of experience implementing and managing Gerrit based source code control, code review and continuous integration and engineering automation - Experience supporting Gerrit usage in large organizations or enterprise environments > Scripting skills in Bash, Perl, Python and Ruby desired > Understanding and experience with Agile process (SCRUM) is required > Experience acting as system administrator for Gerrit running on Linux servers with clients on Windows, Mac, and Linux. > End-to-end understanding of software development methodologies and tool chains including build automation, version control, testing, code quality > Must have excellent written and verbal communication skills to be effective in a globally distributed organization > Strong interpersonal skills are required > Exceptional ability to drive tasks and deliver on time is a must to be successful in this role ""


Education Requirements
Bachelors / Masters degree in any stream"
Linux Admin-Administrator,"Jodhpur, Rajasthan",Wipro LTD,None,"Jodhpur, India
BE / BTech
1360994
Job Description
Key skills required for the job are:
Linux Admin-L2 (Mandatory)
Windows Admin-L2
As an Administrator, you should be able to do system administration, Incident / problem determination and resolution on a 24x7 basis Incident, Problem, Change and Configuration management, Service incidents and queries within the agreed service levels. Perform Service Requests based on Standard Operating Procedures. Work on scheduled tasks as part of Change Management. Should be able to handle issues independatly and suggest/ implement services improvements plans. Should be able to identify and highlight scope of automation to lead or Manager
Minimum work experience:4+ Years
Qualification: BE/MCA
Certifications: OEM Certified

Roles and Responsibilities
Mandatory Skills: Linux Admin-L2
Desirable Skills: Windows Admin-L2
Language Skills: Windows Admin-L2
Experience Range: 1-3 YEARS
Employment Type: permanent"
FMS Engineer (Desktop Support Engineer),"Ahmedabad, Gujarat",Aforeserve.com Ltd,"₹12,000 - ₹20,000 a month","We are hiring for FMS Engineer for Ahmedabad Location.
Candidate should be Minimum B.E. engineer in IT/EC/Comp or MCA
Should have minimum 1 Years of Experience in Computer Hardware installation and maintenance.
Preventive maintenance and corrective maintains service of Computer hardware and To register Calls and maintain Call Log along with Help Desk Support
Should be an Immediate Joiner maximum 15 days Notice Period.
Job Location: Ahmedabad
Salary: Upto 20,000 CTC maximum
Job Type: Full-time
Salary: ₹12,000.00 to ₹20,000.00 /month
Experience:
Desktop Support: 1 year (Preferred)
work: 1 year (Preferred)
total work: 1 year (Preferred)
Education:
Diploma (Preferred)"
System Administrator,"Bengaluru, Karnataka",Galax E. Solutions India Private Limited,None,"2+ years experience in Server Administration - ADDS, DNS, DHCP, Application Servers - for the Offshore IT Support Helpdesk.
Job Location : Bangalore. Looking for immediately available candidates or atleast within a month.

2.00-4.00 Years

Bachelor Of Technology (B.Tech/B.E)"
System Administrator,"Hyderabad, Telangana",Sage Business Solutions,"₹1,00,000 - ₹2,50,000 a year","Responsible for designing, organizing, modifying, and supporting a company's computer systems. Designs and installs LANs, WANs, Internet and intranet systems, and network segments.
Support LANs, WANs, network segments, Internet, and intranet systems.
Maintain system efficiency
Ensure design of system allows all components to work properly together.
Troubleshoot problems reported by users.
Make recommendations for future upgrades.
Maintain network and system security.
Analyze and isolate issues.
Monitor networks to ensure security and availability to specific users.
Evaluate and modify system's performance.
Maintain integrity of the network, server deployment, and security.
Ensure network connectivity throughout a company's LAN/WAN infrastructure is on par with technical considerations.
Design and deploy networks.
Perform network address assignment.
Assign routing protocols and routing table configuration.
Assign configuration of authentication and authorization of directory services.
Maintain network facilities in individual machines, such as drivers and settings of personal computers as well as printers.
Maintain network servers such as file servers, VPNgateways, intrusion detection systems.
Administer servers, desktop computers, printers, routers, switches, firewalls, phones, personal digital assistants, smartphones, software deployment, security updates and patches.
Configuration & troubleshooting IP Phones like Grandstreem (GXP1400), GXP1405,1625.

1.00-2.00 Years
Bachelor Of Technology (B.Tech/B.E), Bachelor of Arts (B.A), Bachelor of Commerce (B.Com), Bachelor of Business Administration (B.B.A)"
