Title,Location,Company,Salary,Description
Android Programmer,"Thiruvananthapuram, Kerala",Vanilla Networks,None,"» Comprehensive knowledge of Android SDK
» Substantial knowledge in Android app development
» Expertise Android Studio, UI design principles etc
» Expertise with SQLite/ SQL
» Exposure to hybrid application development
» JSON/ XML, real-time communication, BAAS knowledge
» General API integration

If you have both Android and iOS experience, please highlight it while applying
Thiruvananthapuram

General candidate profile
Candidates are expected to have excellent written English communication skills as they will need to directly interface with International clients. You need to be a good team-player while also having the ability to independently handle challenging projects. Professionalism and good work ethics will ensure steady career progress while building your leadership skills and technical abilities.
Interview process
Depending on the position you are applying for, you would have different interview stages. In general, when invited for an interview in our office, please be prepared to attend an online test involving technical, logical/reasoning and English communication questions. A technical interview and HR interview will follow. Designers will be required to attend a design test.
Candidates who have applied for current open positions will be contacted within seven working days from the interview date if they have qualified."
Android Programmer,"Chennai, Tamil Nadu",Siri 1 Technologies,"₹2,00,000 - ₹5,00,000 a year","Work Location: Chennai
Position: Android Programmer
Experience: 0-2 Years (Fresh Graduates from 2018 & 2019)
No.of Positions : 15 Nos
Skillset Required:
Sound knowledge in Core Java.
Strong knowledge in Object Oriented Programming and ability to write Object Oriented Code.
Understanding of concepts like multithreading, generics, IO, network programming and Collections.
Strong knowledge in Data Structures.
Prior knowledge in Android SDK or J2EE is an added advantage.
Job Description :
Crafting performance critical applications with intuitive UI.
Creating Custom widgets like Charts.This provides an opportunity to work at drawing and graphics level.
Creating code libraries to support rapid application development.
Writing tools to automate the development process to some extent.
Using design patterns, data structures and advanced algorithms as per the requirement of the applications.
Working with hardware level API’s like Camera,Sensors,Bluetooth etc.
Rounds of Interview:
1) Programming Test
2) Face to Face Technical Interview
3) Mini Project
CTC Offered: INR 2 Lakhs to 5 Lakhs Per Annum

Please share your resume at [email protected], [email protected]"
Android Programmer,"Ahmedabad, Gujarat",Yugtia Technologies,None,"Should be experienced in building complex native Android mobile. Knowledge of native mobile design patterns. Good knowledge of REST Services, Web APIs. Experience on web service integration (SOAP, REST, JSON, and XML). Strong OO design and programming skills in Java. Need to have strong problem solving skills. Good understanding of HTML5, JavaScript, jQuery and Ajax and knowledge of cross platform is added advantage."
"Android Programmers, Developers and Team Leads","Nagpur, Maharashtra",QM CompuTech Pvt Ltd,None,"Categories : Android Location : Nagpur Job Information :
Profile : Experience in building Android applications with knowledge of Android SDK, Eclipse, Java, XML/Java based UI, JSON and XML Parsing, Adapters, Widgets, Animations and SQLite Database. Other relevant exposure will be an added advantage. Experience: 1-5 years."
Android Software Development Engineer,"Gurgaon, Haryana",ADCI - Haryana,None,"4+ years of professional software development experience
3+ years of programming experience with at least one modern language such as Java, C++, or C# including object-oriented design
2+ years of experience contributing to the architecture and design (architecture, design patterns, reliability and scaling) of new and current systems
Programming skills in Java, C++ or similar
Object oriented/Functional analysis and design skills (OOA/OOD).
Strong CS fundamentals (data structures, algorithms)
BS/MS in Computer Science or in a related field
Deep knowledge of distributed systems, asynchronous architectures.

If you are looking for an opportunity to solve deep technical problems and build innovative solutions in a fast paced environment working with smart, passionate software developers, this might be the role for you. Amazon’s transportation systems get millions of packages to customers worldwide faster and cheaper while providing world class customer experience – from checkout to shipment tracking to delivery. Our software systems include services that handle thousands or requests per second, make business decisions impacting billions of dollars a year, integrate with a network of small and large carriers worldwide, manage business rules for millions of unique products, and improve experience for millions of online shoppers. With rapid expansion into new geographies, innovations in supply chain, delivery models and customer experience, increasingly complex transportation network, ever expanding selection of products and growing number of shipments worldwide, we have an opportunity to build software that scales the business, leads the industry through innovation and delights millions of customers worldwide.
As an SDE, you will develop a deep understanding of our business, work closely with development teams and own the architecture and end-to-end delivery of software components.

Senior Engineers provide technical leadership at Amazon. They help establish technical standards and drive Amazon’s overall technical architecture, engineering practices, and methodologies. They work on our hard problems, building high quality, architecturally sound systems that are aligned with our business needs. They think globally when building systems, ensuring Amazon builds high performing, scalable systems that work well together. Senior engineers are pragmatic visionaries who can translate business needs into workable technology solutions. Their expertise is deep and broad. They are hands on, producing both detailed technical work and high-level architectural designs.

Experience in Android/iOS development is a plus.

The ideal candidate will be a visionary leader, builder and operator. He/she should have experience leading or contributing to multiple simultaneous product development efforts and initiatives. He/she needs to balance technical leadership with strong business judgment to make the right decisions about technology choices. He/she needs to be constantly striving for simplicity, and at the same time demonstrate significant creativity, innovation and judgment."
Android software engineer,"Indore, Madhya Pradesh",Cognera,None,"Responsibilities :
Building scalable applications
Contributing to the testing infrastructure
Migrating the source code to better, modular design
Skills required :
Experience in Android
Good command over Java
Basic knowledge of algorithms and data-structures
Working experience with Git
Bonus points if :
Understanding of concepts like lifecycle, fragments, activities, etc
Understanding of the MVC architecture
Experienced using Linux based OS
Experienced Vim user
Knowledge of Dart and Flutter framework
Perks and Benefits :
Pre-Placement Offers for bright students
NFS, Counter Strike and Dota marathons on non-working days
Collaborating on pet-projects on weekends.
Attractive compensation
Bonus and recommendation letters for star performers
Other details :
The internship will be 8 weeks long
Location : Remote/Indore, Madhya Pradesh, India"
Android Software Engineer - India,"Bengaluru, Karnataka",Branch International,None,"Branch Overview
Branch delivers world-class financial services to the mobile generation. With offices in San Francisco, Lagos, Mexico City, Mumbai and Nairobi, Branch is a for-profit socially conscious company that uses the power of data science to reduce the cost of delivering financial services in emerging markets. We believe that everyone, everywhere deserves fair financial access. The rapid spread of smartphones presents an opportunity for the world’s emerging middle class to access banking options and achieve financial flexibility.
Branch’s mission-driven team is led by founder and former CEO of Kiva.org. The company presents a rich opportunity for our team members to drive meaningful growth in rapidly evolving and changing markets. Most recently, Branch announced our Series C and has garnered more than $100M in funding with investments from leading Silicon Valley firms, including Andreessen Horowitz, Trinity Capital, Foundation Capital, Visa, and the International Finance Corporation (IFC).
Job Overview
Branch launched in India in early 2019 and has seen rapid adoption and growth. In 2020 we are building out a full Engineering team in India to accelerate our success here. This team will work closely with our engineering team (based in the United States, Nigeria, and Kenya) to strengthen the capabilities of our existing product and build out new product lines for the company.
As an Android Engineer you will design, build and maintain an Android app with the potential to unlock financial services for billions of people in emerging markets. As a member of a small, nimble team, you'll work directly with our product team to create beautiful, inspiring financial experiences for our customers.
As a company, we are passionate about our customers, fearless in the face of barriers, and driven by data. As an engineering team, we value bottom-up innovation and decentralized decision-making: We believe the best ideas can come from anyone in the company, and we are working hard to create an environment where everyone feels empowered to propose solutions to the challenges we face. We are looking for individuals who thrive in a fast-moving, innovative, and customer-focused setting.
Responsibilities
Contributing to the design and development of our Android app (written in a mix of Java and Kotlin).
Scoping new projects and features with our product team, and implementing them (including contributing to some parts of our backend systems when needed).
Managing multiple projects simultaneously.
Contributing to the overall engineering roadmap, including building out new products for the Indian market and beyond.
Mentoring and teaching other team members.
Qualifications
You are highly entrepreneurial and thrive in taking ownership of your own impact. You take the initiative to solve problems before they arise.
You are a passionate coder. You start and/or contribute to projects you’re excited about.
You have experience architecting high-quality Android apps that interact with RESTful APIs and enjoy keeping up with the latest frameworks and development practices. It’s an additional bonus if you have working knowledge of languages such as Kotlin, Ruby and/or Python.
You understand the value of writing thorough tests, and you are passionate about code quality and bug fixing.
You are curious about new technologies and are eager to learn about and contribute to all parts of our technology stack.
You are an excellent collaborator & communicator. You know that startups are a team sport. You listen to others, aren’t afraid to speak your mind and always try to ask the right questions.
You are excited by the prospect of working in a distributed team and company, working with teammates from all over the world.
Benefits of Joining
Mission-driven and fast-paced, entrepreneurial environment
Competitive salary and equity package
Comprehensive private health insurance
Generous vacation policy
Weekly team meals
Location
We are primarily looking for candidates in Mumbai or Bangalore, but are open to other locations in India for the right candidate.
Branch International is an Equal Opportunity Employer. The company does not and will not discriminate in employment on any basis prohibited by applicable law. And we’re looking for more that just qualifications - so if you’re unsure that you meet the criteria, please do not hesitate to apply!
Powered by JazzHR
ak5smIsWYu"
Android Trainee,India,Concourse Solution,None,"Looking for new Android trainee programmers to join our team.
Requirements:
Looking for new Android trainee programmers to join our team.
You should have good knowledge of Android and a passion for programming.
Passion for learning new technologies.
Hardworking and dedicative
Skills:
Basic Knowledgeof .Net
Education-
UG: Any Graduate - Any Specialization
Send you Resume on:
info@concoursesols.com"
Android(Kotlin) Application Developer,"Noida, Uttar Pradesh",Sonet Microsystems Pvt Ltd,None,"We are looking for an Android Developer who possesses a passion for pushing mobile technologies to the limits. This Android app developer will work with our team of talented engineers to design and build the next generation of our mobile applications. Android programming works closely with other app development and technical teams.
Responsibilities
Design and build advanced applications for the Android platform
Collaborate with cross-functional teams to define, design, and ship new features
Work with outside data sources and APIs
Unit-test code for robustness, including edge cases, usability, and general reliability
Work on bug fixing and improving application performance
Continuously discover, evaluate, and implement new technologies to maximize development efficiency
Requirements
Strong Knowledge of Android SDK, Kotlin, Android Studio and different versions of Android.
Experience: - 6 months- 2 yrs
Hands on experience on Kotlin.
Knowledge of the libraries available for common tasks. Familiarity with and push notifications
Ability to design applications around natural user interfaces, such as touch
Strong knowledge of Android UI design principles, patterns, and best practices
Familiarity with RESTful APIs to connect Android applications to back-end services
Job Type: Full-time
Experience:
work: 1 year (Preferred)
kotlin: 1 year (Preferred)
Education:
Secondary(10th Pass) (Preferred)
Programming Languages needed:
Java (Preferred)
Work Remotely:
Temporarily due to COVID-19"
Android/ Mobile Application Developer,"Chennai, Tamil Nadu",FA Software Sercices Pvt Ltd,"₹15,000 - ₹40,000 a month","Hi
Greetings!!
Company Description:
FA Software Services is an extended vertical of FA Group of Companies which was started in the year of 2016 for In-house and outhouse related solutions with total turnover of 100 cr. We are digital natives with Insurance in our DNA supported by a team of passionate Technologists, Data Scientists, Strategists and Programmers. We take pride in enabling Insurance companies to embrace disruptive technologies and provide them competitive advantage in the businesses they operate.
Why Work For Us:
FA Software is primed to recruit the best and brightest candidates. We take pride in fostering a winning, innovative, inclusive employee culture. We also take calculated risks and we celebrate big victories when they pay off.
Our Employee Value Proposition:
Our Culture Code unites us and makes us a great family of companies and a great place to work. It’s how we run the business, go to market, work together and provide inspirational leadership. Our culture code is defined by our values and are made real every day by defining expectations for how we work and how we lead.
Roll : Android Developer
Experience : 3.5 to 6 years
Notice Period : Immediate to 30 Days
Responsibilities:
Design and build advanced applications for the Android platform * Collaborate with cross-functional teams to deﬁne, design, and ship new features. * Work with outside data sources and API's * Unit-test code for robustness, including edge cases, usability, and general reliability. * Work on bug ﬁxing and improving application performance. * Continuously discover, evaluate, and implement new technologies to maximise development efﬁciency.
Skills:
Proven software development experience * Proven working experience in Android development * Have published at least one original Android app * Experience with Android SDK * Experience working with remote data via REST and JSON * Experience with third-party libraries and APIs * Working knowledge of the general mobile landscape, architectures, trends, and emerging technologies * Solid understanding of the full mobile development life cycle.
Job Type: Full-time
Salary: ₹15,000.00 to ₹40,000.00 /month
Experience:
Android development: 1 year (Preferred)
SDK: 1 year (Preferred)
total work: 1 year (Preferred)
java: 1 year (Preferred)
studio: 1 year (Preferred)
Education:
Bachelor's (Preferred)
Programming Languages needed:
Java (Preferred)
Industry:
Software Development
Work Remotely:
No"
Android/Flutter Developer,"Noida, Uttar Pradesh",Cliffex,None,"Cliffex is looking for app developers with working experience of Android (Java, Kotlin). Knowledge of Flutter (Dart) is preferred.
Required Candidate profile
* Understanding of Java and native libraries for Android app development.
* (Preferred) Understanding of Dart (Flutter).
* Understanding of Social Platform, Google Maps, Analytics Integrations.
* Knowledge of Push Notification & cloud based messaging.
Key Skills
Android, Flutter
Required Experience and Qualifications
Experience with JSON, XML, JavaScript, and interfacing applications to server side API’s.
Solid grasp of algorithms, memory management, object oriented programming, MVC programming, and concurrent programming.
Extensive experience detecting and correcting memory usage issues, as well as optimizing code for application performance.
A solid understanding of operating system fundamentals such as processes, inter-process communication, multi-threading primitives, race conditions and deadlocks.
Proficient understanding of code versioning tools, such as Git.
Should have a good attitude & aptitude skill.
Only for candidates with B.E/B.Tech/MCA education.
Job Type: Full-time
Experience:
Android development: 2 years (Required)
Flutter app development: 1 year (Preferred)
Location:
Noida, Uttar Pradesh (Required)
Programming Languages needed:
Java (Required)"
Android/Flutter Developer,"Noida, Uttar Pradesh",Cliffex,None,"Cliffex is looking for app developers with working experience of Android (Java, Kotlin). Knowledge of Flutter (Dart) is preferred.
Required Candidate profile
* Understanding of Java and native libraries for Android app development.
* (Preferred) Understanding of Dart (Flutter).
* Understanding of Social Platform, Google Maps, Analytics Integrations.
* Knowledge of Push Notification & cloud based messaging.
Key Skills
Android, Flutter
Required Experience and Qualifications
Experience with JSON, XML, JavaScript, and interfacing applications to server side API’s.
Solid grasp of algorithms, memory management, object oriented programming, MVC programming, and concurrent programming.
Extensive experience detecting and correcting memory usage issues, as well as optimizing code for application performance.
A solid understanding of operating system fundamentals such as processes, inter-process communication, multi-threading primitives, race conditions and deadlocks.
Proficient understanding of code versioning tools, such as Git.
Should have a good attitude & aptitude skill.
Only for candidates with B.E/B.Tech/MCA education.
Job Type: Full-time
Experience:
Flutter app development: 1 year (Preferred)
Android development: 3 years (Required)
Location:
Noida, Uttar Pradesh (Required)
Programming Languages needed:
Java (Required)"
Android/iOS Developer,"Delhi, Delhi",SIVO OVERSEAS TECHNOLOGY,None,"IOS Developer
Proficient with Objective-C or Swift {{depending on project requirements}}, and Cocoa Touch
Experience with iOS frameworks such as Core Data, Core Animation, etc.
Experience with offline storage, threading, and performance tuning
Familiarity with RESTful APIs to connect iOS applications to back-end servicesb Knowledge of other web technologies and UI/UX standards
Understanding of Apples design principles and interface guidelines
Knowledge of low-level C-based libraries is preferred
Experience with performance and memory tuning with tools {{such as Instruments and Shark, depending on project needs}}
Familiarity with cloud message APIs and push notifications
Knack for benchmarking and optimization
Proficient understanding of code versioning tools {{such as Git, Mercurial or SVN}}
Familiarity with continuous integration
Android Developer
Strong knowledge of Android SDK, different versions of Android, and how to deal with different screen sizes
Familiarity with RESTful APIs to connect Android applications to back-end services
Strong knowledge of Android UI design principles, patterns, and best practices
Experience with offline storage, threading, and performance tuning
Ability to design applications around natural user interfaces, such as touch
Familiarity with the use of additional sensors, such as gyroscopes and accelerometers
Knowledge of the open-source Android ecosystem and the libraries available for common tasks
Ability to understand business requirements and translate them into technical requirements
Familiarity with cloud message APIs and push notifications
A knack for benchmarking and optimization
Understanding of Googles Android design principles and interface guidelines
Proficient understanding of code versioning tools, such as Git
Familiarity with continuous integration
Immediate Joinee will be preferable .
Salary: Best in the Industry
Industry:IT-Software, Software Services
Functional Area:IT Software – Application Programming , Maintenance
Role Category:Programming & Design
Role:Software Developer
Employment Type: Permanent Job, Full Time
Other Keyskills
Android Studio IOS Android Application Development IOS Application Developer ios apps developer restful api Android Developer,
Education- UG: Any Graduate – Any Specialization
Contact Us : 09315405360"
iOS and Android Developer,"Ludhiana, Punjab",Fox Media Hub,None,"Experience: 0.5 to 3 years
Job Description:
Android
There should be good knowledge of the programming languages and Java Core.
The candidate must have experience in Android Application Development.
Proper knowledge of using the Android Software Development Kit.
The application must be aware of the RESTful web services.
You should know about Eclipse & ANT based build system.
The candidate should have a deep knowledge of Gradle and Android Studio.
iOS
Candidate should have proper working experience in Cocoa Touch.
You should have a deep knowledge of Objective-C and iOS Software Development Kit.
The applicant must have experience in working with the various frameworks of iOS such as Core Data, Core Text, Core Animation, and Core Graphics.
You should be experienced in dealing with the caching mechanisms and memory management specific to mobile devices.
Job Type: Full Time & Day Shift
Qualifications: Any Graduate"
iOS App Developer,"Hyderabad, Telangana",OM Technologies,None,"At least 3 published applications on the Apple Store available for immediate download and review by our team. Please provide names of all your apps that you’ve worked with a brief description of your contribution (if not individually developed).
Required Qualifications:
Good Expertise in using Core Data Frame work and Working on large Database Applications (Mandatory).
Hands on experience in performance improvements and Memory optimization (Mandatory).
Hands-on coding, systems analysis, design, and delivery of projects assigned. Job role is 70% technical coding and oversight, with 30% team management, mentoring and strategy.
Coordinate project performance with project manager.
Strong experience in building and publishing commercial iPhone and/or iPad applications.
Extensive experience developing in Objective-C/Cocoa/Xcode.
Operating Systems: Mac OS X and iOS.
Programmer Tools: Xcode, Instruments, and Git.
Other nice to know tools include Photoshop and other image editors.
Frameworks: CocoaTouch, UIKit, and Core Data (Core Graphics and Core Animation a plus).
Experience with JSON, XML, JavaScript, and interfacing iPhone/iPad applications to server side API’s.
Ability to develop APIs is a big plus."
iOS App Developer,"Kochi, Kerala",TechHR Solutions,"₹25,000 - ₹50,000 a month","Responsibilities:
Design and build applications for the iOS platform
Collaborate with cross-functional teams to define, design, and ship new features. Unit-test code for robustness, including edge cases, usability, and general reliability. Work on bug fixing and improving application performance.
Continuously discover, evaluate, and implement new technologies to maximize development efficiency.
Requirements:
Experience: Minimum 4 years of iOS working experience.
Have published one or more iOS apps in the app store.
A deep familiarity with Swift and Cocoa Touch.
Experience working with iOS frameworks such as Core Data, Core Animation, Core Graphics and Core Text
Experience with third-party libraries and APIs
Must be familiar with RESTful APIs to connect iOS applications to back-end services. Experience with cloud message APIs and usage of push notifications.
Knowledge of code versioning tools such as Git.
Job Type: Full-time
Salary: ₹25,000.00 - ₹50,000.00 per month
Experience:
Developer: 2 years (Preferred)
ios: 3 years (Preferred)
Work Remotely:
Temporarily due to COVID-19"
iOS Application Developer,"Bengaluru, Karnataka",Brickview Studios,"₹4,00,000 - ₹6,00,000 a year","Job Description
We are looking for an iOS developer responsible for the development and maintenance of applications aimed at a range of iOS devices including mobile phones and tablet computers. Your primary focus will be the development of iOS applications and their integration with back-end services. Therefore, a commitment to collaborative problem solving, sophisticated design, and the creation of quality products are essential.
Responsibilities
Design and build applications for the iOS platform
Ensure the performance, quality, and responsiveness of applications
Collaborate with a team to define, design, and ship new features
Identify and correct bottlenecks and fix bugs
Help maintain code quality, organization, and automatization
Skills
Proficient with Objective-C or Swift.
Experience with iOS frameworks such as Core Data, Core Animation, etc.
Experience with offline storage, threading, and performance tuning
Familiarity with RESTful APIs to connect iOS applications to back-end services
Knowledge of other web technologies and UI/UX standards
Understanding of Apple’s design principles and interface guidelines
Knowledge of low-level C-based libraries is preferred
Experience with performance and memory tuning with tools.
Familiarity with cloud message APIs and push notifications
A knack for benchmarking and optimization
Proficient understanding of code versioning tools {{such as Git, Mercurial or SVN}}
Familiarity with continuous integration
Job Types: Full-time, Internship, Contract
Salary: ₹400,000.00 to ₹600,000.00 /year
Experience:
work: 1 year (Preferred)
total work: 1 year (Preferred)
iOS: 1 year (Preferred)
Education:
Bachelor's (Preferred)
Programming Languages needed:
Objective-C (Preferred)
Work Remotely:
Yes"
iOS Application Developer,"Jaipur, Rajasthan","i4 Consulting Pvt Ltd, jaipur","₹20,000 - ₹35,000 a month","Position: iOS Developer
Responsibilities and Duties
1. Design and build applications for the iOS platform
2. Ensure the performance, quality, and responsiveness of applications
3. Identify and correct bottlenecks and fix bugs
4. Help maintain code quality, organization, and automatization
5. Collaborate with a team to define, design, and ship new features
Qualifications and Skills
Experience: 1.5 year - 3 Year
**
Location: Jaipur, Pratap Nagar
**
Qualification: B.Tech/B.E/MCA/ (CS/IT)/Gradute
Required Skills:
Should have the hands-on experience in xcode, iOS SDK (UIKit, Cocoa Touch, Core Data, Core Location, etc).
Strong design and programming skills in Objective-C
Proficient with Objective-C or Swift, and Cocoa Touch.
Experience with iOS frameworks such as Core Data, Core Animation, etc.
Candidates must have capable of taking sole responsibilities to understand the project requirement and handle the project single handily.
Job Type: Full-time
Salary: ₹20,000.00 to ₹35,000.00 /month
Job Type: Full-time
Salary: ₹20,000.00 - ₹35,000.00 per month
Experience:
total work: 1 year (Required)
iOS: 1 year (Preferred)
Education:
Bachelor's (Required)
Programming Languages needed:
Objective-C (Required)
Swift (Required)"
iOS Developer,"Chandigarh, Chandigarh",GS Web Technologies,"₹20,000 - ₹35,000 a month","Hello guys!!!
We are looking for IOS Developer who is dedicated to his craft,
We are Always Looking for Talented People to Join Our Team! We are proud of the work that we do, and wouldn't be successful without our awesome team of dedicated people. If you want to be a part of a creative and innovative group of people, then send your resume on hr@ gswebtech.com
Responsible, self-motivated and take care of deliveries himself.
Design and build applications for the iOS platform.
Ensure the performance, quality, and responsiveness of applications.
Strong understanding and follow Design Patterns.
Have good experience on constraints to develop and match Views with designs on all leading iOS screens.
Collaborate with a team to define, design, and ship new features Identify and correct bottlenecks and fix bugs.
Develop applications for time-sensitive projects while considering business/system requirements.
Required Experience and Qualifications
Proficiency in Objective-C/Swift {depending on project requirements}, and Cocoa Touch
Experience with Core Data, Core Animation, SpriteKit, REST/SOAP/JSON based architecture.
Should have the knowledge to work on GIT/SVN
Experience with CocoaPods/APN/Carthage/Alamofire
Candidate should be hands on with coding on Swift 3/Swift4/Objective C, APN, REST.
Knowledge of Firebase, AWS will be preferred
Ample knowledge of coding patterns
*# Salary- No bar for deserving candidates.
# Minimum Experience- 2 Years
GS Web Technologies
SCO 1, 1st Floor & 2nd Floor, Ranjan Plaza,Zirakpur.
Interested candidates can also send updated CV at hr@ gswebtech.com & call on this number 79863-06901 to fix appointment.*
Job Type: Full-time
Salary: ₹20,000.00 to ₹35,000.00 /month
Experience:
Objective C: 1 year (Preferred)
work: 1 year (Preferred)
total work: 2 years (Preferred)
iOS: 2 years (Preferred)
Education:
Bachelor's (Preferred)
Speak with the employer
+91 7986306901"
iOS Developer,"Noida, Uttar Pradesh",MyExpert11 (Sportena Fantasy Pvt Ltd),"₹2,50,000 - ₹6,50,000 a year","Have a passion for Sports? Got the engineering chops to bring MyExpert11 Fantasy Sports to the next level? Our Fantasy Sports Full games team needs you! Come scale our systems, harden our infrastructure, and roll out exciting features! All while working in the extremely engaging sports industry!
Sportena Fantasy Private Limit connects fans to the sports and fantasy games in India and worldwide.
As an individual contributor, you will design, code, and own large portions of the Fantasy Sports Infrastructure. In addition, there will be plenty of opportunities to implement new games and improve upon existing games. As part of our world-class engineering team in Sportena, you will interact with engineers, designers, product managers, and marketing to collect requirements, define feature sets, and build scalable and reliable components.
Job Description
We are looking to hire a talented iOS Developer to design, build, and maintain the next generation of iOS applications. Your primary focus will be developing high-end iOS applications for the latest Apple mobile devices. Your duties may include collaborating with the design team for new application features, identifying and fixing application bottlenecks, maintaining the core code, and updating applications published on the App Store.
To ensure success as an iOS Developer, you should have a strong working knowledge of iOS Frameworks, be proficient in Objective-C and be able to work as part of a team. Ultimately, an outstanding iOS Developer should be able to create functional, attractive applications that perfectly meet the needs of the user.
Responsibilities:
Designing and building mobile applications for Apple’s iOS platform.
Collaborating with the design team to define app features.
Ensuring quality and performance of application to specifications.
Identifying potential problems and resolving application bottlenecks.
Fixing application bugs before final release.
Publishing application on App Store.
Maintaining the code and atomization of the application.
Designing and implementing application updates.
Skills/Requirements:
Bachelor’s degree in Computer Science or Software Engineering.
Proven experience as an app developer.
Proficient in Objective-C, Swift, and Cocoa Touch.
Extensive experience with iOS Frameworks such as Core Data and Core Animation.
Knowledge of iOS back-end services.
Knowledge of Apple’s design principals and application interface guidelines.
Proficient in code versioning tools including Mercurial, Git, and SVN.
Knowledge of C-based libraries.
Familiarity with push notifications, APIs and cloud messaging.
Experience with continuous integration.
Strong practical experience in Swift, Objective-C, C++, iOS frameworks, UIKit, designing UI for iPhones & iPads, debugging complex UI layouts and interactions
Should be aware of UML Excellent knowledge of iOS coding and design best practices
Demonstrate capability to handle multi-threaded applications.
Good knowledge of data structures, algorithms and time/space complexity analysis.
Excellent interpersonal and organizational skills, ability to handle diverse situations, multiple projects, and rapidly changing priorities, ability to take ownership of the projects and see them through.
Excellent product and design skills and Good problem-solving abilities and Good Programming Language skills.
Excellent verbal and written communication skills and the ability to communicate with clients at all levels and understand the requirements carefully and execute.
Job Types: Full-time, Part-time, Contract
Salary: ₹250,000.00 - ₹650,000.00 per year
Experience:
total work: 2 years (Required)
iOS: 2 years (Preferred)
Education:
Bachelor's (Preferred)
Work Remotely:
Temporarily due to COVID-19"
IOS Developer,"Gurgaon, Haryana",Atechnos,"₹30,000 a year","Company Profile :
Abhay Techno Services Pvt. Ltd. (ATechnos) is a growing leader in content distribution, VAS product development and ennoblements, digital consulting, and partnership developments. We provide business consulting, content enablement services to worldwide clients building enterprises today with the goal for tomorrow.
For more details: http://www.atechnos.com
Exp : 1-2 yrs
Location : Gurgaon, Sohna Road
Qualification : Btech, MCA, BCA
Location : Gurgaon
- We are looking for an iOS developer responsible for the development and maintenance of applications aimed at a range of iOS devices including mobile phones and tablet computers.
- Your primary focus will be development of iOSapplications and their integration with back-end services.
- You will be working alongside other engineers and developers working on different layers of the infrastructure.
- Therefore, a commitment to collaborative problem solving, sophisticated design, and the creation of quality products is essential.
Responsibilities :
- Design and build applications for the iOS platform
- Ensure the performance, quality, and responsiveness of applications
- Collaborate with a team to define, design, and ship new features
- Identify and correct bottlenecks and fix bugs
- Help maintain code quality, organization, and automatization
Skills :
- Proficient with Objective-C or Swift {{depending on project requirements}}, and Cocoa Touch
- Experience with iOS frameworks such as Core Data, Core Animation, etc.
- Experience with offline storage, threading, and performance tuning
- Familiarity with RESTful APIs to connect iOS applications to back-end services
- Knowledge of other web technologies and UI/UX standards
- Understanding of Apples design principles and interface guidelines
- Knowledge of low-level C-based libraries is preferred
- Experience with performance and memory tuning with tools {{such as Instruments and Shark, depending on project needs}}
- Familiarity with cloud message APIs and push notifications
- Knack for benchmarking and optimization
- Proficient understanding of code versioning tools ( Git, Mercurial or SVN)
Keyskills : Cocoa Touch, Objective C, Core Data, IOS, Swift, Web Technologies, Mobile Phones, Performance Tuning Problem Solving
Job Type: Full-time
Salary: ₹30,000.00 per year
Experience:
work: 2 years (Preferred)
total work: 3 years (Preferred)
iOS: 1 year (Preferred)
Education:
Bachelor's (Preferred)
Programming Languages needed:
Objective-C (Preferred)
Work Remotely:
No"
iOS Developer,"Borivali, Mumbai, Maharashtra",Perfect Resumes,"₹40,000 - ₹65,000 a month","Hiring candidates for iOS Developer profile for Borivali location.
(PLEASE READ THE POST BEFORE APPLYING)
MUMBAI BASED CANDIDATES ONLY APPLY.
Roles & Responsibilities:
Design and build applications for the iOS platform
Proficient with Swift 3 and onwards and Cocoa Framework, experience with Objective C a plus.
Ensure the performance, quality, and responsiveness of applications
Experience with offline storage, multi-threading, and performance tuning.
Familiarity with RESTful APIs to connect iOS applications to back-end services.
Understanding of Networking topologies, framework and stacks.
Understanding of Apples design principles and interface guidelines. Expertise in designing user interface with AutoLayout is a plus.
Experience with performance and memory tuning with tools {{such as Instruments and Shark, depending on project needs}}
Collaborate with a team to define, design, and ship new features
Identify and correct bottlenecks and fix bugs
Help maintain code quality, organization, and automatization
Skills Required:
· 2+ years’ experience with iOS Application Developing
· Knowledge of other web technologies like Angular JS, React JS is a value add.
· Good communication skills in English.
Shift Time: 10 am to 7 pm
2nd & 4th Saturday & all Sundays Fixed week off
Salary: Upto 65k per month (Depending on Interview performance + Experience Level + Skill Set & Last Drawn)
If interested then callback asap or message back on 9167085842 / 8879232482.
Job Type: Full-time
Salary: ₹40,000.00 to ₹65,000.00 /month
Experience:
Objective C: 2 years (Required)
iOS App Developing: 2 years (Required)
Swift 3: 2 years (Required)
performnce & memory tuning with tool eg. Instruments & Shark: 1 year (Required)
offline storage, multi-threading, and performance tuning: 1 year (Required)
Autolayout: 1 year (Required)
Cocoa Framework: 1 year (Required)
Restful Api: 1 year (Required)
Education:
Bachelor's (Preferred)
Location:
Borivali, Mumbai, Maharashtra (Preferred)
Language:
English (Required)
Application Question:
Do you have a PC / Laptop / MAC book at home?
Programming Languages needed:
Objective-C (Required)
Swift (Required)"
