Job Title,Description,Company Name,Location,Unnamed: 4,Unnamed: 5
App Developer,3 5 year gurugram india io developer someone io iphone application strong object oriented design programming swift working io sdk cocoa touch uikit core core etc xcode web service integration rest apis json xml connect io application back service offline storage threading performance tuning desired understanding apple design principle interface guideline responsibility involvement aspect playing critical design planning deployment help develop best practice future fast prototyping proof concept feature application based brief developing maintaining feature mobile application delivery entire piece system application use technical knowledge creative thinking provide solution optimizing performance apps keeping date latest industry trend mobile technology non technical must oral written must dedicated deliver high quality adhering timeline must player learner self starter must independently must analytical problem solving,"BigStep Technologies
4.9",Gurgaon,,
App Developer,design build advanced application io platform collaborate cross functional team define design ship feature unit test code robustness including edge case usability general reliability bug fixing improving application performance continuously discover evaluate implement technology maximize efficiency qualification working io framework core core animation core graphic core text degree computer science engineering related subject proven working software working io published one io apps app store deep familiarity objective c cocoa touch knowledge swift earns brownie point third party library apis working knowledge general mobile landscape architecture trend emerging technology solid understanding full mobile life cycle,"Genext Students
4.3",Mumbai,,
App Developer,west agile lab software design based san francisco office ukraine pakistan india people startup including 7 combinator enterprise organization west agile lab go extra mile client project every project follows offer consulting design service build product foster close relationship help grow incredible company keen sense emerging technology business acumen culminates year producing sustainable viable product built last build build efficiently build requirement io developer posse pushing mobile technology limit 1 proficient xcode objective c c swift cocoa touch etc 2 working io framework core core animation core graphic core text etc 3 must strong web service sqlite database uikit multi threading xml parsing json etc 4 html5 java script significant plus 5 offline storage performance tuning etc 6 familiarity restful apis connect io application back service 7 developing calendar scheduler event task management apps 8 familiarity cloud message apis push notification 9 understanding apple design principle interface guideline 10 proficient understanding code versioning tool git mercurial svn etc responsibility 1 design build application io platform 2 performance quality responsiveness application 3 integrate back service make sure delivering mobile user super fast user 4 participate brainstorming session chance contribute original technology algorithm product 5 product design user requirement use case translate effective technical solution 6 solve challenging real time transfer synchronization problem benefit flexible working hour know importance life balance thus employee flexible hour certification reimbursement continuously performing important keep updated ofthe latest technology trend market support employee helping financially provide suggestion industry expert upon area certification whenever required health insurance accidental insurance reward recognition employee rewarded performance regular basis leaf birthday leave maternity leave paternity leave uber employee working post 8 pm office premise travel home safe uber wal associated uber late working employee pay travel home fitness allowance,"West agile labs
4.1",Hyderabad,,
App Developer,design maintenance native io mobile application entire app lifecycle right concept stage delivery post launch support required strong understanding memory management concurrency understanding oo programming design pattern web integration rest json xml local storage caching strong user interface application usability design working third party library apis strong knowledge app publishing process io strong knowledge io sdk cocoa touch coredata corelocation coremedia addressbook etc extensive objective c using xcode knowledge apple provisioning profile certificate plus messaging apps test driven using social medium apis facebook login share etc twitter login share etc version control svn similar documentation knowledge cross platform technology titanium phonegap player immediate multitask apply updated resume job elivepages,"Livepages
3.9",Mumbai,,
App Developer,programming swift json parsing networking persistence object oriented programming prefered tool xcode 8 3 higher xcode 9 terminal knowledge alternative tool appreciated back restful apis php codeigniter framework prefered tool visual studio code rest api tool like postman visual studio code rest api tool like postman knowledge alternative tool appreciated advance rest client etc database mysql realm core firebase prefered tool sequel pro knowledge alternative tool appreciated dbeaver navicat knowledge apple design principle human interface guideline various third party apis eg uid apis google apis cloud messaging map github repository third party library latest xcode sdk outside source firebase service push notification payment gateway integration fingerprint authentication biometric integration apps watchos app release management version control irrespective published apps amazon web service linux server gitlab slack,"Milearth Softech
5.0",Mumbai,,
App Developer,multi platform apps io using flutter framework flutter sdk dart programming language mobile platform like io flutter widget io participation process analysis designing implementation testing apps developing mobile application flutter apply industry process high quality type full time fresher 15 000 00 000 00 per flutter 1 year preferred io 1 year preferred education bachelor required hyderabad telangana required benefit home flexible hour selection round hr interview technical interview industry software remotely temporarily covid 19,Scion International,Hyderabad,,
App Developer,qualification b tech mca mba min 6 course computer degree min 1 3 year key strong knowledge objective c xcode cocoa apple iphone ipad io proficiency json develop software application io handset tablet using variety technology primarily objective c io program io platform objective c deliver application program time quality io objective c xcode 9 x io 10 x objective c knowledge fundamental object oriented design structure algorithm design problem solving complexity analysis building complex iphone apps successfully delivered customer design build application io platform identify correct bottleneck fix bug help maintain code quality organization automatization proficient objective c swift 2 cocoa touch io framework core core animation etc offline storage threading performance tuning familiarity restful apis connect io application back service interested candidate sonetmicrosystems,"sonet microsystems
4.3",Noida,,
App Developer,required 3 5 year io developer posse pushing mobile technology limit talented engineer design build generation mobile application swift rest api integration sgps payment service integration attitude desire challenging knowledge async task image uploading downloading caching qualification computer science 3 year similar like family mail resume career karoms,Karoms Software,Bengaluru,,
App Developer,responsibility design build advanced application io platform collaborate cross functional team define design ship feature unit test code robustness including edge case usability general reliability design translate design working mobile application outside source apis b tech mca computer science engineering related subject proven software 1 4 year deep familiarity objective c cocoa touch working io framework core core animation core graphic core text working remote via rest json working knowledge general mobile landscape architecture trend emerging technology solid understanding full mobile lifecycle understanding mvc architecture,"MADS Technologies
4.9",Noida,,
App Developer,io developer responsible maintenance application aimed range io device including iphone ipad primary focus io application integration back service position 1 design build application io platform performance quality responsiveness application collaborate define design build feature identify correct bottleneck fix bug help maintain code quality organization automatization proficient swift objective c cocoa touch offline storage threading performance tuning familiarity restful apis connect io application back service knowledge web technology ui ux design understanding apple design principle interface guideline performance memory tuning tool familiarity cloud message apis push notification proficient understanding code versioning tool git 1 2 year resume job xanthus,"Xanthus Software Solutions
4.8",Mumbai,,
App Developer,love board build app feature io platform design engineering team build ship feature unit test code robustness including edge case usability general reliability bug fix improving app performance continuously discover evaluate implement technology maximize efficiency 3 year software 1 year io published one io apps app store deep familiarity objective c swift cocoa touch working io framework core core animation core graphic core text ui interface builder code including auto layout third party library apis working knowledge general mobile landscape architecture trend emerging technology solid understanding full mobile life cycle deeply care user scandid architect design build advanced feature io application hand api analytics design develop debug test deploy mobile solution bug fixing improving application performance continuously discover evaluate implement technology maximize efficiency excited part really amazing stuff making splash upcoming india multi store multi category scanner app learning growing far beyond current horizon competitive compensation usual benefit place full like minded ridiculously folk start cherish forever life,"Scandid
4.7",Pune,,
App Developer,proven app developer proficient objective c swift cocoa touch extensive io framework core core animation knowledge io back service knowledge apple design principal application interface guideline proficient code versioning tool including mercurial git svn knowledge c based library familiarity push notification apis cloud messaging integration designing building mobile application apple io platform collaborating design define app feature ensuring quality performance application specification identifying potential problem resolving application bottleneck fixing application bug final release publishing application app store maintaining code atomization application designing implementing application update segment developer information technology programmer technology,"LTI
3.5",Mumbai,,
App Developer,io developer min 1 year number position 2,"iAriana Technologies
5.0",Pune,,
App Developer,io developer 2 6 year io location bangalore bangaluru total vacancy 2 responsibility design build application io platform performance quality responsiveness application collaborate define design ship feature identify correct bottleneck fix bug help maintain code quality organization automatization proficient objective c cocoa touch io framework core core animation etc offline storage threading performance tuning familiarity restful apis connect io application back service knowledge web technology ui ux understanding apple design principle interface guideline knowledge low c based library preferred performance memory tuning tool familiarity cloud message apis push notification knack benchmarking optimization proficient understanding code versioning tool git apply either enter detail along updated resume right hand side panel updated resume directly hr incise current ctc expected ctc notice period detail detail,"Incise Infotech
3.6",Bengaluru,,
App Developer,required 2 4 year best industry depends last drawn pfb description must integrating web service worked creating hybrid apps android io versed angular ionic cs must integrating web service worked creating hybrid apps android io versed angular ionic cs,Gurukulonline learning solutions,Mumbai,,
App Developer,design build advanced application mobile platform collaborate cross functional team define design ship feature unit test code robustness including edge case usability general reliability bug fixing improving application performance continuously discover evaluate implement technology maximise efficiency short involved start finish 2 8 year developing enterprise class mobile apps io platform shipping io apps proven one apps published app store knowledge object oriented concept strong software programming objective c swift extensive knowledge apple sdks framework like core core animation core graphic foundation uikit etc along proficiency using xcode deep understanding objective c swift memory management battery optimisation debugging performance improvement tool rest apis json io tool xcode cocoa cocoa touch xib storyboard knowledge io networking multithreading third party library apis applying design pattern explicitly mvc factory singleton pattern working knowledge general mobile landscape architecture trend emerging technology design testing individual module using agile methodology knowledge server side language plus html5 cs javascript plus challenge conventional wisdom value curiousness inquisitiveness track record able ship product independently part small willingness provide top notch support customer everyone involved support directly,"Box8
2.8",Bengaluru,,
App Developer,io developer posse pushing mobile technology limit talented engineer design build generation mobile application responsibility design build advanced application io platform collaborate cross functional team define design ship feature unit test code robustness including edge case usability general reliability bug fixing improving application performance continuously discover evaluate implement technology maximize efficiency requirement b m degree computer science engineering related subject proven working 1 3 year io strong knowledge ui design principle ux best practice attitude learning fly driven decision making published one io apps app store deep familiarity objective c x code cocoa touch working io framework core core animation core graphic core text third party library apis basic scripting like php python etc working knowledge general mobile landscape architecture trend emerging technology solid understanding full mobile life cycle,Edwisely,Hyderabad,,
App Developer,2 year developing io apps proficient swift knowledge ecosystem solid understanding object oriented programming cocoa apis o x knowledge performance limit characteristic knowledge memory management multi threading embedded database system datastores familiarity restful apis connect back service implementation automated testing platform unit test understanding apple design principle interface guideline publishing app istore proficient understanding code versioning tool e g git,SensiBol,Mumbai,,
App Developer,description proficient objective c swift cocoa touch solid understanding full mobile life cycle io framework core core animation core etc offline storage threading performance tuning familiarity restful apis connect io application back service json xml formatted web service knowledge web technology ui ux understanding apple design principle interface guideline knowledge low c based library preferred familiarity cloud message apis push notification knack benchmarking optimization proficient understanding code versioning tool git mercurial svn familiarity integration published one io apps app store least developed 1 application either android iphone ipad,Rightkeysol,Hyderabad,,
App Developer,io developer responsible maintenance application aimed range io device including mobile phone tablet computer primary focus io application integration back service working alongside engineer developer working different layer infrastructure therefore commitment collaborative problem solving sophisticated design creation quality product essential proficient objective c swift v4 cocoa touch io framework core core animation etc offline storage threading performance tuning familiarity restful apis connect io application back service knowledge web technology ui ux understanding apple design principle interface guideline knowledge low c based library preferred performance memory tuning tool instrument shark depending project familiarity cloud message apis push notification knack benchmarking optimization proficient understanding code versioning tool git mercurial svn familiarity integration knack benchmarking optimization familiarity code versioning tool,"Tesark Technologies
4.7",Chennai,,
App Developer,build mobile application high quality ui ux according design specification develop test maintain high performance swift code integrating restful apis external source collaborate responsible back unit test code robustness including edge case usability general reliability efficiently identify solve error 3 year hand using swift mvp architecture io framework core core animation multi threading localization hand using concept like protocol extension closure native build tool like xcode implementation json xml web service api document request model offline storage grasp algorithm design pattern memory management multithreaded programming saas platform mobile like analytics push notification cloud storage ad network etc hand io debugging unit testing memory performance optimisation tool experienced database like sqlite core realm etc familiarity use integration gps camera etc performance memory tuning tool knowledge engineering practice like ci cd strong collaboration iterative methodology like agile,"Net Solutions
3.4",Chandigarh,,
App Developer,experienced io developer eye design flair produce io apps responsibility designer produce user interface workflow app peer developer write objectivec swift code implement release feature daily build stakeholder gather feedback creative using xcode related tool deliver code faster take ownership apps built maintain following software engineering best practice requirement 2 year io shipped least one io app proficient knowledge objectivec swift io sdk proficiency latest xcode keen interest building apps react react native coredata creating apps consume rest api service making maintaining universal io apps working knowledge git mercurial core graphic core animation apis building sdks using language optional get point designing ui prototype using sketch photoshop optional using origami ux prototyping tool optional,"Tenmiles Technologies Pvt. Ltd.
3.5",Chennai,,
App Developer,swift 3 io sdk working knowledge cocoa touch working knowledge story board rest web service memory management caching mechanism specific mobile device working io framework core core animation core graphic core text collaborate cross functional team analyze design ship feature fully responsible mobile app implement technology maximize application performance build application app store determine agile scrum methodology complete requirement scrum meeting make relevant recommendation client provide coding effort time budget project review code identify basic error required swift framework io sdk story board rest web service json map build app store deployment ui ux design full time 000 00 000 00 per year education diploma required remotely,Tyche,Chennai,,
App Developer,basic requirement min 3 year solid objective c swift push notification solid object oriented design structure algorithm visual design aesthetic creative user user experience across user age deploying least couple io apps currently available app store complexity help integrate different third party sdks protocol like rest soap familiar git svn third party library apis working knowledge general mobile landscape architecture trend emerging technology solid understanding full mobile life cycle proven technical requirement io core graphic core 3rd party api integration proven based service integrating analytics io device familiar multi threading familiar variety design pattern qualification b tech computer science institute repute working agile software methodology stay top technology trend mobile space small minimal supervision additional knowledge restful service server side principle plus,Nexia Digital,Bengaluru,,
App Developer,brief seeking io developer responsible maintenance application aimed range io device including mobile phone tablet computer primary focus io application integration back service responsibility design build application io platform performance quality application identify correct bottleneck fix bug collaborate cross functional team help maintain code quality automatization,Sinex Technologies,Bengaluru,,
App Developer,1 3 year working web service apis creating custom interface working knowledge objective c swift part shipped least one app lived process without many scar stellar problem solving hunger thing grasp concept move without breaking thing much immense pressure balanced sense responsibility ownership,"Insider.in
4.0",Mumbai,,
App Developer,description 2 year demonstrable software develoliment building maintaining mobile apps io cross platform web based system strong understanding modern mobile application principle io app deployment procedure least 2 3 mobile implementation involving cordova phonegap angularjs javascript ionic framework android io native sdks building cordova plugins versed web technology html5 cs javascript sql server sql lite sql required mobile hybrid application using cordova html5 advance javascript css3 front javascript mv framework angular react react native rad j ember knockout backbone node j npm grunt gulp visual studio chrome developer tool safari developer tool io android technology xcode android studio cordova xamarin knowledge mobile app security best practice knowledge rest json service,"Vistas AD Media Communications
4.5",Bengaluru,,
App Developer,introduction build mobile application high quality ui ux according design specification develop test maintain high performance swift code integrating restful apis external source collaborate responsible back unit test code robustness including edge case usability general reliability efficiently identify solve error ideally 3 year hand using swift mvp architecture io framework core core animation multi threading localization hand using concept like protocol extension closure native build tool like xcode implementation json xml web service api document request model offline storage grasp algorithm design pattern memory management multithreaded programming saas platform mobile like analytics push notification cloud storage ad network etc hand io debugging unit testing memory performance optimisation tool experienced database like sqlite core realm etc familiarity use integration gps camera etc performance memory tuning tool knowledge engineering practice like ci cd strong collaboration iterative methodology like agile,"Net Solutions India
2.9",Chandigarh,,
App Developer,io developer responsible maintenance application aimed range io device including mobile phone tablet computer primary focus io application integration back service breadth involved innsight requires developer candidate flexible multiple project concurrently independent accountable deliver major piece functionality time inventiveness curiosity go beyond develop product must attitude working alongside engineer developer working different layer infrastructure therefore commitment collaborative problem solving sophisticated design creation quality product essential malad west mumbai india responsibility duty design build application io platform performance quality responsiveness application collaborate define design ship feature identify correct bottleneck fix bug help maintain code quality organization automatization required qualification one year proficient objective c swift cocoa touch io framework core core animation etc offline storage threading performance tuning familiarity restful apis connect io application back service knowledge web technology ui ux understanding apple design principle interface guideline knowledge low c based library preferred performance memory tuning tool familiarity cloud message apis push notification knack benchmarking optimization proficient understanding code versioning tool svn familiarity integration benefit perk trip bonus insurance,"INNsight.com
3.5",Mumbai,,
App Developer,description summary design build maintain application io platform app integration back service app performance responsiveness quality code problem solving identify correct bottleneck bug fixing collaboration define design deploy feature desired proficient objective c swift cocoa touch react native io framework core core animation etc offline storage threading performance tuning restful apis connect io application back service understanding apple design principle interface guideline proficient low c based library performance memory tuning tool instrument cloud message apis push notification proficient understanding project management code versioning tool git svn10 strong interpersonal verbal written,"EnLume
3.6",Hyderabad,,
App Developer,hsr sector 7 bengaluru karnataka summary meticulously analyzing project requirement carry forward robust scalable easily maintainable backend application independently support thrive fast paced responsibility duty kind strong understanding swift objective c mvc mvvm cocoa apis framework avfoundation coredata core coreanimation coregraphics nsurlsession io background mode tvos json cocoapods 3d touch familiarity restful apis connect io application backend service strong understanding apple design principle interface guideline strong understanding auto layout ui implementation strong understanding git understanding full mobile life cycle third party library apis establish unit test code robustness including edge case usability general reliability knowledge making network call using alamofire swift debugging knowledge use instrument app app store deployment certificate management knowledge preference candidate worked start qualification full time 2 4 year qualification btech mca bengaluru karnataka required,"Hashtaag
4.4",Bengaluru,,
App Developer,responsibility design develop advanced software application build one platform include limited io android web apps communicate regularly write code review analyze resolve application issue needed evaluate strategy make recommendation change improvement collaborate member design implementation functionality different platform consult member implement solution line department vision continuously keep date emerging technology evaluate impact business member value qualification 5 year io swift objective c knowledge demonstrable current io platform strong understanding multi tier architecture design pattern engineering practice knowledge implement manage restful api tdd bdd plus strong interest pair programming strong member inspires innovates delivers result value make difference user centric customer centric focused posse learning mindset constant monitoring learning technology market landscape four year college degree computer science equivalent combination education required 5 year,"Evergent Technologies
3.4",Hyderabad,,
App Developer,functional area industry software software service keywords io application mob education qualification b e mca e b sc comp required completed course io application desired profile profile description na graduate qualification b sc chemistry pg qualification either ug pg qualification,"AppBell Technologies Pvt. Ltd.
3.4",Pune,,
App Developer,experienced io developer eye design flair produce io apps responsibility designer produce user interface workflow app peer developer write objectivec swift code implement release feature daily build stakeholder gather feedback creative using xcode related tool deliver code faster take ownership apps built maintain following software engineering best practice requirement 2 year io shipped least one io app proficient knowledge objectivec swift io sdk proficiency latest xcode keen interest building apps react react native coredata creating apps consume rest api service making maintaining universal io apps working knowledge git mercurial core graphic core animation apis building sdks using language optional get point designing ui prototype using sketch photoshop optional using origami ux prototyping tool optional,"HappyFox
4.5",Chennai,,
App Developer,design develop native io application using swift apps app store collaborate backend api planning execution supervise io developer advise case technical challenge suggest timeline estimate app project documented coding project full time total 2 year preferred io 1 year preferred programming language needed swift required remotely temporarily covid 19,"Tech Exactly
3.8",Kolkata,,
App Developer,description io developer qualification btech mca msc c required 3 6 year desired 3 year publishing application app store restful api connect io application backend service source control like git understanding apple design principle interface guideline write sql code apple pay huge plus familiarity integration fast paced high effort dynamic fast learner emerging technology familiarity continuo integration verbal written interpersonal trafficked apps undergraduate degree field computer science equivalent able multiple task fast paced guideline ceate compelling device specific user interface optimize performance build prototype keep date latest industry trend mobile technology collaborate product owner analyze design implement user story using ab agile methodology write high quality code complies design specification meet support requirement develop unit test test change using agile methodology use variety tool perform unit testing automated build source control participate member agile team member review user story estimate effort user story participate sprint review bengaluru,"netiapps
3.1",Bengaluru,,
App Developer,io developer pushing mobile technology limit talented engineer design build generation mobile application responsibility 1 design build advanced application io platform 2 collaborate cross function team define design ship feature 3 unit test code robustness including edge case usability general reliability 4 bug fixing improving application performance 5 continuously discover evaluate implement technology maximize efficiency make qualified post 1 1 year io 2 computer bca mca related subject 3 deep understanding objective c 4 solid understanding full mobile life cycle 5 third party library apis 6 working knowledge general mobile technology landscape architecture trend emerging technology,"Inscripts
3.7",Mumbai,,
App Developer,10 rrf io developer pune working io designing building advanced application io platform collaborating cross functional team define design ship feature unit testing code robustness including edge case usability general reliability design build advanced application io platform collaborate cross functional team define design ship feature unit test code robustness including edge case usability general reliability bug fixing improving application performance continuously discover evaluate implement technology maximize efficiency,"Vritti Solutions
4.1",Pune,,
App Developer,incredible io developer bring mobile primary responsibility least 2 year web mobile least 1 year full time iphone programming using objective c least 1 non trivial completed iphone app submitted market e commerce web site desirable portfolio apps developed must provided required qualification 2 year relevant,Paymint Global Solutions,Pune,,
App Developer,mission help millennials reduce addiction sound interesting like talk enthusiastic io engineer 1 3 year io working knowledge general mobile landscape architecture trend emerging technology strong understanding io apps architecture implementation mvc viper mvvm prior building framework sdks proficiency swift 4 xcode 10 actively participate planning phase write model code functional nonfunctional requirement help code quality standard across working popular third party library networking async etc extendable reusable eco system platform mobile familiarity instrument lldb debugging tool build io mobile product write efficient reusable maintainable code one http signalvnoise post hire manager one deliver high performing scalable solution user problem open working mvp multiple platform test potential market e g launching app mac o launching chrome extension etc ask question expose flaw gap keeping eye broader context funswitch epic mission helping millenials around world reduce addiction social medium video game excessive phone use etc rocket ship move fast pace speed ensures get better day expect 10x big cozy rounder small get stage product ideation architecting coding testing shipping debugging soft requirement ship thing fast important thing getting product front user self driven nature sole engineer project case product quick learner quite agile adding feature technology keep pace attention large redundant documentation must requirement independence thought clarity mind employee associated longest time one challenged status quo proved wrong love people full time 000 00 1 000 000 00 per year total 1 year preferred io 1 year preferred education bachelor required industry software remotely,"FunSwitch Technologies
5.0",Bengaluru,,
App Developer,responsibility design build application io platform performance quality responsiveness application collaborate define design ship feature identify correct bottleneck fix bug help maintain code quality organization automatization desired proficient objective c swift cocoa touch io framework core core animation etc offline storage threading performance tuning familiarity restful apis connect io application back service knowledge web technology ui ux understanding apple design principle interface guideline knowledge low c based library preferred performance memory tuning tool familiarity cloud message apis push notification knack benchmarking optimization proficient understanding code versioning tool git mercurial svn familiarity integration resume including history portfolio short letter introducing info theory,"Theory Y Technologies
3.4",Kochi,,
App Developer,1 3yrs exp io iphone apps objective c education ug b tech b e specialization exp mobile io based apps must knowlege io sdk cocoa touch uikit core core etc xcode interpersonal must familiar xml json must developed 1 2 iphone application,"MOBISOFT Labs
4.1",Gurgaon,,
App Developer,3 year hand io must shipped two high quality application app store strong knowledge io iphone sdk objective c xcode 6 ios7 ios8 swift cocoa internet technology json xml http rest aws mysql analytics crash reporting third party library apis relentless attention implementing ux workflow ui screen strong communication verbal written cv hr easoftech,"EaseofTech
3.3",Hosur,,
App Developer,design build advanced application io platform collaborate cross functional team define design ship feature bug fixing improving application performance continuously discover evaluate implement technology maximize efficiency shipping application app store required profile io working apps focus memory management cpu usage app size proficiency oo design objective c cocoa touch swift iphone sdk 5 0 expert knowledge io framework avframework uikit storekit security core motion expert knowledge standard tool xcode interface builder instrument lldb debugger unit testing working third party library apis social apis web integration soap rest json xml working implementation mobile application custom ui component thank much interest oaknorth happy role company identify match skill immediate recruiting need expect hear soon unable identify fit near term intend retain may future,"OakNorth Bank
4.1",Gurgaon,,
App Developer,requirement b m degree computer science engineering related subject 3 5 year proven working software working io published one io apps app store deep familiarity objective c swift cocoa touch,"HexaCorp LLC
3.4",Chennai,,
App Developer,technical requirement advanced programming knowledge swift io knowledge building apps like social medium apps functionalist industry leading apps able mimic exact design custom camera building custom layouting able build video image editing tool knowledge native io principle deep code customized organizational requirement able communicate analytical research thinking time commitment deliverable without compromising quality output educational requirement post graduation full time io 3 year required 3 year preferred io 3 year preferred education bachelor preferred programming language needed html required javascript required c required objective c required swift required visual basic required net required java required,Chakravuyha Software Technologies pvt Ltd,Hyderabad,"Salary: ₹400,000.00 - ₹500,000.00 per year",
App Developer,io developer min 2 year powai required description 2 year io app created least one app objective c proficient objectivec swift cocoatouch xcode interface builder git strong object oriented design able tounderstand server side software technology e g rest json php rdbms mysql etc solid grasp ofalgorithms memory management object oriented programming mvc design strong analytical andconceptual design strong problem solving testing anddocumentation skill plus 2 lac thousand 3 lac thousand p industry software application programming maintenance 2 4 year qualification bachelor degree key io developer io programmer profile name ibs hr consultancy email id intelact17 gmail,Intelact Business Solutions,Mumbai,Salary Range - Rs.2.5 - 3.5 Lakhs PA,
App Developer,description strong framework outside io always plus io generalist engineer background related technology plus disciplined approach documentation file structure strong visual design sense taste constant desire take thing higher understanding networking mobile network issue concurrency threading working internationalized apps responsibility design build advanced application io platform collaborate cross functional team define design ship feature bug fixing improving application performance continuously discover evaluate implement technology maximize efficiency published one io apps app store deep familiarity objective c cocoa touch working io framework core core animation core graphic core text third party library apis working knowledge general mobile landscape architecture trend emerging technology solid understanding full mobile life cycle responsible working different layer io apps help architect maintain native mobile application,"Panamon Technologies
4.6",Chennai,,
App Developer,knowledge apple guideline uploading app apple store disciplined self driven multi tasker analytical logical written verbal english thorough knowledge mvc architecture experienced objective c xcode ide io sdk core service medium cocoa touch framework sqlite mysql debugger code optimiser building apps communicate json xml restful service third party library service,eTatvaSoft,Ahmedabad,,
App Developer,cashkaro us leading technology like php mysql solr redis jenkins react native app selenium automation microservices passionate developer build world class product right must technically hand must objective c swift coding debugging using xcode instrument strong understanding building gui intuitive ux strong understanding io framework cocoa touch hand restful api integration hand design pattern performance optimization network memory battery efficiency hand core sdk feature specifically qr scanning push notification deep linking hand 3rd party tool integration google analytics branch io crashlytics firebase payment gateway integration strong understanding e commerce product basic knowledge version control system like git mercurial bitbucket interested candidate hr cashkaro,"CashKaro
4.2",Chennai,,
App Developer,currently search io developer motivated combine art design art programming capability take challenging project bring outstanding result qualification 1 6 year developing io mobile application worked multiple io project deep familiarity swift 3 4 5 io third party library apis familiarity restful apis connect io application back service hand flutter reactnative preferred familiar apple push notification working knowledge general mobile landscape architecture trend emerging technology solid understanding full mobile life cycle handling appstore app submission plus role responsibility design build application io platform performance quality responsiveness application unit test code robustness including edge case usability general reliability continuously discover evaluate implement technology efficiency,"Dexlock
4.8",Ernakulam,,
App Developer,swift objective c language api integration auto layout experienced health kit home kit home experienced vision framework video audio image editing processing augmented reality ar experienced iot spritekit scenekit machine learning mac o app opengl e watch o tv o blockchain cryptocurrency 2 5 year qualification,"IndiaNIC
3.6",Ahmedabad,,
App Developer,exciting experienced io developer immediate hiring native io mobile application product maintenance,"ZetAgile
5.0",Hyderabad,,
App Developer,iphone app developer leave swift impact user summary mobile application developer posse mobile technology application integration backend service io developer required app technical team design build quality responsive application io platform collaborate define design ship feature identify correct bottleneck fix bug help maintain code quality organization automatization knowledge app store distribution process requirement b tech mca graduate computer science proficient swift cocoa touch json xcode sqllite uikit developing hybrid app using latest framework like phonegap ionic framework working knowledge general mobile landscape architecture trend emerging technology io framework core core animation etc offline storage threading performance tuning familiarity restful apis connect io application back service knowledge web technology ui ux understanding apple design principle interface guideline performance memory tuning tool instrument familiarity cloud message apis push notification apply current ctc email address hr xieno use application form clicking apply,"xieno
4.9",Jaipur,,
App Developer,io application developer designing building advanced application io platform familiarity objective c cocoa touch io framework core core animation core graphic core text unit testing code robustness including edge case usability general reliability,Aagnia Technologies,Coimbatore,,
App Developer,1 strong knowledge oop concept knowledge apple xcode ide framework apis like foundation uikit cocoatouch apple human interface guideline strong knowledge objective c swift control basic knowledge coredata sqlite knowledge rest api integration familiarity io 10 newer o version analytical logical skill full time 10 000 00 000 00 per 1 year preferred total 1 year preferred io 1 year preferred education bachelor preferred programming language needed objective c preferred remotely temporarily covid 19,"CMexpertise infotech pvt ltd
4.0",Ahmedabad,,
App Developer,sr ios developer proficient objective c swift cocoa touch io framework core core animation facebook sdk google plus etc familiarity apis connect io application back service understanding apple design principle interface guideline xib storyboards segue related ui design auto layout parsing json fresher must done 6 training,Bright Roots Software Solutions,SAS Nagar,,
App Developer,summary io developer worked swift 1 year involve working variety android application iphone ipad apple tv iwatch entry expected experienced created least 3 io apps app store expected code debug troubleshoot provide guidance member along strong coding requires problem solving convert business requirement technical solution figure challenge roadblock required fulfill following criterion knowledge swift 3 must candidate without knowledge swift 3 automatically rejected cocoa touch fetching remote server json feed storing local storage login facebook google plus creating ui performance tuning working video playback working apple tv must least 3 apps apple play store checked application without least 3 reference apps automatically rejected must programming practice following dry approach keeping code structure optimised performance must able give reference apps store developed selected candidate called interview machine test negotiable depend skill mention current ctc application responsibility duty converting graphical ui io layout knowledge human interface guideline coding io apps ensuring compatibility app various device solving bug issue app independently aking performance optimisation app responsiveness crash required qualification must experienced io developer least 3 apps play store must least one year full time io developer must least bachelor degree candidate computer science background preferred full time required 1 5 year required education bachelor,"Ascentspark Software
4.4",Kolkata,,
