Job Title,Job Description,Company Name,Location
System Administrator,"Job Title: System Administrator
Job Location: Patna (Bihar)
Education: Full Time MBA/MCA/ M. Tech & B. Tech / B.E. from a reputed institute
Experience: Minimum 5 Year Domain Experience Certified System Administrator

Responsibilities:
Manage Servers and Domains through multiple product lifecycle environments, from development to mission-critical production systems.
Configure and maintain servers and processes, including monitoring of system health and performance, to ensure high levels of performance, availability, and security.

Skills:
5+ years System /Network Administration experience required Experience with Performance with backups, restores and recovery models Knowledge of High Availability (HA) and Disaster Recovery (DR) Familiarity with load balancing, firewalls, etc.
Proficient with network tools Experience with virtualization technologies, Excellent written and verbal communication Flexible, team player, get-it-done personality Ability to organize and plan work independently Ability to work in a rapidly changing environment.
Interested candidates can share their resumes on resume@dreamline.in
00-10.00 Years","Dreamline Technologies Private Limited
4.5",Patna Rural
System Administrator,"Designation
:
System Administrator

Location
:
Chennai

Experience
:
0-1 Yrs

No. of vacancies
:
2

Job Description
Roles & Responsibilities
Handling the Linux based cloud servers like Rackspace,AWS,Google cloud,Azure
Handling of SVN & LAMP Servers
Handling of Desktop & Networking related issue

Skill Sets
Knowledge about Linux Servers & LAMP technologies.
Knowledge about any of the following cloud servers like Rackspace, AWS,Google,Azure.
Completed RHCE course/certification.
Basic Knowledge about Networkings.
Basic Desktop trobleshooting knowlegde.","Infiniti Software Solutions
4.2",Chennai
IT Cloud Systems Administrator-SISW-Mentor,"During the current global health crisis, the
priority for Siemens Digital Industries Software is the health and wellbeing of
our entire community including current and future employees, which may add time
to our hiring processes. We appreciate your patience and invite you
to visit
our website to learn more about how Siemens is
responding to the pandemic.

IT Cloud Systems
Administrator focused on creating Customer Collaborative Environments
under strict security controls. The individuals tasks will require deep
understanding of infrastructure services available in AWS, Azure, and GCP and
its integration within a highly secure enterprise network.

Job Summary
We are looking for an IT Cloud Systems
Administrator who will be responsible for maintaining, executing and deploying
external cloud secure environments for various engineering divisions.
You will become an integral part of an
IT Global Cloud Team focused on creating Customer Collaborative Environments
under existing strict security controls.
The individuals tasks will require deep
understanding of infrastructure services available in AWS, Azure, and GCP and
its integration within a highly secure enterprise network.
Responsibilities and Duties
Help ensure high availability of
existing secure environments in external cloud space.
Use internal collaboration tools to
document efforts and resolution of customer issues.
Able to communicate with both internal
and external customers and have investigative type questioning to help resolve
their issues.
Use Linux and Windows skills to help
configure hosts in secure environments using existing best practices and
procedures.
Expected to deploy highly secure
environments and handle all aspects of driving the project to completion like
gathering all requirements, creating a schedule by setting expectations,
working with engineers in deploying specific software and providing proper
cloud infrastructure to handle specialized secure environment.
Work closely with other engineering
teams to ensure all aspects of providing a highly secure environment are met
prior to giving access.
Qualifications and Skills
DevOps: Ansible, Chef, Jenkins
Experience with the fundamentals of
Linux administration and scripting languages (e.g Shell scripts, Python)
Experience with Container platforms
Docker, Kubernetes, and OpenShift
Familiar with PowerShell scripting
Familiarity with data security,
firewalls, and best practices
Excellent problem analysis and
problem-solving skills
Ability to communicate clearly and
effectively with peers, partners and customers
Ability to develop and present technical
concepts to a business audience
Strong commitment to high quality work
and timely deliverables
Some project management experience
Excellent organizational skills and time
management
Education & Experience
Bachelors Degree in Computer Science,
Engineering or equivalent
5+ years related experience
Public cloud certifications
Experience with AWS Cloud formation,
Azure Automation
Experience in Google Cloud Services is a
plus
#LI-MGRP

Organization: Digital Industries

Company: Siemens Industry Software (India) Private Limited

Experience Level: Experienced Professional

Job Type: Full-time","Mentor Graphics
4.2",Pune
System Administrator,"System Administrator


Location : Hyderabad
Experience : 2 - 4 Years
Qualification : Any Graduate

Skills :
Experience in Widnows environment, Networking and Able to handle servers.
Direct the development, implementation and administration of all IT.
Perform Project management of IT initiatives.
Ensure timely and accurate delivery of technology products and services.
Description :
Manage multiple areas of technology and multiple departments.
Oversee hiring, staffing, training, disciplining and performance appraisals.
Preparation and management of operating and capital budgets.
Oversee new system facilitation, current system enhancements
Manage internal/external application upgrades.
Define and improve all system and network operations processes.
Negotiate contracts with manufacturers for all software, hardware and consulting services.
Create strategic goals and convert to easily implemented plans.
Manage external vendors relationships and services.
You can send your CV to resumes@imarks.in","IMarks Digital Solutions India
4.6",Hyderabad
System Administrator,"Greetings from Suntel Global !!!
We are looking for a System Administrator to maintain, upgrade and manage our software,
hardware and networks.
Resourcefulness is a necessary skill in this role. You should be able to diagnose and resolve
problems quickly. You should also have the patience to communicate with a variety of
interdisciplinary teams and users.
Your goal will be to ensure that our technology infrastructure runs smoothly and efficiently.

Responsibilities:
â€¢ Responsible for networking, design, installation and maintenance services.
â€¢ Creating and managing Users accounts
â€¢ Supporting users and network administrators face to face or on call or email.
â€¢ Maintain the companiesâ€™ network infrastructure.
â€¢ Installing and operating Windows Server and Client operating systems.
â€¢ Networking and providing support for Server and Clients Windows issues.
â€¢ Configuration and testing of any new hardware and software.
â€¢ Management of the daily data backup and retrieval scheme.
â€¢ TCP/IP networking and hardware maintenance and repair.
â€¢ Assisting the network manager with support requests.
â€¢ Training new employees.
â€¢ Ensure computer hardware is safe & complies with health and safety legislation.
â€¢ Good knowledge in Windows & Linux operating system.
â€¢ Reset/Change password of user account
â€¢ Installation of OS/printers full support.
â€¢ Backup support.

Requirements:
â€¢ Should posses deep knowledge about software and hardware installation and should be
thorough with solving issues relating to them
â€¢ Should have knowledge about firewall, Network troubleshooting etc.
â€¢ Capable of adapting to a variety of tasks and situations to deliver results.
â€¢ Multitasking under difficult and stressful conditions without compromising on quality
00-3.00 Years",Suntele Global Data Processing Private Limited,Pune
System Administrator,"Job Summary
Looking for System Administrator with 5yrs to 7yrs experience who is also willing to go on Field
2 wheeler mandatory
Responsibilities and Duties
USER ADMINISTRATION SETUP AND MAINTAINING ACCOUNT
GOOD KNOWLEDGE ON WINDOWS, SERVER ADMINISTRATION
PREPARING THE MACHINES AS PER THE CONFIGURATION MENTIONED IN THE P.O.
ATTENDING THE SERVICE CALLS RELATED TO SERVERS H/W RELATED ISSUES, WORKSTATIONS, DESKTOP, WI-FI AP, LAN AND LAPTTOPS AT CUSTOMER PLACE/IN HOUSE
SERVER DESKTOP AND LAPTOP H/W AND OS SUPPORT AND UP-GRADATION
PREVENTIVE MAINTENANCE OF PCs THAT INCLUDES CHECKING OF ALL HARDWARE AND SOFTWARE AS PER THE USERS REQUEST
MAINTAINING THENETWORK PRINTER, OUTLOOK, ERP-SERVER, TALLY SERVER, GOOGLE APPS FOR MAIL AND DATA BACK-UP
TROUBLE SHOOTING AND UPGRADING THE IN*HOUSE HARDWARE, N/W PRINTER AND NETWORK RELATED ISSUES
COORDINATING WITH SEO AND WEB DEVELOMENT BACKEND TEAM

Key Skills
SERVER MAKING READY THE H/W CONFIGURATION, RAID OF THE SERVER MAINTAING AND CONFIGURING OUTLOOK MAIL, PRINTERS TO THE USERS SUPPORTING FIELD ENGINEER MAINTAINING LEGAL MISCROSOFT SOFTWARE LICENSE USAGE ACCORDING TO THE CUSTOMERS USAGE REPORT KEEPING THE NETWORK UP AND RUNNING REPAIR EXPENDITURE & MOVEMENT PASSWORD & IDENTITY MANAGEMENT DOCUMENTATION IN FORM OF INTERNAL WIKI
Required Experience and Qualifications
Any Degree
With 5yrs 7 yrs experience
Interested candidates can call me Sushma Vimmidi @ 99452073016

Job Type: Full-time

Salary: ₹20,000.00 per month

Experience:
work: 3 years (Preferred)
total work: 3 years (Preferred)
Education:
Secondary(10th Pass) (Preferred)
Benefits:
Paid leaves / Leave encashment
Provident fund (PF)
Industry:
IT Operations & Helpdesk
Work Remotely:
Temporarily due to COVID-19","Sumo Technologies
3.7",Bengaluru
System Administrator,"Job Description

Must have strong experience in BizTalk Server and its run time Architecture.
Must have strong knowledge on BizTalk ESB framework
Must have hands on experience in Schemas, Maps, pipelines, Ports, Business Rules Framework.
Must have good experience on WCF, Restful services.
Must have in depth hands on knowledge in Orchestration, Activities, Promoted Properties, Orchestration Designers
Must have worked on BizTalk 2016
Must have hands on knowledge on SQL database
Strong Knowledge of OOPS Concept
Release management, administration ESB Architectural Views,
Tracking and Troubleshooting Applications BizTalk Administration
Deployment methodologies and Release techniques.
Knowledge of BAM Portal
Must have good understanding of BizTalk Issue trouble shooting
Good understanding on BizTalk performance monitoring and fine tuning
Must have worked on BizTalk development, UAT and production environment
Good team player and have capability to hand hold and help co-team members
Positive attitude towards and development

Experience – 5- 7 Years

Location – Mumbai- Goregaon","Lauren Information Technologies
4.1",Maharashtra
Systems Administrator,"Job Responsibilities:
Ensure IT systems operate reliably to meet needs of production,
Administration and support of Linux (CentOS primarily), Windows (Windows 7 and Server 2003/2008) and Macintosh desktop computers, involving both hardware and software troubleshooting,
Assist with maintaining health of renderfarm. Monitor existing servers that support our pipeline,
Maintain existing network and evolving where necessary; identifying problems and proposing a solution.
Provide support to the Unifi Media team, troubleshooting issues as they come up on a day to day basis,
Document IT processes,
Collaborate with other members of the technical department supporting the production of feature films,
Offer input into existing technologies and always work towards making a more robust technical infrastructure. Keep up to date with applicable technology for the VFX industry,
After hours and weekend availability when required by production.

Job Qualifications:
2 or more years of experience as a systems administrator in a heterogeneous environment. 70/20/10 split between Linux, Windows and Macintosh support,
Working knowledge of the M&E industry (VFX preferred),
Experience supporting (some, if not all of) Adobe, Nuke, Maya, Houdini, ZBrush, Mari and other related applications in a production environment,
Independent problem-solving, self-directed personality,
Strong familiarity enterprise storage servers. Unifi Media uses Isilon. Understanding of Avere FXT and how the Avere works,
Strong understanding of the following networking protocols and services: Active Directory, DHCP, DNS, NFS, CIFS/Samba, PXE.
Previous use of Extreme Networks switching equipment if applicable; otherwise understanding of enterprise level switch hardware, routing, VLANs.
Able to read and understand the Python language. Bonus points if you can write Python. Python is used across our pipeline and also used for to automate systems tasks. It's great.
Understanding of Nagios, Cacti and Ganglia; more importantly knowing how to use such tools to identify and solve problems,
Familarity with the MPAA Content Security Best Practices considered a plus.","Unifi Media
4.0",Bengaluru
System Administrator,"Primary Skills/Responsibilities

·
manages and administrate cloud-hosted infrastructure
and applications

(Office 365, Azure- OneDrive, SharePoint,
Exchange Online, Teams)

· Experience working with Microsoft Windows Server 2016,
2019, Windows 10

· Experience in Server Backup and Restore Operation.

· Provide support in performance monitoring, backup’s
alerts, reporting, and Root Cause analysis.

· Windows OS and application patching, patching WSUS /
SCCM

· End-Point protection Management (CrowdStrike, Windows Defender)

Secondary
Skills/Responsibilities

· Experience MSSQL, SCCM, IIS

· Experience working with VMWare Virtualization Platform.

· Experience administering ADDS, Azure Active Directory
and Azure Active Directory Connect, DNS, DHCP, GPO.

· Working with Mobile Device Management ( Intune / MaaS
360 )

B.E. / B/Tech. / MCA","Iris Software
3.9",India
Systems Administrator,"The candidate would be responsible for all hardware and networking related activities of the Company.
Skills Required : Minimum experience of 1 - 3 years in hardware & networking
Win9x/2000/XP and server technologies
Installation & management of desktops and servers and LAN & internet
Implementation of backup procedures and regular backups of critical data
Troubleshooting of all hardware and network related issues.","CyberSol Technologies
2.1",Mumbai
System Administrator,"Job Detail
Department

IT and Technical

Location

Jaipur

Qualifications

Post graduate in IT or technical

Experience

3 to 5 years

Job Requirements

This position is responsible for the oversight of all operations that involved the development and support of information systems.Server-side support Working with Windows LINUX and Solaris Server, Active Directory, DHCP, Backups, Antivirus, SQL Server, VMware ESXi 5.0. Installation and troubleshooting of VMware environment. Installation and troubleshooting of Linux and various open source applications. Installation and troubleshooting of Windows OS. Network support Working with LANs/WANs, Routers/Switches, firewalls DNS, TCP/IP, DHCP, Wi-Fi, VPN and P2P. Monitoring and fault finding for issues related to Firewalls (Cyberoam/Sonic Wall/Fortigate/Juniper) Server-side support Working with Windows LINUX and Solaris Server, Active Directory, DHCP, Backups, Antivirus, SQL Server, VMware ESXi 5.0. Installation and troubleshooting of VMware environment. Installation and troubleshooting of Linux and various open source applications. Installation and troubleshooting of Windows OS. Network support Working with

Job Requirements

This position is responsible for the oversight of all operations that involved the development and support of information systems.Server-side support Working with Windows LINUX and Solaris Server, Active Directory, DHCP, Backups, Antivirus, SQL Server, VMware ESXi 5.0. Installation and troubleshooting of VMware environment. Installation and troubleshooting of Linux and various open source applications. Installation and troubleshooting of Windows OS. Network support Working with LANs/WANs, Routers/Switches, firewalls DNS, TCP/IP, DHCP, Wi-Fi, VPN and P2P. Monitoring and fault finding for issues related to Firewalls (Cyberoam/Sonic Wall/Fortigate/Juniper) Server-side support Working with Windows LINUX and Solaris Server, Active Directory, DHCP, Backups, Antivirus, SQL Server, VMware ESXi 5.0. Installation and troubleshooting of VMware environment. Installation and troubleshooting of Linux and various open source applications. Installation and troubleshooting of Windows OS. Network support Working with","Hem Securities
4.1",Jaipur
Systems Administrator,"Rimini Street, Inc. (Nasdaq: RMNI) is a global provider of enterprise software products and services, the leading third-party support provider for Oracle and SAP software products and a Salesforce partner. The Company offers premium, ultra-responsive and integrated application management and support services that enable enterprise software licensees to save significant costs, free up resources for innovation and achieve better business outcomes. More than 2,000 global Fortune 500, midmarket, public sector and other organizations from a broad range of industries rely on Rimini Street as their trusted application enterprise software products and services provider.
The company is widely recognized by clients, leading industry analysts (including Gartner, Forrester, Constellation Research and Nucleus), and financial analysts as the leader in a large, fast growing market with tremendous upside and an extremely strong value proposition that resonates with CIOs and CFOs.
We actively seek a Systems Administrator resident in our Hyderabad, India office.
Rimini Street views all of our employees as partners, and is committed to providing an exciting, participatory and team oriented work environment. In addition to our very competitive compensation packages, be prepared for challenging professional growth and fun along the way in our work hard, play hard corporate environment.
Position Summary
The Systems Administrator will be responsible for supporting Druva, Office 365, SCCM infrastructure, Jamf and basic scripting. Additionally, this person will be responsible for supporting our primary data center, our Disaster Recovery site, global remote sites and users. Responsibilities will include management of VMware, Backups, Storage, Active Directory, Databases, Windows infrastructure, Alerts, Monitoring and IT tickets.
Systems Administrator must understand and adhere to company’s security policies and procedures.
Systems Administrator will be required to demonstrate a strong commitment to customer service and superior communication and organization skills essential in fostering excellent relationships with our team members and employees.
Essential Duties and Responsibilities
Manage and administer Druva
Manage and administer Jamf
Manage and administer O365
Microsoft System Center Suite – patch management, application packaging & distribution, troubleshooting, OSD, task sequencing, deployment testing, log files analysis and reporting
Must possess PowerShell scripting knowledge
Manage and maintain server, storage and virtual infrastructure which includes VMware, SRM, EMC and Dell SANS, Direct Attached Storage, Blade Servers
Proactively monitor, troubleshoot and report backups of VMs, Servers, Databases and Files Shares through Backup Exec, vRanger, Double-Take and Netwrix
Work closely with other departments to build and troubleshoot virtual systems
Proactively monitor and troubleshoot systems with Solarwinds and Nagios
Manage and maintain Servers, DFS, Active Directory, DHCP and DNS infrastructure
Load balance power and manage UPS and PDUs
On-call support as part of a rotation with the rest of the IT Systems team
Lead & timely completion and reporting on Projects
Off-hours maintenance support as needed
Other job-related duties and responsibilities that may be assigned from time to time

Location
Hyderabad, India
Education
Bachelor’s Degree in Computer Science or related field
Professional Certifications (MCSA, MCSE, CompTIA A+, VMware) preferred
MCTS SCCM Certification a plus
Experience
Experience with managing & administering Druva
4+ years systems administration experience
4+ years managing and administering O365
4+ years managing Microsoft's SCCM
4+ years experience developing scripts with PowerShell
4+ years of experience supporting MAC
Experience with InTune
Excellent SCCM troubleshooting skills
Advanced understanding of SCCM 2012/2016 Hierarchy
Ability to create Advertisement/Collections/Packages/Applications within SCCM 2012/2016 environment as well as reporting
Patch management experience
Experience with access control on O365 and managing various security configurations
Experience with deploying individual components within O365 (Teams, OneDrive, Planner, etc.)
Experience with Enterprise Backup software
Superior customer service skills
Advanced knowledge of Active Directory
MCSE and/or ITIL Certification Preferred
Okta experience a plus
Proofpoint experience a plus
Skills
Superior customer service skills

Rimini Street, Inc. (Nasdaq: RMNI) is a global provider of enterprise software products and services, the leading third-party support provider for Oracle and SAP software products and a Salesforce partner. The Company offers premium, ultra-responsive and integrated application management and support services that enable enterprise software licensees to save significant costs, free up resources for innovation and achieve better business outcomes. More than 2,000 global Fortune 500, midmarket, public sector and other organizations from a broad range of industries rely on Rimini Street as their trusted application enterprise software products and services provider.
The company is widely recognized by clients, leading industry analysts (including Gartner, Forrester, Constellation Research and Nucleus), and financial analysts as the leader in a large, fast growing market with tremendous upside and an extremely strong value proposition that resonates with CIOs and CFOs. According to Gartner, the third-party support market will grow to $1.05 billion by 2023, a 200% increase. With tight IT budgets and flat global economic growth, IT and procurement professionals are actively looking for proven methods to cut costs while improving service. Rimini Street enables organizations to free up budget for strategic business initiatives by delivering savings of up to 90 percent on total maintenance and support costs, and to date, the company has saved organizations over $5 billion in total maintenance costs since its inception.
Be Treated Like the Best
Rimini Street hires only the best – and provides the compensation, bonus and benefit programs appropriate for proven top-performing professionals. We want our employees to have an opportunity to share in the financial success that results from our dedication to service excellence, high-quality deliverables and an unparalleled client experience
No bureaucracy, thousand-page rule books or politics — just everyone working together to build a great company through service excellence and client success
Work hard, play hard environment – Rimini Street is a group of hard-working professionals who are passionate about achieving success, but we also enjoy opportunities to meet up at fun company events
We are also passionate about giving back to our communities around the world, with plenty of opportunities for volunteering and charity through the Rimini Street Foundation
All Rimini Street professionals are encouraged to grow and learn new skills
Accelerating Company Growth
Trading on Nasdaq under ticker symbol RMNI since October 2017
Added to the US Russell 2000® Index in 2018
Over 2,000 active clients, including 100 of the Fortune 500 and Global 100
2019 fiscal year revenue of $281.1 million, up 10.9% year over year
Expanded operations in Eastern Europe, Latin America, Southeast Asia and the Middle East in 2019
Launched the global availability of Application Management Services for Salesforce, SAP and Oracle
Recent Industry Recognition
Received 34 awards in 2019, including 24 awards for excellence in customer service from awards companies such as the International Stevie Awards, the American Stevie Awards, and the Stevie Awards for Sales & Customer Service
Honored with two gold Stevie awards for Company of the Year in 2019,
The Rimini Street Foundation also recognized with a Stevie award in 2019 for Corporate Social Responsibility Program of the Year
In 2019, Rimini Street also partnered with 68 charities around the world through the Rimini Street Foundation, providing financial contributions, in-kind donations and more than 800 employee volunteer hours, and expanded its charitable work to Germany and Taiwan.
To learn more about how Rimini Street is redefining the enterprise software support industry, visit http://www.riministreet.com
Rimini Street is committed to creating a diverse environment and is proud to be an Equal Employment Opportunity Employer. All qualified applicants will receive consideration for employment without regard to age, race, color, religion, national origin, sexual orientation, gender or gender identity, disability and protected veterans status or any other characteristic protected by law.
Please Note: Rimini Street does not accept resumes submitted by recruiting/staffing firms unless specifically requested by Human Resources. Unsolicited resumes will be ineligible for referral fees.","Rimini Street, Inc
3.3",Hyderabad
System Administrator,"Job Description :
Establishes system by planning and executing the selection, installation, configuration, and testing of PC and server hardware, software, LAN and WAN networks, and operating and system management systems
defining system and operational policies and procedures
Maintains system performance by performing system monitoring and analysis, and performance tuning
troubleshooting system hardware, software, networks and operating and system management systems
designing and running system load/stress testing
escalating application problems to vendor
Securing IT systems at all levels and make sure all adhere to company compliance policy
Upgrades system by conferring with vendors and services
developing, testing, evaluating, and installing enhancements and new software
Updates job knowledge by participating in educational opportunities
reading professional publications
maintaining personal networks
participating in professional organizations
Protects organization's value by keeping information confidential
Accomplishes organization goals by accepting ownership for accomplishing new and different requests
exploring opportunities to add value to job accomplishments
Providing the Helpdesk support to End Users
Require Skills :
Hands on experience with Windows Server 2008/2008R2 and Windows 7
Good Knowledge of Microsoft Technologies like Exchange 2007/2010, Active Directory, DNS,DHCP, Office Communication Server 2007 R2, SharePoint 2010, IIS 7/7.5, SQL 2008 and Terminal Server
Working experience with IIS 7/7.5 and SQL 2008
Knowledge of firewall, LAN/WAN connectivity
Certification like MCP, MCSE, MCSA, MCITP (Preferable)","Insigno Quipment Technologies
2.5",Ahmedabad
Systems Administrator,"Job Title: Systems Administrator

SCOPE

Provides basic installation, configuration, daily administration and monitoring of hardware, software and services as assigned. Documents activities, hardware and software, and other relevant record keeping. Performs basic troubleshooting of hardware, software and services. Communicates effectively and timely with support from vendors and supervisors while troubleshooting and performing job duties.

ACCOUNTABILITIES

Technical concepts, procedures and standards Ability to identify and troubleshoot server hardware and software problems in a timely manner. Conduct research, basic analysis and follow standards to move, add, or change hardware or software. Maintain systems to optimize performance and uptime.

Technical Support Perform basic debugging, troubleshooting and problem solving both independently as well as with the help of other support resources with least impact to business performance. Participate in disaster recovery planning and testing. Be available for providing after-hours/weekend/holiday production support when called upon. May provide support on a 24-hour basis by participating in the on-call rotation.

Establish and meet deliverables Should possess the ability to produce a project plan and timelines. Required to learn and use good time management skills to establish and meet SLAs and project deliverables. Work with more senior team members and vendors to ensure stakeholders are informed and provided timely updates and resolutions.

Technical Design and Architecture Should be able to understand the fundamentals of setting up and maintaining physical and virtual server hardware, operating systems, applications, networking, and storage. Possess the aptitude and the willingness to learn and grow understanding, architecture, and complex problem solving skills.

Multitasking & Prioritizing Present the ability to work on multiple priorities. Seek guidance where applicable to help prioritize multiple priorities.

Communications Skills Ability to effectively communicate both verbal and written technical and non-technical communication. Proactively uses good business judgment and communications to keep IS Management informed regarding status, risks, obstacles, and other related information.

Leadership Skills A positive attitude, good teamwork, professionalism & interpersonal skills, proactively seeking solutions, taking initiative where necessary. Ability to take and follow direction.

QUALIFICATIONS

EDUCATION & EXPERIENCE

Bachelor’s Degree in Computer Science or related field.

3-5 years of experience working with server hardware, software, and applications 0-2 years of experience working with virtualization, security, user authentication and management 2-4 years of experience with networking, backup, and storage technologies 0-2 years of experience with desktop operating systems and office applications

SKILLS & CERTIFICATIONS
Maintain current and basic knowledge of common physical and virtual server hardware and software environments and trends · Ability to communicate technical information to non-technical audiences (verbally and written). Establishes and maintains effective relationships with business associates. · Ability to provide level 2 support · Strong ability to troubleshoot and resolve issues with the help of available support or otherwise to ensure least impact to business functions. · Able to perform hardware and software improvements, upgrades, and repairs as directed. · Perform security and hotfix updates to Operating Systems and Applications. Good technical skills on Cohesity or other backup technologies, Good technical writing skills for developing and maintain all relevant documentation. Assist with establishing and maintaining and meeting service levels · Possess good judgment of how technology impacts business performance
Perform asset management, including maintenance of server component, inventory and related documentation and technical specifications information. · Administer and maintain end user accounts, permissions, and access rights. · Creates optimal server infrastructure in support of new applications by researching and recommending hardware/software technologies in support of application requirements. · Possess strong customer service skills · Able to maneuver in, under, and around work areas and Data Center as needed to install equipment. · Able to reach, lift and carry items weighing up to 40 pounds
This is a summary of the primary accountabilities and requirements for this position. The company reserves the right to modify or amend accountabilities and requirements at anytime at its sole discretion based on business needs. Any part of this job description is subject to possible modification to reasonably accommodate individuals with disabilities.","Mouser Electronics
3.5",Bengaluru
System Administrator,"Experience: Upto 2 yr

Role & Responsibility
Installing and configuring computer hardware, operating systems and applications.
Monitoring and maintaining computer systems and networks.
Troubleshooting system and network problems and diagnosing and solving hardware/software faults.
Good English Communication skills
Red Hat Certification will be added advantage.","OpenSource Technologies
4.0",New Delhi
System Administrator,"Position: System Administrator

No. of positions: 3

Location: Ahmedabad

Qualifications: Graduate and above

Experience: 2+ years on Windows & Linux

Key Responsibilities and required skills:

· Linux experience along with debugging skills

· Proven track record of administering Windows 2012/2016 and Microsoft Exchange Server

· Well versed in Firewall topology (Cisco & Sophos UTM)

· Experience of working with different Linux Distro

· Understanding of computer networks and VMs

· Experience with VMware ESXi and the vSphere client for creating and cloning virtual machines

· Experience on Log management and vulnerabilities product

· Hands on experience on Shell Scripting

'Nice to have' skills:

· Technical writing, good oral/written communication skills

· Strong initiative and ability to work in a self-directed manner

· Ability to multi-task and manage multiple priorities in a fast-paced environment

Job Type: Full-time","Musikaar
3.5",Ahmedabad
System Administrator,"Job Summary
Work with highly experienced US team.
Work on setting up Azure systems for clients
2+ years’ experience in complex data center environment (Cloud Azure)
Expertise in deploying Application Server
Work under rotational shifts
In depth understanding of TCP/IP LAN/WAN networking technologies and troubleshooting techniques.
Good knowledge of virtualization technologies
Experience with configuring business-class firewalls and VPNs
Excellent English communication skills
*
Responsibilities and Duties*
The candidate should have knowledge of Networking.
MCSE Certified, Active CCNA a plus.
Understanding of network protocols like http, https, snmp, dns, dhcp, vlan and vpn
In depth knowledge of following concepts: Load balancing, fail-over, Cloud Computing, Network Security
Ability to solve desktop/Laptop related issues.
Must have hands on experience with Network equipment i.e router, switches, modem, access point, bridge, firewall.
Monitor network performance and troubleshoot problem related to LAN, WLAN
Previous experience working for a managed services IT firm a plus.
Windows Server (2008 to 2012) with AD and DNS.
IIS server installation and maintenance.
Troubleshooting of web application and server related issue.
SQL server Database backup / restore and related rights.
Excellent organizational skills, and oral and written English communication skills.
Job Timings
5 working days/week
Shift Timings: 4:00 p.m to 12:00 a.m
12:00 a.m to 8:00 a.m
Apply: hr@ bluegreytech.com

Job Type: Full-time

Salary: ₹12,000.00 - ₹30,000.00 per month

Experience:
system administration: 2 years (Required)
Education:
Diploma (Preferred)
Work Remotely:
No",Bluegrey Technologies India Pvt. Ltd.,Vadodara
Systems Administrator,"Location: India - Service Line: IT Consulting(Offshore Delivery Center)

Description
Manage all aspects of system/application engineering including problem-solving, configuration and implementation efforts for large/complex projects with an emphasis on operational excellence and continuous improvement of systems engineering-related processes and procedures
Manage a team of analysts in the execution of systems administration and implementation of engineered systems
Plan, architect solutions, document procedures and coordinate systems software and hardware activities. Manage local and remote team members and their clients, including team members and customers
Operate as the primary resource on a project, through planning, resource allocation, conflict resolution, project negotiation, and reporting. This individual should be able to manage the application through its entire lifecycle
Flexibility to work in a dynamic fast paced environment with rapid technology changes and complex customer demands",Technovatrix,India
System Administrator,"Job Description – System Administrator

We are looking for a System Administrator to maintain, upgrade and manage our software,

hardware and networks. Resourcefulness is a necessary skill in this role. You should be able to

diagnose and resolve problems quickly. You should also have the patience to communicate with a

variety of interdisciplinary teams and users. Your goal will be to ensure that our technology

infrastructure runs smoothly and efficiently.

Responsibilities

➢ Support LANs, WANs, network segments, Internet, and intranet systems.
➢ Maintain system efficiency. Ensure design of system allows all components to work properly

together.
➢ Develop and maintain installation and configuration procedures.
➢ Troubleshoot problems reported by users.
➢ Maintain network and system security.
➢ Monitor networks to ensure security and availability to specific users.
➢ Evaluate and modify system's performance.
➢ Maintain integrity of the network, server deployment, and security.
➢ Maintain network facilities in individual machines, such as drivers and settings of personal

computers as well as printers.
➢ Responsible for AD, ADC, DNS, DHCP in Windows Platform.
➢ Maintain network servers such as file servers, VPNgateways, etc...
➢ Administer servers, desktop computers, printers, routers, switches, firewalls, phones,

personal digital assistants, smartphones, software deployment, security updates and
patches.

➢ Perform daily backup operations, ensuring all required file systems and system data are
successfully backed up to the appropriate media, recovery tapes or disks are created, and
media is recycled and sent off site as necessary.

Requirements:
➢ Bachelor’s degree, with a technical major, such as engineering or computer science
➢ Familiarity with various operating systems and platforms
➢ Resourcefulness and problem-solving aptitude
➢ Excellent communication skills

Experience: 0-2 yrs
Job Location: Vijayawada",Kal Informatics,Vijayawada
Systems Administrator,"E-mail resume to : contact@lvl237.com
Systems Administrator(0-1)years
BE/B.Tech (CSE, IT, ECE only) or MCA passed out in 2012/2013/2014

Strong Knowledge on Installing & Configuring OS on the Servers and Clients.

Versioning System Server side as SVN and client side as TortoiseSVN.

Managing FTP Server & Web Services

Presentation and documentation skills.",LVL237,India
