Job Title,Job Description,Company Name,Location
Research Analyst,"B.E ( Mech/ Electronics/ Elec/ IP/CSE) with min 3 yrs experience
Experience in an analytical role in the Quality Assurance function preferred
Business analysts in any of the Amazon teams who have a flair for data crunching and generating innovative reports that drive actions
Prefer candidates with similar experience in Tier1 Auto-component/ Automotive Manufacturing/ Electronics Industry
Use of Excel and Mcros to simplify reports
Strong analytical & communication skills
Knowledge of basic SQL
At Amazon, we strive to be Earth’s most customer-centric company where people can find and discover anything they want to buy online. We hire the world’s brightest minds, offering them an environment in which they can relentlessly improve the experience for customers. Innovation and creativity are built into the DNA of the company and are encouraged at all levels of employment. Every day we solve complex technical and business problems with ingenuity and simplicity. We’re making history and the good news is we’ve only just begun

Job Title: Research Analyst ( ICQA)

Location: Del5

Summary:
Amazon is a highly data driven company highly obsessive about metrics. The Data analysts play a crucial role in creating unique reports from data available in multiple locations and providing vital insights into the root cause of quality defects and inventory adjustments.

Job Deliverables:
Daily/ weekly/ monthly Research activities: Data mining and understand the reasons for Quality Defects
Prepare and publish daily/ weekly/ monthly reports on inventory quality ( IRDR/ Large adjustments/ Unmatched X, Top20 reports/ HRV adjustments etc)
Bin Management and control ( creation/ addition/ deletion/ bin locks)
Conduct daily training and also will be responsible to conduct daily skill huddles
Quality Feedback to associates
Stand-in for Process Associate and the Area Manager
Skills required:
Knowledge of problem solve tools
Good in math and data analytics
Proficiency in MS Excel ( knowledge of macros an added advantage)
Basic Qualifications
B.E ( Mech/ Electronics/ Elec/ IP) with min 4-5 yrs experience
Experience in an analytical role in the Quality Assurance function preferred
Business analysts in any of the Amazon teams who have a flair for data crunching and generating innovative reports that drive actions
Prefer candidates with similar experience in Tier1 Auto-component/ Automotive Manufacturing/ Electronics Industry
Preferred Qualifications
. Experience in troubleshooting/ problem-solving desired
Strong analytical, math, data analysis, listening & communication skills
Experience in analyzing shop-floor processes and trends and recommending improvements
Knowledge of SQL/ Visualbasic is an added advantage
Use of macros to simplify reports
Internal Job Description
Job Deliverables:
Daily/ weekly/ monthly Research activities: Data mining and understand the reasons for Quality Defects
Prepare and publish daily/ weekly/ monthly reports on inventory quality ( IRDR/ Large adjustments/ Unmatched X, Top20 reports/ HRV adjustments etc)
Bin Management and control ( creation/ addition/ deletion/ bin locks)
Conduct daily training and also will be responsible to conduct daily skill huddles
Quality Feedback to associates
Stand-in for Process Associate and the Area Manager
Skills required:
Knowledge of problem solve tools
Good in math and data analytics
Proficiency in MS Excel ( knowledge of macros an added advantage)
Daily/ weekly/ monthly Research activities: Data mining and understand the reasons for Quality Defects
Prepare and publish daily/ weekly/ monthly reports on inventory quality ( IRDR/ Large adjustments/ Unmatched X, Top20 reports/ HRV adjustments etc)
Bin Management and control ( creation/ addition/ deletion/ bin locks)
Conduct daily training and also will be responsible to conduct daily skill huddles
Quality Feedback to associates
Stand-in for Process Associate and the Area Manager
Experience in troubleshooting/ problem-solving desired
Experience in analyzing shop-floor processes and trends and recommending improvements
Knowledge intermediate/advance SQL/ VBA/Visualbasic is an added advantage",ASSPL - Haryana,Gurgaon
Research Analyst,"To work on research projects that will take a few days to several weeks to complete and involve gathering, analyzing, synthesizing and presenting information and data using structured methodologies and frameworks.

Job Responsibilities:
Preparation and analysis of financial models (forecasting financial statements; valuation models; market sizing etc.)
Preparing valuation models using DCF, comparable company valuation, EVA analysis, etc.
Assist clients and/or other research delivery team members in articulating and refining research requests and projects
Craft effective search strategies and gather relevant information and data leveraging a broad set of resources Utilize both secondary and primary research sources and techniques
Organize, analyze, synthesize and/or summarize data and information using appropriate analytical methodologies and frameworks. Conduct quantitative analysis (e.g., statistical analysis, financial data analysis, etc.) as necessary
Communicate research results through the creation of structured end-products (memos, spreadsheets, reports, presentations, etc.)
Complete ad hoc research, knowledge building and business development projects as necessary
General Qualifications:
To perform this role successfully, an individual must be inquisitive and have superior problem-solving, analytical and quantitative skills. An established track record of creatively retrieving and analyzing complex business information as well as an ability to synthesize information from diverse sources and present findings in a clear and concise fashion are a must. Excellent communication (both written and verbal) and interpersonal skills are required. Experience managing multiple simultaneous projects with demanding deadlines in a team setting is strongly preferred.

Education:
MBA(Full time)

Experience:
Two or more years of experience, ideally with a research organization

Remuneration:
Competitive

Location:
NCR",Manish Kapoor & Associates,New Delhi
Research Analyst,"0 - 1 Years
Nasik
Job Description
Duties
Responsible for researching, analyzing, interpreting, and presenting data related to markets, operations, finance/accounting, economics, customers, and other information
Conduct research across a wide range of assignments.
Create data dashboards, graphs and visualizations.
Gather, understand and document detailed business requirements using appropriate tools and techniques.
Identify areas to increase efficiency and automation of processes.
Create and follow various process documents such as SOPs and checklists.
Required Candidate profile

Required Skills / Abilities
Excellent research and analytical capabilities with very good understanding of financial concepts.
Knowledge of tools and techniques for data analysis
Ability to scope, structure and deliver work with a clear visibility of timelines.
Knowledge of data modelling, data cleansing and data enrichment techniques.
Ability to carry out data quality control, validation and linkage
Ability to produce clear graphical representations and data visualizations
Good verbal and written communication skills.
Keyskills
Financial Concepts
Secondary Research
advanced excel
Market Research
communication skills
Desired Candidate Profile
Please refer to the Job description above

Education-

PG:MBA/PGDM - Any Specialization

Company Profile

DECIMAL POINT ANALYTICS PRIVATE LIMITED

Decimal Point Analytics is a technology-enabled Data and Analytics company focussed on the Financial Services Industry.","Decimal Point Analytics
3.6",Nashik
Sr Tax Analyst,"Senior Tax Analyst:

Responsibilities:
A senior is responsible for various compliance work related to US Corporate Income Tax and provide high quality work on every project.
Responsibilities will include working on the Quarterly and Year End Tax provision.
Provide inputs on the engagement decisions including work plan, timeline of work.
Understand the process in whole and articulate your part in the task performed.
Keep updated with the technical developments in your domain.
Identify and elevate issues timely.
Develop an in depth understanding of basic tax concepts.
Strong written, verbal and research skills with the ability to work independently as well as with a team.
Preparation of Tax related Journal Entries.
Assisting with drafting Quarterly and Annual Footnote Disclosures.
Maintain Quarterly TARF rollforwards.
And Other Duties as assigned.
Behavioral / team skills
Improvement Mindset
Exceptional communication skills.
Strong Analytical ability.
Target driven and customer focus.
Technically Skills:
Knowledge of OneSource Tax Compliance
Knowledge of SAP
Knowledge of OneSource Tax Provision
Ability to think outside of the box and work through issues
Willingness to learning more about Indirect Taxes (Sales and Use and VAT).
Big 4 experience is a plus.
Infinera is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, religion, color, national origin, sex, age, status as a protected veteran, or status as a qualified individual with disability. EEO Employer/Vet/Disabled.","Infinera
3.5",Bengaluru
Research Analyst,"Male or Female

Having completed P.hd in Molecular Biology or Life Sciences

with minimum of 2 to 4 years of experience in a Diagnostic Lab

having experience in the following technical parameters

PCR, qRTPCR, Prime & Probe Chemistry and ELISA

Job Type: Full-time

Experience:
3: 2 years (Preferred)
4 years: 2 years (Preferred)
Education:
Doctorate (Required)
Work Remotely:
No",Pravritti Consulting services P Ltd,Chennai
Junior Research Analyst,"Keep abreast with sector trends, make an assessment of the impact on individual companies and fund portfolios, and inform fund managers in a timely fashion

Meet company managements, attend analyst meets, conference calls, interact with sell-side research analysts and peer group

Identify investment opportunities in assigned industry sectors and make appropriate portfolio recommendations

Will be responsible for providing multi sector research inputs to the CIO and Fund Managers.

Qualification & Skillsets

B Com graduate from reputed college / university. MBA (Finance) would be an added benefit.

Industry : BFSI Job Locations : Mumbai Traits Required:
Person should be self-motivated, ambitious, open-minded and dynamic, demonstrating the ability to work within a multicultural team.

Understanding of financial modeling and application of business valuation theories.

A prior equity research background will be an added advantage.

Excellent verbal and written English communication and presentation skill.

Should be an organized person.

Who can apply :
Excellent in analytical skills

Extremely good in communication skills – verbal & written

Well versed with MS office applications especially in EXCEL, Projects etc.

NA Salary & Benefits offered: Will be discussed during interview. Gender: No preference Age: Upto 30 years",Boi Axa,Mumbai
Research Analyst,"We pride in the fact that in our firm we have no glass ceilings or hindrances to personal growth. We encourage our employees to map out a personal growth chart before we place them in their respective departments or practices. We are an equal opportunity employer. Our policies help you redefine your workspace. We offer you not just a place to grow but also a place where you have intellectual freedom.

How to apply

To assist in finding you, we use a combination of interviews and psychometric assessments.
Our recruitment is not based solely on academic achievements. We are seeking to appoint candidates who satisfy a broad range of criteria in terms of their ability to make a positive and on-going contribution to the organization.
Although the precise timeline, number of steps, and evaluation process do vary somewhat according to the position being filled, the standard process for most positions is as follows:
Application: Mail your Resume and Cover letter to hr@archerongroup.com with the Job Code in the Subject line. You will need to attach your resume and any other supporting documents required for the job description.

Interviews: The interview process is an opportunity for you to get to know our organization, clarify the opportunities available to you, and explore your technical knowledge. Interviews will take place with a representative from HR, our businesses verticle, or a combination of both. The type of interview does vary across the department s. For example, applicants for the management consulting division will be subjected to case interviews and guess estimation problems.

Assessment: Psychometric assessment is a normal part of the selection process at our firm, providing additional objective, reliable, and relevant information about the likelihood of job success and satisfaction.
Research Analyst Job Code: RA023
Candidates should possess a noteworthy quantitative analytical ability. This position will allow you to gain industry knowledge across a broad spectrum of industries.

Responsibilities

Assist in developing research and undertaking analysis across a range of products
Conduct supplier and industry assessments, identifying and evaluating potential suppliers
Stakeholder engagement and scenario analyses
Produce data to support product and/or business development
Manage proposals, contracts, and relationships with vendors to acquire the appropriate information to be able to develop forecasting models
Assist with business plan development
Project management of programs for the Business Units, eg.Strategy implementation",Archeron Group,Bengaluru
Research Analyst,"Experience: Above 1 Years

Skill:Responsibilities of this role include providing initial troubleshooting of the tool set used to create structured search features products and escalate issues as appropriate. Organize vertical products that are ready for launch in regular cycles under critical deadlines with the highest launch approval standards, and with end to end support from research, product quality, localization, and working across vendor teams located in remote areas on a continuous pipeline of search features and products. You will have a multi-faceted role working across different projects giving feedback and QA support using a tool set to create and configure implementations and tune performance. You will interact with engineers, product managers and program managers, in addition to the contractor team.",infledge,Bhopal
Data Analyst,"Work Location: Chennai

Required Experience: 3 - 5

Job Description:
Knowledge on R Programming, VBA, Macros
Proficient in Microsoft excel with exposure on Pivot tables, Vlookup, logic formulas
Presenting various analysis and reports to the management as and when required
understanding of Marketing and the importance of clean/ accurate lists.
Understanding of data privacy & compliance (ie: GDPR)
Demonstrated experience in design, develop and maintain BI reports, optimizing efficiency in manipulating data and writing complex queries
Build an understanding of business and operational strategies and identify critical metrics required to support those strategies
Experience in working with large datasets,derive insights and present information through visualization and reports","iKomet Technology Solutions
4.8",Chennai
Business Analyst,"Excited to make data based recommendations for a growing business? Join us as a Business Analyst to deliver analytics and insights for Amazon's Selection Monitoring team.

Amazons Selection Monitoring team is responsible for making the biggest catalog on the planet even bigger. Within the Selection Monitoring team, we are looking for a business analyst who will be responsible for performing analysis on large volumes of data, synthesizing the analysis into business insights and communicating the findings to various stakeholders.

Responsibilities include:
• Identify, develop and execute data analysis to uncover areas of business opportunity
• Learn and understand a broad range of Amazons data resources and know how, when and which data sources to use.
• Deep dive into massive data sets to answer key business questions using MS Excel, SQL and other data manipulation languages.
• Build new reports/dashboards to enable emerging business use cases
• Partner with Data Engineering team to ensure timely upgradation to new data technology
• Present written recommendations and insights to key stakeholders that will help shape effective selection expansion strategies worldwide
• Manage and execute entire projects or components of large projects from start to finish including project management, data gathering and manipulation, modeling and problem solving.


Basic Qualifications

· Bachelors degree in Engineering, Statistics, Mathematics or similar quantitative discipline
· 2-3 years of experience in hands on analytics: building data pipelines using SQL, reports in Excel, dashboards in tools like QuickSight
· Strong Analytical skills has ability to start from ambiguous problem statements, identify and access relevant data, make appropriate assumptions, perform insightful analysis and draw conclusion relevant to the business problem
· Communication skills ability to communicate (written and spoken) in English. Demonstrated ability to communicate complex technical problems in simple plain stories. Ability to present information professionally & concisely with supporting data.
· Ability to work effectively & independently in a fast-paced environment with tight deadlines.
· Ability to engage with cross-functional teams for implementation of project/program requirements

Preferred Qualifications

· Proficient with statistical tools like R and statistical techniques like Regression, Cluster Analysis","Amazon
4.3",Chennai
Research Analyst,"Responsibilities:

Provide strong reporting and analytical information support to the management team.

Navigating client portals

Insert customer and account data by inputting formatting text using ms word wildcard searches from source documents within time limits

Review data for deficiencies or errors, correct any incompatibilities if possible and check output

Compile, verify accuracy and sort information according to priorities to prepare source data for client backend

Requirements:

Proficiency in MS Office

Internet navigation & keyboard typing skills

Good written & verbal communication

Shift: Night (6pm - 3am)

Experience: 0 - 1 year

Salary: up to 15k/month

Job Type: Full-time

Salary: ₹10,000.00 - ₹15,000.00 per month

Experience:
data management: 1 year (Preferred)
Education:
Bachelor's (Preferred)
Work Remotely:
Temporarily due to COVID-19","Tech2Globe Web Solutions
4.5",Pitampura
Research Analyst,"NISM Certification compulsory.
Excellent Knowledge of technical software
Able to give profitable tips to client in worst market condition.
Able to give consistent performance in all segment i.e. INTRADAY, Equity, Stock Cash, STBT/BTST, Bullion, Agri, etc.
Sound Fundamental knowledge.
Before giving tips very good home work of share market is being required daily.
Accuracy rate should not be less than 85-90 %.
Preparing research reports like Daily Report, Daily Track sheet, etcGive Intraday Profitable Calls, Prepare Daily Reports / Track sheet.
Generating intraday trading recommendations in Equities/Commodities
Developing trading strategies based on technical calls
Knowledge of forecasting techniques and valuation methods
Ability to quickly turnaround a potential idea / story into a research report
Conduct comprehensive industry research and analysis.
Prepare and deliver Industry and Sector Research in their Areas of Specializations.
For Apply Send Your CV at career@capitalheight.com","Money CapitalHeight Research
4.8",Indore
Research Analyst,"NISM Certification compulsory.
Excellent Knowledge of technical software
Able to give profitable tips to client in worst market condition.
Able to give consistent performance in all segment i.e. INTRADAY, Equity, Stock Cash, STBT/BTST, Bullion, Agri, etc.
Sound Fundamental knowledge.
Before giving tips very good home work of share market is being required daily.
Accuracy rate should not be less than 85-90 %.
Preparing research reports like Daily Report, Daily Track sheet, etcGive Intraday Profitable Calls, Prepare Daily Reports / Track sheet.
Generating intraday trading recommendations in Equities/Commodities
Developing trading strategies based on technical calls
Knowledge of forecasting techniques and valuation methods
Ability to quickly turnaround a potential idea / story into a research report
Conduct comprehensive industry research and analysis.
Prepare and deliver Industry and Sector Research in their Areas of Specializations.
For Apply Send Your CV at career@capitalheight.com","Money CapitalHeight Research
4.8",Indore
Research Analyst,"Responsibilities and Duties
Job Responsibilities
Working from customer lists and/or database, make outbound follow-up calls to client's existing customers or prospects to qualify leads and sell products and service contracts
Direct Interaction with customers over the Phone
Data mining for contacts and cleansing existing database
Engage in significant conversations with key decision makers and business owners to promote the services
Achieve Productivity requirements and performance delivery as outlined by Operation scorecard
Handling customers and educating them on the whitepaper
Actively profile all customers and use effective telephone selling skills to promote client's products
Build and maintain an accurate customer/prospect database by profiling and capturing relevant customer/prospect information
Qualifications and Skills
Education: Undergraduate, Graduates, Post graduates for any stream can apply
Eligibility Criteria
Effective Verbal and Written Communication skills in English
Prior inside sales/marketing experience will be an added advantage
Flexible to work in a 24X5 environment
Structured thought process
Self-driven
Benefits
Medical & Accidental Insurance
Free dinner
Salary - Excellent Hike on current CTC
Work Timings-
US Shift - 6:30 PM to 3:30 AM IST
Pick and Drop Provided for US shift only.
**
Fixed Saturday-Sunday Off
Office Address
Flexisales Marketing Pvt Ltd,
Tower- A,Ground Floor ,
Business @ mantri,viman nagar,
ahead of phoenix market city mall nagar road.
Landmark-Four Points Sherton Hotel.
Interview Time : 5 pm - 9pm (Monday -Friday)
Job Type: Full-time
Salary: ₹13,000.00 - ₹35,000.00 per month
Experience:
work: 1 year (Preferred)
total work: 1 year (Preferred)
Education:
Secondary(10th Pass) (Required)
Industry:
Marketing
Work Remotely:
Temporarily due to COVID-19","Flexisales Marketing Pvt. Ltd.
3.2",Maharashtra
Analyst,"Job Title: Analyst

Location: Chennai

A member of Wholesale Lending Operations , reporting to the Team Manager in EMEA/US space and responsible for supporting Credit Managers, RDs /RSMs, Case Managers who are developing and maintaining relationships with a portfolio of Corporate customers and connected Personal customers.

Pro-actively driving cases to drawdown in order to meet client timelines and expectations whilst ensuring all regulatory/internal & legal procedures are adhered to.

Proactive collaboration/partnership with key processing areas e.g. Credit/Product/sales etc. to ensure completion of cases - This includes high value drawdown is achieved within client timescales

Proactive collaboration with Relationship points, Credit and others to ensure client requirements are met and the Banks position is safeguarded

Act as resolution point between relationship teams and processing teams Own any issues and mange them through to resolution

Provide expert support and advice to Case Managers and colleagues/Check submissions against sanction to ensure that the Banks position is safeguarded.

Support the end-to-end lending process with drawing / marking of new facilities. Deal with complex and standard requests to agreed levels of accuracy and efficiency using automated or manual systems and equipment. Ensure that Service Level Agreements are met and operational performance is optimised.

Support continuous improvement of the operational process and the development of Best Practice. Suggest ideas to improve systems and processes where necessary and evaluate the benefits and risks of such proposals

Action queries relating to drawing / limit marking of facilities. Liaise with other areas of the Bank responsible for maintenance of limits and accounts outside Branch Accounting

What will you be doing?
Act as a subject matter expert by developing excellent understanding of procedures
Working in partnership with the other Lending Operations teams and Coverage to ensure that we provide a joined up service to our customers at all times
React quickly to urgent requests and perform maker activities
What were looking for:
Good communication skills and flexibility to manage change
Equipped at using MS Office tools such as Excel, Power Point, Word, Access
Passion to add value to the business through strong analyses and recommendations
Skills that will help you in the role:
Aptitude to work in a variable business environment, periodically requiring tight deadlines and aggressive turn-around times
Flexible with working in shifts
Graduate/Post graduate (any discipline)
Where will you be working?
Chennai
Be More at Barclays

At Barclays, each day is about being more as a professional, and as a person. Be More @ Barclays represents our core promise to all current and future employees. Its the characteristic that we want to be associated with as an employer, and at the heart of every employee experience. We empower our colleagues to Be More Globally Connected, working on international projects that improve the way millions of customers handle their finances. Be More Inspired by working alongside the most talented people in the industry, and delivering imaginative new solutions that are redefining the future of finance. Be More Impactful by having the opportunity to work on cutting-edge projects, and Be More Valued for who you are.

Interested and want to know more about Barclays? Visit home.barclays/who-we-are/ for more details.

Our Values

Everything we do is shaped by the five values of Respect, Integrity, Service, Excellence and Stewardship. Our values inform the foundations of our relationships with customers and clients, but they also shape how we measure and reward the performance of our colleagues. Simply put, success is not just about what you achieve, but about how you achieve it.

Our Diversity

We aim to foster a culture where individuals of all backgrounds feel confident in bringing their whole selves to work, feel included and their talents are nurtured, empowering them to contribute fully to our vision and goals.

Our Benefits

Our customers are unique. The same goes for our colleagues. That's why at Barclays we offer a range of benefits, allowing every colleague to choose the best options for their personal circumstances. These include a competitive salary and pension, health care and all the tools, technology and support to help you become the very best you can be. We are proud of our dynamic working options for colleagues. If you have a need for flexibility, then please discuss this with us.","Barclays
3.9",Chennai
Business Analyst,"Overview


Quanticate has an exciting opportunity to assist and perform wide range of activities within Finance team.

Responsibilities


Purpose:
To manage and ensure the timely provision of all contractual and people related data in the Quanticate Groups project management application.
To calculate the monthly revenue recognition and monitor timely project invoicing.
To invoice UK companies clients including profitability analysis and project review. This will cover the entire project life cycle.
To manage and work with the Head of Commercial Finance on the projects and activities within the company’s Project Management Application.
Role-Specific Duties:
Responsible for the administration of the project management application (i.e. PPMS) which includes creation and maintenance of logins, creation and management of projects and standing data.
Reviewing data to ensure accuracy and relevance of data. Escalation of non-compliance issues to managers with accountability of the process involved, and to stakeholders of the data.
To manage the timecard process which includes following up timecard submission, approval of timecards and the month-end process which includes timecard lock.
To report at month-end including billability.
To reconcile and invoice clients of the UK companies. This includes understanding of the contract and managing the project life cycle.
Credit control of invoices for the UK companies.
To produce profitability analysis on clients of the UK companies.
Ad hoc requests as required
Key Relationships:

Internal:

Functional Heads: Operational, Commercial and Business Support, Finance team.

External:

Clients.

Qualifications


Education:

Have experience in finance in application administration/finance in a project environment.

Skills, Knowledge, and Experience:
Accounting work experience in industry preferably in a project based environment
Service industry experience, preferably in pharmaceuticals and/or IT.
Maintenance and knowledge of a project management system preferably a project portfolio management system.
Excellent attention to detail, reconciliation and analytical skills.
Excellent Microsoft Excel skills.
Ability to learn quickly.
Ability to organise and work to tight deadlines.
Ability to communicate at all levels of the organisation.
Excellent communication skills both oral and written.
A self-starter, a person who can work with minimal supervision.","Quanticate
4.0",Bengaluru
Data Analyst,"Parity Computing, a unit of RELX/Elsevier, is inviting applications for data analyst positions for its OrgDB product to curate organization metadata and name variants to help produce excellent organization publication profiles. The work involves investigating research organizations and their structure to extract and normalize data, interpreting the metadata policies, deciding the best approach to curate the data, and analyzing the impact of curation on organization publication profiles. We are looking for individuals who can conduct excellent research, work independently, and pay attention to detail. Premium is placed on those individuals who can produce a high-quality content.

Parity’s OrgDB product is the leading authoritative database of the world’s research producing organizations. OrgDB powers STM industry applications for characterizing organizations and accurately attributing their research works.

Required skills

Able to think analytically, use a systematic and logical approach to analyze data, problems and situations.,

Familiarity with scientific research, publications, universities and research organizations,

Ability to perform independent research on topics related to the structure of and relationships among universities and research organizations,

Ability to think abstractly and collect and classify entities such as person and organization names, organizational structure, scientific expertise, and related entities,

Ability to interpret policies, follow them consistently, develop positive and negative examples for each policy, and assist in fine tuning policies

Ability to assess the quality, completeness, and other characteristics of the content

Preferred qualifications

Post Graduation

· Outstanding oral and written communication skills

· Skills in working with databases, software tools, and modeling languages such as XML.

· Demonstrated ability to meet deadlines

· Excellent planning, organizational, and time management skills.

· Ability to work under pressure and meet deadlines

Elsevier is an equal opportunity employer: qualified applicants are considered for and treated during employment without regard to race, color, creed, religion, sex, national origin, citizenship status, disability status, protected veteran status, age, marital status, sexual orientation, gender identity, genetic information, or any other characteristic protected by law. If a qualified individual with a disability or disabled veteran needs a reasonable accommodation to use or access our online system, that individual should please contact 1.877.734.1938 or accommodations@relx.com.

Please read our Candidate Privacy Policy","Elsevier
4.4",Bengaluru
Research Analyst,"We are looking for passionate and motivated business research professionals with a strong hold on business research, competitive intelligence.

Responsibilities:
Performing in-depth market research and analysing data to derive an understanding of the disease based on client requirements.
Recommend actions by analysing and interpreting data, thus conducting comparative analyses
Data mining, business intelligence, and valuation in for reaching conclusive analysis for various Therapeutic areas of client interest.
Converting models into presentable Reports and ppts for effective utilization by clients.

Background/Qualifications: :
Bachelor’s degree in a life science discipline, required (e.g. Pharma, biotechnology, biomedical engineering, biochemistry).
0-5 years of experience in market research, strategic consulting, or similar role
Strong verbal and written communication skills
Persistent, self-motivated, and willing to go beyond strict job responsibilities
Best Our offerings are as smarter as the people behind them, therefore we are always looking for motivated peoples from a different background. Let's make a difference in the digital health of today and tomorrow

Share your resume on career@pstride.com",PSTRIDE Solutions,New Delhi
Corporate & Investment Banking Research & Analytics - KYC- Analyst,"Responsibilities:
Liaise with client (across Asia countries) and partner with front office sales to obtain up to date client onboarding documents and information
Analyse, review and evaluate client onboarding information and documents to fulfill KYC (Know Your Clients) requirements
Prepare client-specific KYC related analysis as required.
Evaluate issues identified in KYC, identify solutions / options; and timely escalate to front office sales/other teams in onboarding process for issue resolution
Provide reporting of KYC progress and identify roadblock for corrective actions
Work to tight deadlines and be accountable for ensuring assigned KYC are completed efficiently
Obtain due diligence & screening reports on clients, review issues highlighted and partner with front office sales to provide disposition as necessary
Co-ordinate with compliance / client onboarding teams to identify areas which require additional investigation and obtaining necessary approval on the disposition
Knowledge and Skills Sets:
Required at least 3-4 years of experience in Corporate KYC.
Excel and Power point skills
Excellent analytical skills
Strong verbal and written communication skills
Self-starter, ability to multitask and work effective under pressure and stress
Adaptable, flexible and willing to work in a dynamic environment
Developed problem solving techniques and solutions oriented
Ability to directly address conflicts and escalate issues where appropriate and communicate effectively with all levels of management
Strong sense of accountability and ownership over end to end client onboarding process
Ability to successfully navigate a complex infrastructure that involves numerous groups and individuals and ""think outside the box"" for achieving results.
Quick thinking, decisive and self confident
Knowledge of KYC procedures and regulatory requirements preferred
Client servicing experience is added advantage
JPMorgan Chase & Co., one of the oldest financial institutions, offers innovative financial solutions to millions of consumers, small businesses and many of the world's most prominent corporate, institutional and government clients under the J.P. Morgan and Chase brands. Our history spans over 200 years and today we are a leader in investment banking, consumer and small business banking, commercial banking, financial transaction processing and asset management.

We recognize that our people are our strength and the diverse talents they bring to our global workforce are directly linked to our success. We are an equal opportunity employer and place a high value on diversity and inclusion at our company. We do not discriminate on the basis of any protected attribute, including race, religion, color, national origin, gender, sexual orientation, gender identity, gender expression, age, marital or veteran status, pregnancy or disability, or any other basis protected under applicable law. In accordance with applicable law, we make reasonable accommodations for applicants' and employees' religious practices and beliefs, as well as any mental health or physical disability needs.","J.P. Morgan
3.9",Mumbai
Business Analyst,"With a startup spirit and 90,000 curious and courageous minds, we have the expertise to go deep with the world’s biggest brands—and we have fun doing it. Now, we’re calling all you rule-breakers and risk-takers who see the world differently, and are bold enough to reinvent it. Come, transform with us.
Are you the one we are looking for?
Inviting applications for the role of BA, Data Science
In this role, we are looking for a commerce graduate / Postgraduate in Finance with prior data handling experience. In this role, you will be encouraged to work on strict deadlines, in a fast paced business environment while being a standout colleague.
Prior Commercial Analytics in sales / orders reporting / MIS experience in the BPO Industry with Access skills experience will be preferred
Responsibilities
Technical expertise: Provide expertise in Statistics, Mathematical modeling and simulation, Numerical Analysis and Differential Equation
Curiosity: a desire to go beneath the stated client needs and discover and distill a problem down into a very clear set of hypotheses that can be tested.
Cleverness: the ability to look at a problem in different, creative ways.
Should be able to Handle large data sets, Compute and Calculate Sales Incentives with multiple slice and dice of the Sales data.
Should be able to identify automation opportunities, handle customer queries and issues and process log variations, exceptions, output errors for traceability
Ensure client happiness and successful external & internal audits
Qualifications
Minimum qualifications
MBA / M.Sc. Statistics / M.Sc. Operations Research
Meaningful work experience
Preferred qualifications
Relevant work experience in Reporting and handling large data sets and databases
Flexibility to adapt to a variety of engagement types, working hours and work environments and locations
Very good written and verbal communication skills
Proficient in MS Office applications, especially in MS excel, R, Python
Good analytical and problem-solving skills and ability to handle team and client discussions
Genpact is an Equal Opportunity Employer and considers applicants for all positions without regard to race, color, religion or belief, sex, age, national origin, citizenship status, marital status, military/veteran status, genetic information, sexual orientation, gender identity, physical or mental disability or any other characteristic protected by applicable laws. Genpact is committed to creating a dynamic work environment that values diversity and inclusion, respect and integrity, customer focus, and innovation. For more information, visit www.genpact.com. Follow us on Twitter, Facebook, LinkedIn, and YouTube.","Genpact
3.6",Noida
Business Analyst,"Experience:- 0-5 yrs.

Profile

Ability to provide strategic vision and thorough product and business case analysis.
Ability to handle multiples tasks effectively and on tight deadlines.
Technical expertise, should have a clear and concise understanding of basic concepts and technologies and the ability continuously acquire new technological competencies.","Aloha Technology
3.4",Pune
Data Analyst,"Data Research Analyst
Research online to identify and capture accurate contact information of clients
Quality contacts based on project requirement
Maintaining and updating list/database on Excel or CRM
Make outbound calls to verify the information captured through online research
Be a team player, help achieve team goals and project timelines
Achieve monthly goals and targets
You are suitable for this role, if
You are internet savvy, and like reading, analyzing available online information
You can read and write in English language
You want to part of evergreen and growing IT industry
You can operate MS Excel and have typing speed of at least 25 WPM","Unbound B2B
3.6",Pune
