Title,Location,Company,Salary,Description
DevOps Engineer- Azure,"Bengaluru, Karnataka",Searches & Sourcing Consultant,"₹10,00,000 - ₹12,00,000 a year","Position: DevOps Engineer (Azure Cloud specialist)
Technical Skills (Must have) :
- Strong experience with Linux-based infrastructures, Linux/Unix administration, shell scripting, python.
- Hands on Experience with cloud provider Azure (must) / Google Cloud / AWS
- Experience in continues deployment and integration using different tools like Jenkins, Bamboo, Codeship, AWS CodeBuild, AWS CodeDeploy, AWS CodeStar, Terraform
- Experience with monitoring and analysis tools like Splunk, Prometheus, Fluentd, Logstash
- Experience in working with configuration management tools like Ansible / Puppet / Chef / Salt / Packer Terraform for automation and configuration.
- Strong communication skills and ability to explain protocol and processes with team and management.
Technical Skills (Good to have) :
- Experience with project management and workflow tools such as Agile, Jira, Scrum/Kanban/SAFe, etc.
- Experience in working with Docker, Kubernetes, Rancher, Openshift
- Experience with ELK stack
- Hands-on exp with repository like GitLab, GitHub, Artifactory, BitBucket
- Holding certification from Azure or Google cloud
Soft Skills :
- Must be able to work in a team.
- Must have good communication skills.
Job Types: Full-time, Contract
Salary: ₹1,000,000.00 to ₹1,200,000.00 /year
Experience:
work: 1 year (Preferred)
DevOps: 1 year (Preferred)
Azure: 5 years (Preferred)
Education:
Secondary(10th Pass) (Preferred)"
DevOps/Middleware Engineer,None,The United Services & Relations Inc.,None,"The DevOps/Middleware Engineer is responsible for the implementation of new applications, upgrades of existing applications and/or code deployments of currently utilized applications. In addition, the Middleware Engineer will work closely with internal clients, Integration teams and external vendors gathering requirements, designing and deploying infrastructure components to support those requirements.
This position must understand the architecture and design, high availability concepts, load balancers, clustering, networking, operating system concepts, databases, continuous integration, and firewalls.
Deliver enterprise projects that utilize middleware platforms and ensure the support teams have adequate information and knowledge to maintain the environment.
Directly responsible for provisioning middleware technologies as a service capability for applications. Middleware technologies include but are not limited to Jboss, Apache, Weblogic, Tomcat and J2EE.
Architecting & proposing designs for new projects involving middleware products
Installation, configuration, and administration of Jboss, Tomcat and Weblogic application Servers and Apache web servers
Implementing design principles of a service oriented architecture
Identify opportunities to optimize current solutions and perform technical analysis and/or provide hands-on technical support, on an as needed basis, to troubleshoot problems related to poorly performing systems in production and other test environments
Ability to quickly assimilate into a complex environment and rapidly learn the existing and inbound technologies
Automation of support tasks, recovery tasks, implementation tasks - recommendations for process improvements
Required Skills Required Skills 5+ years Unix/Linux System Administration experience(RHEL)
4+ Experience engineering Java apps infrastructure.
4+ Experience administering JBOSS, Tomcat, Websphere and Weblogic application servers.
4+ Experience administering Web Servers(Apache and IHS) and messaging(JMS)
J2EE infrastructure design and build experience
Knowledge of databases and database technology (Oracle/MSSQL Server)
Experience using logging and monitoring tools such as SPLUNK
Experience working in a CICD tools and environment.
Strong troubleshooting and problem solving skills
Write and maintain system documentation
Desired Skills Desired Skills
Knowledge on JFROG/Ansible Tower is must.
Job Type: Contract
Experience:
Java apps: 4 years (Required)
Apache and IHS: 5 years (Preferred)
Unix/Linux System Administration experience(RHEL): 5 years (Required)
JBOSS: 5 years (Required)
Education:
Bachelor's (Preferred)
Language:
English (Required)
Shifts:
Night (Required)
Benefits:
Work from home
Other"
Sr. DevOps Engineer,"Mumbai, Maharashtra",H&R talent,None,"we work for IT client Looking For DevOps Engineer With 3-6 Years Of Experience
1. Hands on Python scripting
2. Good communication skills
3. Working experience on production servers
4. Jenkins
5. Linux (system administration)
6. Git 7. AWS/Azure
8. Experience in interaction with customer. \
Good to have: Docker 2. Ansible 3. Shell Scripting
The candidate should be a quick learner and able to learn himself while working. He should take ownership.
Job Types: Full-time,
Education:
Bachelor's (Preferred)
Location:
Mumbai
Job Type: Full-time
Experience:
Docker,Ansible: 3 years (Preferred)
python: 2 years (Preferred)
linux: 2 years (Preferred)
Education:
Bachelor's (Preferred)
Work Remotely:
Temporarily due to COVID-19"
Devops Engineer,"Bengaluru, Karnataka",Multirecruit,"₹15,00,000 - ₹20,00,000 a year","Role
In this role you will be responsible for building & running our IaaS services, providing infrastructure as code and following the Site Reliability Engineering model. You will contribute to and learn multiple technology skills (virtualization, containerization, orchestration of compute, storage, backup and network), with a strong focus on AWS, ECS, EKS and cloud products.
You will work with various product teams with focus on high infrastructure reliability, scalability and availability running with the goal to provide immutable infrastructure.
You will manage multiple complex projects and deadlines simultaneously. You will focus heavily on automation and orchestration strategy for existing and new Apollo infrastructure, and contribute to Infrastructure as Code.
Principal Duties & Responsibilities
You will work in DevOps/Site Reliability Engineering team and will be responsible for availability, latency, performance, efficiency, change management, monitoring, emergency response, and capacity planning.
You will split your time between Operations/On-Call duties and developing systems and software that help increase site reliability and performance.
You will work with product developers to ensure that the designed solution responds to nonfunctional requirements such as availability, performance, security, and maintainability.
You will work with DevOps/Release engineers to ensure that the software delivery pipeline is as efficient as possible.
Required Technical Skills & Experience
Experience with DevOps processes and culture
Job Type: Full-time
Salary: ₹1,500,000.00 - ₹2,000,000.00 per year
Experience:
work: 1 year (Preferred)
total work: 7 years (Required)
Education:
Bachelor's (Required)"
DevOps Engineer,"Hyderabad, Telangana",Forefront,"₹35,000 - ₹70,000 a month","a DevOps engineer responsible for CI/CD process and for required infrastructure provisioning and maintenance.
Candidate requirements:
CI/CD process
Knowledge of infrastructure as a code process
AWS (EC2, S3, RDS, CloudFormation), Kafka, Zookeeper, Kubernetes, Airflow, Docker, Docker-Compose, Jenkins
Job Type: Full-time
Salary: ₹35,000.00 - ₹70,000.00 per month
Experience:
work: 1 year (Preferred)
total work: 7 years (Preferred)
DevOps: 5 years (Preferred)
Education:
Bachelor's (Preferred)
Work Remotely:
Temporarily due to COVID-19"
DevOps Cloud Engineer - Fresher,"Bengaluru, Karnataka",ITOrizon,None,"Position title
DevOps Cloud Engineer - Fresher
Job Description
Expertise in UNIX/Linux/Windows Operating system administration and management.
Strong understanding of monitoring implementations and administration.
Good understanding of Docker.
Understanding of CI/CD Implementation with Jenkins/ADO.
Working understanding of DNS, Networking.
skills-Qualifications-Any Graduate Experience-freshers
Manage the daily operation of Java Application Servers and Openshift/Kubernetes cluster.
Perform impact analysis for appropriate tasks.
Support day-to-day data integration through WebServices, JBoss, JMS operations with our partners and clients, including identifying any technical problems with inbound/outbound transmissions.
Work with Developers and Database Administrators in the implementation of new applications. Identify impact to capacity.
Flexibility to work in shifts to coincide with North America work timings.
Desired Candidate Profile
Excellent knowledge of Linux scripting and Perl/Python scripting
Knowledge of SCM/Version Control Systems such as SVN or Git
Experience building Java application using Maven or Ant
Exposure with setting up and running scaling infrastructures on Openshift/Kubernetes
Knowledge of Microservices container/Orchestration: Docker or Docker Swarm
Strong knowledge of infrastructure automation tools i.e. Ansible, Jenkins, ADO
DevOps Certified"
Solutions Devops/Deployment Engineer,"Bengaluru, Karnataka",Synamedia,None,"The Team:
The Solutions organisation is looking for highly motivated candidates to join our Solutions/L4 IN team. We are working in a dynamic environment that is at the heart of an exciting business transformation to Agile and DevOps. We have a very strong focus on building great relationships, encouraging innovation, focusing on quality & stability and celebrating our successes.
The Role:
Working in highly collaborative environment, across multiple time zones
Primary role is to work on defining & executing Deployment activities in cloud & OnPrem.
Analyse product and customer requirements, mapping to existing solutions & suggest new ideas.
Effective monitoring of systems and improve solutions to integrate tools that save cost.
Active participation in review calls to drive excellence in issue reporting and collaboration with development teams
Champion improvements into the product based on Quality and Stability
Develop tools, scripts, or processes to make things better
Work with Change and Release management processes to test functional or maintenance releases
Minimum Qualifications / Experience:
Engineering graduate
6 to 8 years industry experience
AWS, Open stack, VM Ware & related cloud technologies
Demonstrable experience of end-to-end deployment for Cloud or distributed systems (AWS Certification will be an added advantage)
Deployment automation, monitoring and maintaining large-scale services with various underlying dependencies in a complex environment.
Strong networking fundamental on DNS, routing, subnets, VLANs,
Working with Streaming clients(STB,IOS, Android)
Self-starter and Self-Reliant
Excellent in analytical and logical skills
Excellent communication skills
Experience using monitoring tools such as Splunk, ELK, Sensu, Grafana, Prometheus
Desired Skills:
Cloud Tech – AWS, Open stack, VMWare
Knowledge on Contain Containerization Service like Docker, Kubernetes, Open shift
Programming Languages: c, c++, Java, Go Lang
Web technologies – PHP or java Script.
Excellent in at least one of the scripting languages Python, Salt stake, Java script, Ansible etc.
Experience in Automation frame work, Continuous Integration – Jenkins, Github & Git & Continuous monitoring tools – Elasticsearch, Logstash, Kibana (ELK), Prometheus, Grafana
Knowledge of a key database technology such as MongoDB, Cassandra or Couchbase
Good knowledge on OS, Networking & SDN
understanding of Linux Operating system and can work in Linux environment
Experience with Monitoring tools like Cloud trail, Nagios, ELK, Kibana, Grafana, Prometheus"
DevOps/Cloud Engineer,"Borivali, Mumbai, Maharashtra",BeeDev Solutions,"₹10,000 - ₹30,000 a month","Our company is located in Borivali West
We require a candidate with following experience -
Minimum 1+ year of experience
Must have thorough knowledge for AWS cloud architecture
Must know how to create EC2, RDS, Monitoring Instances
Must have worked with NGinX, cPanel/WHM or Node Server
Must have experience with Linux, Windows or Both server
Job Type: Full-time
Salary: ₹10,000.00 - ₹30,000.00 per month
Experience:
work: 1 year (Preferred)
total work: 1 year (Preferred)
DevOps: 1 year (Preferred)
Education:
Secondary(10th Pass) (Preferred)
Work Remotely:
Temporarily due to COVID-19"
"IT Trainees(Devops,Python,AWS)","Pune, Maharashtra",3RI TECHNOLOGIES,None,"Experience :Freshers
Passout Year :2019-20
Responsibilities
Excellent communication with customers.
Ability to train and get certified in Velocity Cloud solution (Devops)
Ability to train and upgrade skills on ITIL processes
Ability to train on any ERP as required.
Deliver a high quality IT support in line with targeted SLA’s
Professional ticket handling utilising the company’s service management system.
Adhere to our internal policies and standard operating procedures, and also to suggest any improvements to the policies where necessary.
Responsible for resolving problems or questions from Velocity customers worldwide:
In a friendly way.
With a professional approach.
Explaining solutions to end-users in an understandable, non-technical, user-friendly manner.
To understand and support the service and the related technical environment, with the ability to quickly and accurately define and resolve technical problems.
Responsible for L1 /L2 tasks in ERP such as, but not limited to:
Daily health Checks
Regular L1 tasks
Tasks with Standard Operating Procedures
Support Patching
User Administration
Coding and development
Debugging
To ensure all captured monitoring events are dealt with promptly in order to offset any impact to our customers.
To strive for continuous learning and train for professional certifications.
Attend meetings and provide recommendations to improve/ automate operations
Requirements
0 to 1 year of experience in IT or any equivalent ERP applications
Engineering Graduates/Post Graduates would be ideal candidates with a technical inclination.
Strong interests for continuous learning and work on latest technology
Ability to work in a fast-paced and ever changing environment
Ability to work cohesively in a team environment and act as a team player
Positive attitude, dedication and consistency are the key parameters
Excellent problem solver.
Fluent in verbal and written English.
Excellent verbal and written communication skills.
Good technical understanding and experience
To be able to cover flexible shift patterns.
Able to cope with multiple problems in a calm and professional manner.
Team player.
Friendly and approachable.
Precision, professionalism, perfectionism, passion for new technologies and a pragmatic approach.
Good to Have
Knowledge of business processes and ERP processes
Any Technical certifications
College Final Year project in New technologies like IoT, Big data, ML or cloud technologies."
DevOps Engineer,"Ahmedabad, Gujarat",Scanpoint Geomatics,None,"If you have passion to works with developers and the IT staff to oversee the code releases, test and deployment in product development environment then this is right opportunity for you.
What you’ll do?
Deploying product updates, identifying production issues and implementing integrations when they arise.
Actively troubleshoot any issues that arise during testing and production, catching and solving issues before launch.
Specifying, documenting and scheduling, monitoring and reporting on adherence to policy.
Manage continuous integration (CI) and continuous deployment (CD) environment through product/project management tools.
Engage in code deployments, fixes, and update our processes and design new processes as needed.
Required Skills and Experience
Work experience as a DevOps Engineer preferably in to product development organization.
Working knowledge of databases and SQL
Experience with open-source technologies and cloud services.
Knowledge of scripting languages such as Java, JavaScript, Perl, Ruby, Python PHP, Groovy, Bash.
Previous experience working with tolls like TFS, SVN, Bwitty/ Trello etc.
Previous experience working as QA in automation will be added advantage.
Required Qualification
B.E/M.E/ B.Tech/ M.Tech/ BCA/ MCA/ Bsc/ Msc (IT or Computer Science) or Equivalent Degree.
About SGL
Scanpoint Geomatics Ltd. (SGL) ( CMMI-Leve 3 Company ) is a national leader and pioneer in the Indian Geomatics industry. We have developed the very first indigenous Integrated Geographic Information System and Image Processing Software with an aim to provide a cost effective technology for global users of Geomatics.

We are proud to have a product development joint venture with ISRO (Indian Space Research Organization) for continuing research and development of our indigenous IGiS technology.

The IGiS technology aims to elevate and support the global Geomatics industry significantly.

Visit : – https://youtu.be/ycu2Bxdr2Rw

We are specialized in developing diverse enterprise solutions for:
Agriculture | Defense | Disaster Management | Forestry | Land Information | Mining | Power | Smart City | Urban Planning | Utilities"
DevOps Engineer,"Chandigarh, Chandigarh",Applied Informatics Solutions Private Ltd,"₹20,000 - ₹50,000 a month","Linux Fundamentals And Scripting
Knowledge On Various DevOps Tools And Technologies
Continuous Integration And Continuous Delivery
Infrastructure As Code
Key concepts of DevOps
Soft skills
Integration Skills
Job Types: Full-time, Contract
Salary: ₹20,000.00 - ₹50,000.00 per month
Experience:
DevOps: 1 year (Preferred)
Education:
Bachelor's (Preferred)
Work Remotely:
Temporarily due to COVID-19"
DevOps Engineer,India,Equiniti,None,"Objective of job:
Equiniti is seeking mid-level and DevOps Engineers to collaborate with product, design, and engineering to build and implement innovative orchestrations tools, information pipelines, and foundational infrastructure platforms to support our internal development as well as our sizable base of customers. Our DevOps team will work on challenging, product and infrastructure-focused problems. Our systems are built to process and provide real time and near time analytics. To support our scale, our hybrid cloud consists of hundreds of servers, microservices,terabytes of active production data and numerous real-time data streams.
We are looking for someone who wants to solve non-traditional DevOps problems, where normal approaches fall short and critical thinking and experimentation are expected every day.
Key Responsibilities
Understanding of SDLC and exposure to AGILE and SCRUM methodologies.
Exposure to other Source Control environments like TFS, GIT, SVN etc.
Knowledge of Web Servers, Operating Systems, App Servers, Web Services & Workflows.
Collaborate with engineers, designers, developers, project and product managers to find elegant and manageable solutions to new and complex product needs.
Constantly strive to avoid complacency by seeking new tools, techniques, and resources to evolve our infrastructure.
Establish, design, perform, and execute comprehensive technical projects to facilitate marketing efforts and goals.
Assist the Monitoring as a Service (MaaS) platform development team to support the seamless deployment of their code.
Employ an open-source collaborative development design to broaden each significant feature and compose clear descriptions and PR messages.
Analyze, organize, and provide in-depth code reviews to improve applications dynamically and ensure the timely completion of projects.
Enhance overall platform security by using modern tools to design, test, and improve existing products, and implementing security-focused solutions to new problems.
Maintain and grow a highly-visible hybrid-cloud solution serving our clients.
Participate in a culture that values structured code reviews as well as deploying frequently.
Work on a highly motivated team of professionals dedicated towards excellence in DevOps, sharing knowledge, trying new things,Interact with team members to improve our engineers’ tools,
technology stack, and application performance and stability.
Mandatory
Should have an overall 3+ years of experience in Devops from large Enterprise Systems.
Should be a team player with good interpersonal skills and a drive to take ownership of and responsibility for the tasks assigned to you.
Proficiency in deploying and maintaining Java web applications
Have hands-on experience with Continuous Integration and Continuous Deployment systems, and an understanding of how to make Test Driven Infrastructure work in complex environments. (Jenkins preferred)
Knowledge of software automation production systems, including code deployment
Working knowledge of software development methodologies
Previous experience with high-performance and high-availability open source web technologies
Be deeply familiar with hybrid-cloud concepts, including experience deploying production workloads to a large cloud provider, and detailed experience managing, deploying to, and orchestrating managed data center environments.
Have experience implementing and maintaining in Ops environments (Salt preferred) and be comfortable in an everything-as-code workplace.
Salt
Ansible
Chef
Puppet
Have experience scripting and coding in Python and/or Go.
Have experience running and orchestrating containers in production"
DevOps Engineer,"Pune, Maharashtra",NICE,None,"Title: DevOps Engineer
Job Purpose:
Serve as one DevOps engineer in designing, producing, and testing high-quality software that meets specified functional and non-functional requirements within the time and resource constraints given.
Main Responsibilities and Deliverables:
Define, develop, and lead continuous integration and deployment pipelines
Work to build Software Defined Infrastructure
Coordinate build and release activities with other stakeholders
Define and develop automated quality and release gates
Work with teams to develop code quality metrics and meters
Identify, research, and prototype new technologies to improve DevOps processes
Collaborate with various teams and disciplines to promote and develop DevOps best practices
Manage day to day operations of pipeline, build, and source control software and resources
Perform ongoing maintenance and upgrades of DevOps systems
Occasional weekend or afterhours work may be required to support DevOps schedules
Collaborate with local and remote DevOps teams
Perform R&D Support based on the need and defined plan
Tools
Must have (hands-on experience)
Dockers / K8S (Kubernetes)
Jenkins
Python, Shell, batch or similar build scripting languages
Windows (7/10) & Linux experience
Git / bitbucket
Jira / TFS
Good to have
Groovy
Artifactory
InstallShield and windows installer
Amazon AWS S3
Writing Amazon AWS Cloud Formation
Qualifications / Education:
2+ years of Docker/K8S experience
Experience building and creating Docker containers and Docker
5+ years of working with TFS based source control systems
2+ years of experience as Jenkins
2+ years writing Python, Shell or similar build scripting languages
1+ years of writing Amazon AWS Cloud Formation
Good understanding of code promotion techniques, build automation, branching strategies.
Degree in computer science or equivalent from a reputed institute
Excellent troubleshooting, problem solving, and debugging skills
Ability to build environments, systems, and solutions from the ground up
Experience working in a modified Agile methodology development environment and using work item management tools like TFS.
Service-oriented; ability to supply services to a large R&D group
Team-oriented attitude
Ability to multi-task, prioritize, and ensure tasks are completed on schedule
Ability to work under high pressure
High attention to details and accuracy
Self-starter, autodidactic
Very strong verbal and written English skills"
Software DevOps Engineer,"Bengaluru, Karnataka",Intel,None,"Job Description
Develops software as the primary job function; Designs, develops, debugs & tests complex software in any field e.g., systems software, software development tools, applications, drivers, numerical methods, UI's, web. May work directly with companies developing and optimizing compilers, operating systems, and other software technologies. Usually holds an academic degree in Computer Science, Computer Engineering or Computational Science.

Qualifications

o Bachelor's Degree in Electrical Engineering or Computer Engineering with experience in build system, processes and security aspects across multiple environments o Experienced in Agile methodologies and DevOps principles, understand the SDLC with proven expertise in contributing through the continuous evolution and adoption of industry best practices, tools, and methods o Hands-on experience in object oriented methodologies, languages such as Python, C and C++ / Java and Database technologies o Experienced with one or more workflow management (CI/CD) o Familiarity with cloud-based storage mechanisms such as antifactory, cloud systems (AZURE, AWS) o Experience with make files, Build process and continuous integration tools GitLab/GitHub, Jenkins, etc. o Familiar with virtualization concepts and one or more tools (VM, Docker, etc.) o Basic knowledge of software security /SDL process , earlier experience in implementation of SDL process is an advantage o Experienced with knowledge of compilers and integration of opensource libraries o Excellent problem solver, team player with high level of collaboration, ability to work in a team comprising of developers and DevOps engineers in an agile environment o Ability to design / implement maintainable solutions based on given requirements. o Proactive, self-motivated and quick learner o Good team spirit and ability to deliver to schedule o Excellent analytical and problem solving skills o Strong verbal and written communication skills o Ability to multi-task and work in a dynamic environment.
Inside this Business Group
The Programmable Solutions Group (PSG) was formed from the acquisition of Altera. As part of Intel, PSG will create market-leading programmable logic devices that deliver a wider range of capabilities than customers experience today. Combining Altera's industry-leading FPGA technology and customer support with Intel's world-class semiconductor manufacturing capabilities will enable customers to create the next generation of electronic systems with unmatched performance and power efficiency. PSG takes pride in creating an energetic and dynamic work environment that is driven by ingenuity and innovation. We believe the growth and success of our group is directly linked to the growth and satisfaction of our employees. That is why PSG is committed to a work environment that is flexible and collaborative, and allows our employees to reach their full potential.

Legal Disclaimer:
Intel prohibits discrimination based on race, color, religion, gender, national origin, age, disability, veteran status, marital status, pregnancy, gender expression or identity, sexual orientation or any other legally protected status.
It has come to our notice that some people have received fake job interview letters ostensibly issued by Intel, inviting them to attend interviews in Intel’s offices for various positions and further requiring them to deposit money to be eligible for the interviews. We wish to bring to your notice that these letters are not issued by Intel or any of its authorized representatives. Hiring at Intel is based purely on merit and Intel does not ask or require candidates to deposit any money. We would urge people interested in working for Intel, to apply directly at www.jobs.intel.com and not fall prey to unscrupulous elements."
DevOps Engineer,"Bengaluru, Karnataka",H&R talent,None,"We are Looking for DevOps Engineer in test with 5 - 8 yrs exp. who have working in the AWS Cloud environment & Core Engineering Stack & Tool Ecosystem.
: - DSL Jenkins script - Code As Pipeline - Build Sonar qube quality gates - Custom reports in Jenkins - Jenkins AWS + Cloud formation + DBA script automation - Elastic - Grafana - Knowledge - 5 -8 Years.
Job Types: Full-time,
Notice period: 15 days or Immediate
Education:
Bachelor's (Preferred)
Location:
Mumbai/Hyderabad/Bangalore
Job Type: Full-time
Experience:
jenkin,AWS,Jira,: 2 years (Preferred)
JSP: 1 year (Preferred)
Devops: 5 years (Preferred)
Work Remotely:
Temporarily due to COVID-19"
DevOps Engineer Powershell,"Mohali Sas Nagar, Chandigarh",Xornor Technologies Pvt Ltd,None,"CI/CD/Dev ops automation using tools like Jenkins
Operating systems: Windows, Linux
Webservers: IIS, Apache, Nginx
Working experience in Powershell is mandatory.
Experience: - 3 years - 5 years.
5 days working
Location: - Phase 8, Mohali
Contact number: - 7009718003 / 8360315969
Job Type: Full-time
Education:
Bachelor's (Preferred)"
DevOps Engineer – OOPS,"Mumbai, Maharashtra",iRageCapital Advisory Private Limited,None,"iRage is looking for DevOps Engineer, who shall be responsible for managing a proprietary low latency/high throughput system used for HFT. The role focuses on configuration, monitoring and support of all production system components, including algorithms, exchange connectivity, market data, analytics, risk management, trade booking, and infrastructure. He/She will work towards automation of manual operational tasks as well as building customized real-time monitoring tools and reports.

Basic Skills :
3-5 years programming experience with Strong OOP background (C++, Java, etc.)High proficiency in Unix/Linux system and underlying subsystems — I/O, network, & memory, low latency optimizations on Server/OS level – NUMA locality, cache coherency, CPU affinity – Kernel bypass technologies – Solarflare
High proficiency in Unix/Linux system and underlying subsystems — I/O, network, & memory, low latency optimizations on Server/OS level – NUMA locality, cache coherency, CPU affinity – Kernel bypass technologies – Solarflare onload, Wireshark, Shell Scripting, etc.)Experience in profiling and tuning servers, low latency operating systems and network adapters.
Experience in profiling and tuning servers, low latency operating systems and network adapters.
Working knowledge of low latency switches, load balancers, and firewall technologies.Experience with monitoring systems such as Nagios.Experience with monitoring systems such as Nagios.

Desired Skills :
Experience in high-frequency or algorithmic trading environment.
Programming background in a scripting language (Perl, Python, etc.)Ability to work in high-pressure and time-sensitive situations.
Ability to work in high-pressure and time-sensitive situations.
Ability to solve problems and to explain the ideas to colleagues as the incumbent will have frequent interaction with traders, developers and quants.

Please submit the required information and attach your resume"
AWS/DevOps Engineer,"Pune, Maharashtra",F&J Direct,"₹10,000 - ₹15,000 a month","Requirements & Responsibilities:
1.Basic Understanding of Cloud and its provided services.
2.Good understanding of Linux and Networking concepts.
3.Prior Knowledge of Any SQL/NoSQL database.
4.Good to have knowledge of any high-level programming language(Python, Ruby, Java, etc.)
5.Basic knowledge of Bigdata and different related services,.and understanding of Hadoop and Its components.
Education: BE (IT/Comm/E&TC/Elec), BCS, MCS, MCA, BCA (60% aggregate)
AWS certified candidates will be preferred.
Experience: Fresher/ 6 months experience
Job Type: Full-time
Salary: ₹10,000.00 - ₹15,000.00 per month
Education:
Bachelor's (Required)"
DevOps Engineer,"Pune, Maharashtra",NICE,None,"Title: DevOps Engineer
Job Purpose:
Serve as one DevOps engineer in designing, producing, and testing high-quality software that meets specified functional and non-functional requirements within the time and resource constraints given.
Main Responsibilities and Deliverables:
Define, develop, and lead continuous integration and deployment pipelines
Work to build Software Defined Infrastructure
Coordinate build and release activities with other stakeholders
Define and develop automated quality and release gates
Work with teams to develop code quality metrics and meters
Identify, research, and prototype new technologies to improve DevOps processes
Collaborate with various teams and disciplines to promote and develop DevOps best practices
Manage day to day operations of pipeline, build, and source control software and resources
Perform ongoing maintenance and upgrades of DevOps systems
Occasional weekend or afterhours work may be required to support DevOps schedules
Collaborate with local and remote DevOps teams
Perform R&D Support based on the need and defined plan
Tools
Must have (hands-on experience)
Dockers / K8S (Kubernetes)
Jenkins
Python, Shell, batch or similar build scripting languages
Windows (7/10) & Linux experience
Git / bitbucket
Jira / TFS
Good to have
Groovy
Artifactory
InstallShield and windows installer
Amazon AWS S3
Writing Amazon AWS Cloud Formation
Qualifications / Education:
2+ years of Docker/K8S experience
Experience building and creating Docker containers and Docker
5+ years of working with TFS based source control systems
2+ years of experience as Jenkins
2+ years writing Python, Shell or similar build scripting languages
1+ years of writing Amazon AWS Cloud Formation
Good understanding of code promotion techniques, build automation, branching strategies.
Degree in computer science or equivalent from a reputed institute
Excellent troubleshooting, problem solving, and debugging skills
Ability to build environments, systems, and solutions from the ground up
Experience working in a modified Agile methodology development environment and using work item management tools like TFS.
Service-oriented; ability to supply services to a large R&D group
Team-oriented attitude
Ability to multi-task, prioritize, and ensure tasks are completed on schedule
Ability to work under high pressure
High attention to details and accuracy
Self-starter, autodidactic
Very strong verbal and written English skills"
DevOps Engineer,India,E Hook Systems,None,"Required Skills
Deep knowledge of CI (Continuous Integration) and CD (Continuous Deployment) methodologies with Jenkins
Maintenance of automated tooling code in shell, python or similar scripting language
Strong familiarity with SCM, Clearcase, SVN, GIT, including branching and merging strategies
Work with support teams to identify and implement automation in appropriate areas
Work closely with DevOps Architects to analyze, review and clarify design and architecture on Tools implementation, Build and Deploy automation
Implement planned Tools, Techniques
Document as-is state of environment, gap analysis, come up with options, recommendations
POC of Tools, Techniques as desired
Good to have experience in Chef or puppet
If you are interested, please send your resume at career@ehooksystems.com"
DevOps Engineer,"Chennai, Tamil Nadu",Altimetrik Corp,None,"Devops Engineer

What we are looking for
Work closely with product & engineering groups to identify and document infrastructure requirements.
Design infrastructure solutions balancing requirements, operational constraints and architecture guidelines.
Implement infrastructure including network connectivity, virtual machines and monitoring.
Implement and follow security guidelines, both policy and technical to protect our customers.
Resolve incidents as escalated from monitoring solutions and lower tiers.
Identify root cause for issues and develop long term solutions to fix recurring issues.
Ability to automate recurring tasks to increase velocity and quality.
Partner with the engineering team to build software tolerance for infrastructure failure or issues.
Research emerging technologies, trends and methodologies and enhance existing systems and processes.

Qualifications
Master’s/Bachelors degree in Computer Science, Computer Engineering, Electrical Engineering, or related technical field, and two years of experience in software/systems or related.
5+ years overall experience.

Work experience must have included:
Proven track record in deploying, configuring and maintaining Ubuntu server systems on premise and in the cloud.
Minimum of 4 years’ experience designing, implementing and troubleshooting TCP/IP networks, VPN, Load Balancers & Firewalls.
Minimum 3 years of experience working in public clouds like AWS & Azure.
Hands on experience in any of the configuration management tools like Anisble, Chef & Puppet.
Strong in performing production operation activities.
Experience with Container & Container Orchestrator tools like Kubernetes, Docker Swarm is plus.
Good at source code management tools like Bitbucket, GIT.
Configuring and utilizing monitoring and alerting tools.
Scripting to automate infrastructure and operational processes.
Hands on work to secure networks and systems.
Sound problem resolution, judgment, negotiating and decision making skills
Ability to manage and deliver multiple project phases at the same time
Strong analytical and organizational skills
Excellent written and verbal communication skills

Interview focus areas
Networks, systems, monitoring
AWS (EC2, S3, VPC)
Problem solving, scripting, network design, systems administration and troubleshooting scenarios
Culture fit, agility, bias for action, ownership, communication"
DevOps Engineer,"Noida, Uttar Pradesh",Ongraph Technologies,"₹5,00,000 - ₹9,00,000 a year","Opportunity Description :
* You will be responsible for handling live projects and work on potential project leads
* Support our current team with your expertise, knowledge and experience
* Provide a good learning platform for DevOps Trainees
* Technically guide, direct and mentor a team of DevOps engineers, who will be working with individual projects
* Work on DevOps tools like Docker, Kubernetes, Jenkins, Ansible, Cloudformation and more
* Build a positive environment by showing ""Can do Approach"" and ""Lead by example""
* Excellent grow potential for deserving candidate
Skills Required :
* 3+ years of DevOps experience
* Expertise with AWS, Digital Ocean,AZURE, and Google Cloud
* Prior knowledge of relational, non-relational databases and services
* Good with understanding application architecture, detecting performance issues and provide relevant solutions
* Strong understanding of VPC, Micro-services and Server-less
* Strong understanding on server migration practices and process
* Strong understanding of security at various levels like application, server, infrastructure, access & privacy
* Self motivated and willing to go the extra mile for timely deliveries
* Excellent written & spoken English, you will be part of most client discussions and meeting
* Good with keeping written records of conversations, create meeting notes, and creating effective sprints
* Experience with multiple scripting languages like bash / groovy / python
* Docker, Kubernetes, Jenkins, Ansible / Puppet
Job Type: Full-time
Salary: ₹500,000.00 - ₹900,000.00 per year
Experience:
work: 2 years (Preferred)
total work: 3 years (Preferred)
DevOps: 2 years (Required)
Education:
Secondary(10th Pass) (Preferred)
Work Remotely:
Temporarily due to COVID-19"
